Name,Disc.Y,Disc.M,Disc.D,r_Disc.D,RAh,RAm,RAs,DE-,DEd,DEm,DEs,f_DEs,Obs,tFirst,tLast,tNext,z,r_z,Dist,e_Dist,r_Dist,VExt
SDSS-II SN 1823,2005,09,10,2007SDSS6.C...0000:,21,02,02.16,+,00,21,52.42,,23,-747,1413,1,0.212,2011ApJ...738..162S,904,63,2011ApJ...738..162S,0.22899999999999998
SDSS-II SN 18253,2007,09,15,2010ApJ...713.1026D,23,02,20.252,-,00,54,30.23,,15,-1445,389,390,0.244,2011ApJ...738..162S,1225,86,2016SDSSD.C...0000:,0.151
SDSS-II SN 18324,2007,09,15,2007SDSS6.C...0000:,00,25,31.467,+,00,47,37.99,,22,-1088,378,21,0.278,2010ApJ...713.1026D,1186,83,2010ApJ...713.1026D,0.065
SDSS-II SN 18339,2007,09,22,2007SDSS6.C...0000:,02,07,29.301,+,01,09,33.62,,6,-1082,386,387,0.303,2010ApJ...713.1026D,1294,91,2010ApJ...713.1026D,0.08199999999999999
SDSS-II SN 1835,2005,09,10,2007SDSS6.C...0000:,20,50,39.36,+,01,04,18.696,,29,-754,1439,3,0.2716,2011ApJ...738..162S,1159,92,2011ApJ...738..162S,0.293
SDSS-II SN 18362,2007,09,15,2010ApJ...713.1026D,00,40,32.786,-,00,10,55.14,,10,-6,56,9,0.216,2011ApJ...738..162S,920,65,2011ApJ...738..162S,0.064
SDSS-II SN 18374,2007,09,15,2010ApJ...713.1026D,00,10,15.566,-,00,10,37.3,,22,-1425,403,20,0.286,2011ApJ...738..162S,1220,86,2011ApJ...738..162S,0.111
SDSS-II SN 18450,2007,09,14,2011ApJ...738..162S,02,26,04.944,-,00,43,39.576,,7,-677,396,34,0.242,2011ApJ...738..162S,1033,72,2011ApJ...738..162S,0.084
SDSS-II SN 18454,2007,09,19,2007SDSS6.C...0000:,03,50,58.968,-,00,17,00.168,,14,-1388,1157,454,0.3485,2011ApJ...738..162S,1491,104,2011ApJ...738..162S,0.525
SDSS-II SN 18459,2007,09,16,2007SDSS6.C...0000:,01,32,18.024,+,00,04,01.117,,8,-1077,396,20,0.068,2011ApJ...738..162S,287,21,2011ApJ...738..162S,0.075
SDSS-II SN 18473,2007,09,14,2007SDSS6.C...0000:,23,11,29.76,-,00,14,27.2,,8,-1480,392,392,0.36226,2016SDSSD.C...0000:,1546,108,2016SDSSD.C...0000:,0.132
SDSS-II SN 18589,2007,10,03,2007SDSS6.C...0000:,22,43,20.3,-,01,08,29,,5,-1149,1404,1404,0.334,2010ApJ...713.1026D,1425,100,2010ApJ...713.1026D,0.15
SDSS-II SN 18647,2007,09,22,2007SDSS6.C...0000:,21,31,34.08,-,00,18,13.8,,562,-1493,1433,295,0.21284,2004SDSS2.C...0000:,907,64,2004SDSS2.C...0000:,0.125
SDSS-II SN 18666,2007,10,03,2010ApJ...713.1026D,22,50,15.482,+,00,11,41.32,,12,-1149,371,371,0.301,2010ApJ...713.1026D,1284,90,2010ApJ...713.1026D,0.282
SDSS-II SN 18704,2007,09,15,2007SDSS6.C...0000:,00,46,05.249,-,00,31,35.98,,8,-1441,16,9,0.302,2010ApJ...713.1026D,1289,90,2010ApJ...713.1026D,0.047
SDSS-II SN 18722,2007,09,15,2011ApJ...738..162S,00,56,15.84,-,00,27,50.148,,9,-1441,770,17,0.429,2011ApJ...738..162S,1833,128,2011ApJ...738..162S,0.063
SDSS-II SN 18767,2007,09,22,2007SDSS6.C...0000:,00,18,08.3,+,00,48,31,,14,-371,35,12,0.33022,2016SDSSD.C...0000:,1409,99,2016SDSSD.C...0000:,0.07400000000000001
SDSS-II SN 18797,2007,10,03,2007SDSS6.C...0000:,02,26,33.96,-,00,37,32.2,,17,-1059,377,15,0.36532,2016SDSSD.C...0000:,1561,109,2016SDSSD.C...0000:,0.083
SDSS-II SN 18802,2007,09,22,2011ApJ...738..162S,03,25,54.192,-,00,31,36.786,,6,-1397,450,450,0.416,2011ApJ...738..162S,1779,125,2011ApJ...738..162S,0.297
SDSS-II SN 18917,2007,09,19,2007SDSS6.C...0000:,03,45,32.112,+,00,02,20.27,,4,-1388,444,445,0.163,2011ApJ...738..162S,696,49,2011ApJ...738..162S,0.469
SDSS-II SN 18920,2007,10,03,2010ApJ...713.1026D,03,32,54.054,+,00,31,57.95,,6,-1406,426,84,0.279,2010ApJ...713.1026D,1193,84,2010ApJ...713.1026D,0.275
SDSS-II SN 18971,2007,10,08,2010ApJ...713.1026D,02,05,46.927,+,01,12,31.87,,8,-1452,370,371,0.284,2011ApJ...738..162S,1212,85,2011ApJ...738..162S,0.07
SDSS-II SN 19052,2007,10,06,2011ApJ...738..162S,23,32,58.569,+,00,33,45.6,,255,-1453,391,12,0.295,2011ApJ...738..162S,1258,88,2011ApJ...738..162S,0.094
SDSS-II SN 19059,2007,09,22,2011ApJ...738..162S,01,04,59.808,+,00,25,32.329,,14,-1446,36,0,0.378,2011ApJ...738..162S,1614,113,2011ApJ...738..162S,0.076
SDSS-II SN 19069,2007,10,06,2011ApJ...738..162S,21,49,20.4,+,01,03,04.788,,9,-1155,320,320,0.437,2011ApJ...738..162S,1867,131,2011ApJ...738..162S,0.23600000000000002
SDSS-II SN 19188,2007,09,30,2007SDSS6.C...0000:,20,54,09.12,-,00,10,54.084,,12,-1497,655,339,0.389,2011ApJ...738..162S,1662,116,2011ApJ...738..162S,0.27699999999999997
SDSS-II SN 19335,2007,09,30,2010ApJ...713.1026D,23,20,13.974,+,00,23,42.62,,6,-362,375,376,0.368,2011ApJ...738..162S,1571,110,2011ApJ...738..162S,0.136
SDSS-II SN 19336,2007,09,30,2010ApJ...713.1026D,23,55,30.602,+,00,15,50.36,,8,-1440,340,44,0.386,2010ApJ...713.1026D,1648,115,2010ApJ...713.1026D,0.107
SDSS-II SN 19338,2007,09,22,2011ApJ...738..162S,00,06,25.0752,+,00,22,07.59,,10,-1432,46,10,0.258,2011ApJ...738..162S,1100,77,2011ApJ...738..162S,0.22699999999999998
SDSS-II SN 19339,2007,10,08,2010ApJ...713.1026D,00,23,58.647,+,00,18,44.82,,57,-1494,742,1,0.319,2010ApJ...713.1026D,1361,95,2010ApJ...713.1026D,0.069
SDSS-II SN 19344,2007,10,11,2007SDSS6.C...0000:,01,38,44.376,+,00,22,35.8,,10,-16,1477,373,0.2989,2011ApJ...738..162S,1276,89,2011ApJ...738..162S,0.109
SDSS-II SN 19359,2007,10,13,2007SDSS6.C...0000:,03,20,37.632,+,00,20,34.35,,10,-1418,428,428,0.335,2011ApJ...738..162S,1432,100,2011ApJ...738..162S,0.267
SDSS-II SN 19377,2007,10,08,2007SDSS6.C...0000:,02,49,10.704,-,00,51,11.7432,,7,-1413,748,11,0.38159,2016SDSSD.C...0000:,1631,114,2016SDSSD.C...0000:,0.14300000000000002
SDSS-II SN 19414,2007,10,06,2007SDSS6.C...0000:,22,06,22.017,+,00,02,25.69,,10,-388,722,341,0.292,2011ApJ...738..162S,1246,87,2011ApJ...738..162S,0.24
SDSS-II SN 19467,2007,10,09,2010ApJ...713.1026D,22,43,51.594,-,00,58,36.82,,6,-1155,1398,1398,0.302,2010ApJ...713.1026D,1288,90,2010ApJ...713.1026D,0.158
SDSS-II SN 19490,2007,10,13,2011ApJ...738..162S,21,30,19.2,-,00,33,04.536,,269,-1514,1070,274,0.184,2011ApJ...738..162S,783,55,2011ApJ...738..162S,0.125
SDSS-II SN 19518,2007,09,22,2007SDSS6.C...0000:,00,44,28.183,-,00,06,12.73,,8,-1448,9,2,0.243,2011ApJ...738..162S,1036,73,2011ApJ...738..162S,0.037000000000000005
SDSS-II SN 19545,2007,10,13,2010ApJ...713.1026D,22,01,46.342,+,00,24,04.32,,10,-1162,343,344,0.327,2011ApJ...738..162S,1395,98,2011ApJ...738..162S,0.147
SDSS-II SN 19552,2007,09,16,2007SDSS6.C...0000:,00,18,49.98,+,00,20,27.7,,14,-1455,32,18,0.43907,2016SDSSD.C...0000:,1875,131,2016SDSSD.C...0000:,0.07
SDSS-II SN 19619,2007,11,09,2007SDSS6.C...0000:,02,10,32.472,+,01,00,42.66,,10,-1446,349,349,0.25992,2016SDSSD.C...0000:,1109,78,2016SDSSD.C...0000:,0.086
SDSS-II SN 19668,2007,10,12,2007SDSS6.C...0000:,23,47,44.88,-,00,37,41.1,,6,-1454,320,321,0.40721,2016SDSSD.C...0000:,1739,122,2016SDSSD.C...0000:,0.106
SDSS-II SN 19690,2007,09,16,2007SDSS6.C...0000:,01,08,07.272,-,00,08,24.648,,10,-1440,1150,21,0.435,2011ApJ...738..162S,1858,130,2011ApJ...738..162S,0.095
SDSS-II SN 19723,2007,10,13,2010ApJ...713.1026D,22,35,34.026,+,00,25,03.8,,3,-1144,1460,1460,0.246,2011ApJ...738..162S,1048,74,2011ApJ...738..162S,0.196
SDSS-II SN 19769,2007,10,20,2010ApJ...713.1026D,23,21,46.451,-,00,58,34.73,,12,-382,380,329,0.243,2011ApJ...738..162S,1035,73,2011ApJ...738..162S,0.11800000000000001
SDSS-II SN 19772,2007,10,20,2007SDSS6.C...0000:,00,50,39.904,-,01,02,31.22,,4,-1476,0,0,0.1747,2011ApJ...738..162S,743,52,2011ApJ...738..162S,0.12
SDSS-II SN 1979,2005,09,09,2007SDSS6.C...0000:,22,17,25.478,+,00,56,41.1,,215,-739,2224,366,0.2834,2009A&A...495...53L,1209,85,2009A&A...495...53L,0.16699999999999998
SDSS-II SN 19821,2007,10,12,2007SDSS6.C...0000:,23,47,07.054,+,01,01,33.73,,12,-392,330,330,0.245,2010ApJ...713.1026D,1044,73,2010ApJ...713.1026D,0.071
SDSS-II SN 20033,2007,10,29,2010ApJ...713.1026D,01,31,43.272,-,00,43,54.57,,10,-1128,355,349,0.248,2011ApJ...738..162S,1058,74,2011ApJ...738..162S,0.1
SDSS-II SN 20043,2007,10,09,2011ApJ...738..162S,22,14,43.92,+,01,12,06.192,,56,-1157,1403,316,0.346,2011ApJ...738..162S,1477,103,2011ApJ...738..162S,0.11
SDSS-II SN 20046,2007,10,20,2007SDSS6.C...0000:,21,25,58.386,+,00,48,04.71,,19,-399,1384,269,0.261,2010ApJ...713.1026D,1113,78,2010ApJ...713.1026D,0.12300000000000001
SDSS-II SN 20047,2007,10,14,2007SDSS6.C...0000:,21,46,21.802,+,00,37,52.24,,8,-1505,337,338,0.37408,2004SDSS2.C...0000:,1597,112,2004SDSS2.C...0000:,0.23800000000000002
SDSS-II SN 20141,2007,10,30,2007SDSS6.C...0000:,23,50,10.1,-,00,31,25.81,,8,-1472,13,12,0.3415,2011ApJ...738..162S,1457,102,2011ApJ...738..162S,0.09
SDSS-II SN 20171,2007,10,15,2007SDSS6.C...0000:,00,12,02.38,+,00,12,45.9,,26,-1455,373,335,0.36788,2016SDSSD.C...0000:,1570,110,2016SDSSD.C...0000:,0.079
SDSS-II SN 20232,2007,11,08,2007SDSS6.C...0000:,00,28,19.966,-,00,03,28.76,,14,-1495,324,325,0.2172,2011ApJ...738..162S,925,65,2011ApJ...738..162S,0.055
SDSS-II SN 20257,2007,10,20,2007SDSS6.C...0000:,21,34,28.32,-,00,08,51.2448,,450,-1521,1063,267,0.30173,2016SDSSD.C...0000:,1287,90,2016SDSSD.C...0000:,0.11699999999999999
SDSS-II SN 20262,2007,09,05,2007SDSS6.C...0000:,23,36,15.12,-,00,02,34.512,a,12,-1422,15,15,0.26101,2016SDSSD.C...0000:,1113,78,2016SDSSD.C...0000:,0.091
SDSS-II SN 20276,2007,11,01,2010ApJ...713.1026D,02,18,15.164,-,00,06,50.55,,6,-1438,358,358,0.373,2011ApJ...738..162S,1594,112,2011ApJ...738..162S,0.099
SDSS-II SN 20278,2007,10,20,2010ApJ...713.1026D,02,27,34.04,-,00,10,54,,65,-1092,360,19,0.325,2010ApJ...713.1026D,1388,97,2010ApJ...713.1026D,0.077
SDSS-II SN 20323,2007,10,20,2011ApJ...738..162S,20,53,42.96,+,01,08,41.892,,12,-439,639,305,0.111,2011ApJ...738..162S,471,33,2011ApJ...738..162S,0.235
SDSS-II SN 20400,2007,10,31,2007SDSS6.C...0000:,22,30,07.667,-,01,09,15.15,,14,-1176,323,323,0.286,2011ApJ...738..162S,1220,85,2011ApJ...738..162S,0.177
SDSS-II SN 20435,2007,10,21,2007SDSS6.C...0000:,21,30,15.817,+,00,33,31.3,,613,-1522,1062,266,0.115,2011ApJ...738..162S,488,34,2011ApJ...738..162S,0.122
SDSS-II SN 20447,2007,10,19,2007SDSS6.C...0000:,23,57,18.416,+,00,34,15.24,,6,-1459,21,22,0.435,2011ApJ...738..162S,1858,130,2011ApJ...738..162S,0.096
SDSS-II SN 20467,2007,10,21,2007SDSS6.C...0000:,01,20,04.75,+,00,54,48.6,,12,-1120,350,10,0.277,2010ApJ...713.1026D,1182,83,2010ApJ...713.1026D,0.076
SDSS-II SN 20491,2007,10,19,2010ApJ...713.1026D,23,23,55.585,-,01,11,35.74,,14,-1516,736,311,0.212,2011ApJ...738..162S,903,63,2011ApJ...738..162S,0.105
SDSS-II SN 20514,2007,10,12,2007SDSS6.C...0000:,01,32,18.253,-,00,45,18.9,,10,-1111,372,366,0.388,2010ApJ...713.1026D,1657,116,2010ApJ...713.1026D,0.09699999999999999
SDSS-II SN 20545,2007,11,04,2007SDSS6.C...0000:,22,01,00,-,00,25,26.35,,17,-438,692,278,0.1895,2011ApJ...738..162S,807,71,2011ApJ...738..162S,0.165
SDSS-II SN 20553,2007,10,29,2007SDSS6.C...0000:,23,43,10.133,-,00,19,51.78,,10,-409,305,305,0.137,2011ApJ...738..162S,582,41,2011ApJ...738..162S,0.08199999999999999
SDSS-II SN 20557,2007,10,19,2007SDSS6.C...0000:,00,59,02.8,-,00,18,34.02,,12,-1473,9,3,0.307,2011ApJ...738..162S,1310,92,2011ApJ...738..162S,0.087
SDSS-II SN 20588,2007,10,06,2007SDSS6.C...0000:,00,14,26.844,+,00,05,31.29,,18,-385,389,344,0.28673,2016SDSSD.C...0000:,1223,86,2016SDSSD.C...0000:,0.068
SDSS-II SN 20590,2007,10,31,2011ApJ...738..162S,00,27,39.9384,+,00,12,43.74,,10,-1134,332,333,0.102,2011ApJ...738..162S,432,31,2011ApJ...738..162S,0.057999999999999996
SDSS-II SN 20591,2007,10,12,2011ApJ...738..162S,01,05,50.568,+,00,06,49.813,,8,-1466,16,16,0.144,2011ApJ...738..162S,612,43,2011ApJ...738..162S,0.075
SDSS-II SN 20613,2007,10,30,2007SDSS6.C...0000:,21,23,56.88,-,00,33,46.26,,16,-453,296,260,0.359,2011ApJ...738..162S,1533,107,2011ApJ...738..162S,0.11699999999999999
SDSS-II SN 20663,2007,10,31,2007SDSS6.C...0000:,01,05,48.549,+,00,49,14.54,,29,-1129,1063,336,0.295,2010ApJ...713.1026D,1259,88,2010ApJ...713.1026D,0.071
SDSS-II SN 20719,2007,10,20,2007SDSS6.C...0000:,02,15,29.798,-,00,05,03.05,,12,-1426,396,370,0.41,2011ApJ...738..162S,1752,123,2011ApJ...738..162S,0.096
SDSS-II SN 20721,2007,11,02,2007SDSS6.C...0000:,21,32,44.375,-,00,37,19.62,,320,-1534,1050,254,0.2118,2011ApJ...738..162S,902,63,2011ApJ...738..162S,0.134
SDSS-II SN 20722,2007,11,08,2007SDSS6.C...0000:,21,41,01.44,+,00,42,05.5,,14,-450,287,288,0.295,2010ApJ...713.1026D,1259,88,2010ApJ...713.1026D,0.175
SDSS-II SN 20750,2007,11,02,2007SDSS6.C...0000:,01,32,33.761,+,00,24,46.24,,8,-1124,349,350,0.291,2010ApJ...713.1026D,1242,87,2010ApJ...713.1026D,0.076
SDSS-II SN 20787,2007,10,19,2007SDSS6.C...0000:,03,22,02.607,-,00,26,32.81,,18,-1424,423,2,0.2707,2011ApJ...738..162S,1157,81,2011ApJ...738..162S,0.193
SDSS-II SN 20791,2007,10,29,2007SDSS6.C...0000:,21,11,47.493,-,00,23,09.28,,14,-408,634,286,0.319,2010ApJ...713.1026D,1362,95,2010ApJ...713.1026D,0.207
SDSS-II SN 20842,2007,10,19,2011ApJ...738..162S,00,26,52.528,-,01,11,40.09,,10,-1475,8,9,0.109,2011ApJ...738..162S,462,33,2011ApJ...738..162S,0.065
SDSS-II SN 20961,2007,11,04,2007SDSS6.C...0000:,00,37,54.7,-,00,19,15.0348,,14,-56,6,6,0.279,2011ApJ...738..162S,1190,83,2011ApJ...738..162S,0.051
SDSS-II SN 20969,2007,10,29,2007SDSS6.C...0000:,01,40,21.768,-,00,21,12.6,,6,-34,353,354,0.361,2011ApJ...738..162S,1542,108,2011ApJ...738..162S,0.08900000000000001
SDSS-II SN 20971,2007,11,04,2007SDSS6.C...0000:,01,56,10.06,-,00,12,57.5,,14,-1125,1131,352,0.293,2010ApJ...713.1026D,1251,88,2010ApJ...713.1026D,0.08900000000000001
SDSS-II SN 21015,2007,11,08,2007SDSS6.C...0000:,02,33,28.879,-,00,58,53.32,,12,-1472,377,360,0.376,2010ApJ...713.1026D,1607,113,2010ApJ...713.1026D,0.078
SDSS-II SN 21060,2007,11,02,2007SDSS6.C...0000:,21,32,40.528,+,00,18,49.45,,566,-1534,1392,254,0.462,2011ApJ...738..162S,1974,138,2011ApJ...738..162S,0.132
SDSS-II SN 21306,2007,10,29,2007SDSS6.C...0000:,23,31,41.598,+,00,05,29.43,,383,-1476,726,301,0.315,2010ApJ...713.1026D,1344,94,2010ApJ...713.1026D,0.111
SDSS-II SN 21381,2007,11,04,2011ApJ...738..162S,03,26,39.624,-,00,13,01.776,,6,-1440,407,407,0.158,2011ApJ...738..162S,674,47,2011ApJ...738..162S,0.307
SDSS-II SN 21401,2007,10,21,2011ApJ...738..162S,03,14,36.696,+,00,06,11,,9,-1426,428,40,0.056,2011ApJ...738..162S,237,17,2011ApJ...738..162S,0.26
SDSS-II SN 21482,2007,11,08,2011ApJ...738..162S,21,41,18.48,-,00,05,46.0572,,14,-447,286,259,0.242,2011ApJ...738..162S,1032,72,2011ApJ...738..162S,0.16699999999999998
SDSS-II SN 21487,2007,11,12,2007SDSS6.C...0000:,22,41,07.44,-,00,12,41.2,,10,-425,1364,323,0.18914,2016SDSSD.C...0000:,805,56,2016SDSSD.C...0000:,0.157
SDSS-II SN 2149,2005,09,03,2007SDSS6.C...0000:,01,09,47.489,-,00,35,18.36,,12,-697,1893,764,0.284,2011ApJ...738..162S,1212,85,2011ApJ...738..162S,0.098
SDSS-II SN 21589,2007,11,12,2007SDSS6.C...0000:,01,34,18.288,-,00,01,20.1468,,8,-1134,339,340,0.308,2011ApJ...738..162S,1315,92,2011ApJ...738..162S,0.09
SDSS-II SN 21591,2007,09,03,2011ApJ...738..162S,01,57,22.272,-,00,06,05.112,,8,-1063,413,414,0.087,2011ApJ...738..162S,369,26,2011ApJ...738..162S,0.08900000000000001
SDSS-II SN 2162,2005,09,03,1990MNRAS.243..692M,01,01,46.296,-,00,08,01.12,,8,-697,776,764,0.1727,2011ApJ...738..162S,735,52,2011ApJ...738..162S,0.085
SDSS-II SN 21888,2007,11,12,2007SDSS6.C...0000:,01,15,42.94,+,00,14,07.7,,18,-51,1411,317,0.34249,2016SDSSD.C...0000:,1462,102,2016SDSSD.C...0000:,0.09
SDSS-II SN 2551,2005,09,09,2007SDSS6.C...0000:,23,50,42.48,-,01,09,50.292,,10,-747,770,726,0.24904,2016SDSSD.C...0000:,1061,74,2016SDSSD.C...0000:,0.079
SDSS-II SN 2621,2005,09,09,2011ApJ...738..162S,01,01,22.536,-,01,07,44.976,,20,-703,1117,396,0.324,2011ApJ...738..162S,1383,97,2011ApJ...738..162S,0.102
SDSS-II SN 2639,2005,09,13,2007SDSS6.C...0000:,22,01,51.415,+,00,39,51.77,,10,-402,1103,10,0.215,2011ApJ...738..162S,916,77,2011ApJ...738..162S,0.142
SDSS-II SN 2806,2005,09,03,2007SDSS6.C...0000:,03,01,04.06,+,00,16,25.1,,8,-645,1201,1175,0.301,2010ApJ...713.1026D,1286,90,2010ApJ...713.1026D,0.32
SDSS-II SN 2808,2005,09,03,2007SDSS6.C...0000:,03,25,50.256,+,00,17,31.96,,6,-648,1199,1199,0.3141,2011ApJ...738..162S,1343,94,2011ApJ...738..162S,0.35200000000000004
SDSS-II SN 2855,2005,09,14,2016SDSSD.C...0000:,01,04,42.068,-,00,21,22.88,,12,-708,774,753,0.24512,2016SDSSD.C...0000:,1045,73,2016SDSSD.C...0000:,0.124
SDSS-II SN 2871,2005,09,14,2007SDSS6.C...0000:,00,37,23.405,-,01,05,12.63,,10,-697,774,752,0.29224,2016SDSSD.C...0000:,1247,87,2016SDSSD.C...0000:,0.057999999999999996
SDSS-II SN 3161,2005,10,01,2007SDSS6.C...0000:,21,14,58.56,+,01,08,12.228,,16,-413,1387,1071,0.409,2011ApJ...738..162S,1747,122,2011ApJ...738..162S,0.304
SDSS-II SN 3172,2005,09,13,2007SDSS6.C...0000:,22,22,40.56,-,00,38,11.2524,,2,-385,2220,2221,0.31697,2016SDSSD.C...0000:,1352,95,2016SDSSD.C...0000:,0.198
SDSS-II SN 3175,2005,09,03,2007SDSS6.C...0000:,02,58,28.152,-,00,58,13.908,,10,-645,1202,1174,0.216,2011ApJ...738..162S,922,65,2011ApJ...738..162S,0.259
SDSS-II SN 3195,2005,09,22,2007SDSS6.C...0000:,00,34,40.422,+,00,14,39.58,,12,-722,731,403,0.3,2011ApJ...738..162S,1280,99,2011ApJ...738..162S,0.054000000000000006
SDSS-II SN 3206,2005,09,09,2007SDSS6.C...0000:,00,54,18.598,+,00,25,05.61,,8,-705,792,745,0.387,2010ApJ...713.1026D,1653,116,2010ApJ...713.1026D,0.071
SDSS-II SN 3225,2005,09,15,2007SDSS6.C...0000:,01,33,31.525,+,00,18,40.7,,8,-346,1127,751,0.3419,2011ApJ...738..162S,1460,102,2011ApJ...738..162S,0.078
SDSS-II SN 3417,2005,09,23,2010ApJ...713.1026D,20,57,06.25,+,00,58,41.7,,5,-760,1393,1393,0.262,2010ApJ...713.1026D,1118,78,2010ApJ...713.1026D,0.223
SDSS-II SN 3421,2005,09,23,2007SDSS6.C...0000:,21,02,56.64,+,00,51,01.728,,25,-760,1400,318,0.263,2011ApJ...738..162S,1122,79,2011ApJ...738..162S,0.23399999999999999
SDSS-II SN 3426,2005,09,21,2013ApJ...763...88C,22,47,35.944,+,00,36,55.89,,12,-407,1113,357,0.23267,2013ApJ...763...88C,991,70,2013ApJ...763...88C,0.25
SDSS-II SN 3475,2005,10,11,2007SDSS6.C...0000:,00,02,05.614,-,00,09,02.3184,,8,-721,721,720,0.30103,2016SDSSD.C...0000:,1284,90,2016SDSSD.C...0000:,0.084
SDSS-II SN 3506,2005,09,22,2010ApJ...713.1026D,22,25,00.176,-,00,58,41.23,,2,-394,2211,2212,0.189,2011ApJ...738..162S,804,56,2011ApJ...738..162S,0.205
SDSS-II SN 3508,2005,09,15,2007SDSS6.C...0000:,01,03,17.71,-,00,10,44.4,,16,-709,773,752,0.4967,2011ApJ...738..162S,2123,149,2011ApJ...738..162S,0.105
SDSS-II SN 3535,2005,09,13,2007SDSS6.C...0000:,02,56,28.13,-,00,08,00.5,,16,-297,1191,52,0.308,2011ApJ...738..162S,1316,92,2011ApJ...738..162S,0.184
SDSS-II SN 3543,2005,09,21,2011ApJ...738..162S,20,47,20.16,+,00,03,12.41,,14,-765,1401,1035,0.191,2011ApJ...738..162S,814,57,2011ApJ...738..162S,0.273
SDSS-II SN 3565,2005,09,22,2007SDSS6.C...0000:,00,10,21.035,+,00,42,33.79,a,22,-702,1104,740,0.2897,2011ApJ...738..162S,1236,87,2011ApJ...738..162S,0.069
SDSS-II SN 3593,2005,09,13,2007SDSS6.C...0000:,01,18,27.987,+,00,43,56.28,,12,-352,1118,441,0.407,2011ApJ...738..162S,1739,122,2011ApJ...738..162S,0.08
SDSS-II SN 3669,2005,09,10,2007SDSS6.C...0000:,23,19,01.92,-,00,50,22.848,,14,-746,1150,1099,0.415,2011ApJ...738..162S,1772,124,2011ApJ...738..162S,0.10300000000000001
SDSS-II SN 3674,2005,09,21,2011ApJ...738..162S,23,59,09.989,+,00,09,46.71,,8,-701,779,397,0.035,2011ApJ...738..162S,145,11,2011ApJ...738..162S,0.08800000000000001
SDSS-II SN 3811,2005,09,14,2007SDSS6.C...0000:,00,54,49.1,+,00,25,46.72,,6,-708,754,741,0.358,2011ApJ...738..162S,1528,107,2011ApJ...738..162S,0.075
SDSS-II SN 3881,2005,09,10,1990MNRAS.243..692M,23,27,31.611,-,00,26,30.4,a,11,-23,1508,1080,0.328,2011ApJ...738..162S,1400,98,2011ApJ...738..162S,0.10800000000000001
SDSS-II SN 3887,2005,09,14,2013ApJ...763...88C,00,43,46.44,+,00,04,27.4,,14,-710,773,724,0.29863,2013ApJ...763...88C,1274,89,2013ApJ...763...88C,0.048
SDSS-II SN 3945,2005,09,14,2007SDSS6.C...0000:,23,04,02.4,-,00,16,59.3,,7,-691,1121,1122,0.26,2010ApJ...713.1026D,1108,78,2010ApJ...713.1026D,0.146
SDSS-II SN 3959,2005,09,25,2007SDSS6.C...0000:,03,00,23.472,+,00,30,43.06,,8,-667,1179,1153,0.1833,2011ApJ...738..162S,782,55,2011ApJ...738..162S,0.261
SDSS-II SN 3983,2005,09,27,2010ApJ...713.1026D,00,29,06.211,-,00,15,23.59,,10,-723,726,726,0.279,2011ApJ...738..162S,1190,83,2011ApJ...738..162S,0.061
SDSS-II SN 4019,2005,09,26,2007SDSS6.C...0000:,00,05,02.863,+,01,08,46.66,,14,-706,772,735,0.18131,2003SDSS1.C...0000:,771,54,2003SDSS1.C...0000:,0.079
SDSS-II SN 4048,2005,09,24,2007SDSS6.C...0000:,00,23,39.6456,+,00,47,00.3624,,65,-750,1486,742,0.43485,2016SDSSD.C...0000:,1857,130,2016SDSSD.C...0000:,0.062
SDSS-II SN 4054,2005,09,14,2007SDSS6.C...0000:,03,20,22.536,+,00,11,43.962,,10,-659,1187,1187,0.363,2011ApJ...738..162S,1552,109,2011ApJ...738..162S,0.242
SDSS-II SN 4129,2005,09,25,2011ApJ...738..162S,00,51,58.817,-,01,13,04.94,,4,-721,755,755,0.441,2011ApJ...738..162S,1884,132,2011ApJ...738..162S,0.136
SDSS-II SN 4181,2005,09,21,2007SDSS6.C...0000:,02,31,16.27,-,01,07,51.6,,8,-694,1141,45,0.289,2010ApJ...713.1026D,1234,87,2010ApJ...713.1026D,0.1
SDSS-II SN 4206,2005,09,24,2007SDSS6.C...0000:,23,38,18.522,-,00,29,11.3,,8,-711,1068,364,0.262,2011ApJ...738..162S,1117,78,2011ApJ...738..162S,0.086
SDSS-II SN 4236,2005,09,24,2007SDSS6.C...0000:,00,07,37.36,-,01,01,06,,12,-747,1100,739,0.3432,2011ApJ...738..162S,1465,103,2011ApJ...738..162S,0.084
SDSS-II SN 4307,2005,09,21,2007SDSS6.C...0000:,01,59,51,+,00,56,58.87,,11,-351,1492,64,0.272,2011ApJ...738..162S,1161,81,2011ApJ...738..162S,0.07200000000000001
SDSS-II SN 4311,2005,09,25,2007SDSS6.C...0000:,02,08,31.43,+,01,01,11.9,,8,-671,1123,1123,0.2953,2011ApJ...738..162S,1261,88,2011ApJ...738..162S,0.079
SDSS-II SN 4557,2005,09,26,2007SDSS6.C...0000:,01,55,10.8,+,00,16,04.3572,,18,-356,1900,1120,0.294,2011ApJ...738..162S,1255,88,2011ApJ...738..162S,0.094
SDSS-II SN 4558,2005,09,13,2007SDSS6.C...0000:,01,59,32.51,+,00,17,24.3,,11,-343,1500,72,0.344,2010ApJ...713.1026D,1469,103,2010ApJ...713.1026D,0.08
