Name,Disc.Y,Disc.M,Disc.D,r_Disc.D,RAh,RAm,RAs,DE-,DEd,DEm,DEs,f_DEs,Obs,tFirst,tLast,tNext,z,r_z,Dist,e_Dist,r_Dist,VExt
SN2006nd,2006,10,28,2004SDSS2.C...0000:,22,44,58.812,-,01,00,23.05,,6,-809,1744,1744,0.12878,2004SDSS2.C...0000:,546,38,2004SDSS2.C...0000:,0.152
SN2006nf,2006,10,17,2007SDSS6.C...0000:,00,01,30.18,+,00,16,31.7,,8,-1092,350,349,0.38669,2016SDSSD.C...0000:,1651,116,2016SDSSD.C...0000:,0.084
SN2006ng,2006,10,21,2006CBET..740A...1B,00,22,07.27,-,00,05,44.3,,61,-1142,1094,349,0.385,2018PASP..130f4002S,1708,120,2006CBET..740A...1B,0.07200000000000001
SN2006ni,2006,10,21,2004SDSS2.C...0000:,20,54,52.515,-,00,11,44.88,,9,-1153,999,683,0.17496,2004SDSS2.C...0000:,745,52,2004SDSS2.C...0000:,0.271
SN2006nj,2006,10,22,2011ApJ...740...92G,01,24,28.23,+,00,04,27.8,,6,-756,347,348,0.39,2011ApJ...740...92G,1666,119,2011ApJ...740...92G,0.09
SN2006nk,2006,10,27,2006CBET..740A...1B,02,56,16.61,-,00,24,38.8,,8,-706,356,357,0.204,2012ApJ...755...61S,854,60,2006CBET..740A...1B,0.18
SN2006nl,2006,10,28,2011ApJ...740...92G,02,01,44.71,-,01,01,56.7,,8,-753,724,725,0.195,2011ApJ...740...92G,831,62,2011ApJ...740...92G,0.085
SN2006nn,2006,10,29,2011ApJ...740...92G,01,45,41.112,-,01,03,16.45,,6,-755,721,722,0.19686,2011ApJ...740...92G,839,59,2011ApJ...740...92G,0.09
SN2006np,2006,11,10,2007SDSS6.C...0000:,03,06,39.576,+,00,03,43.15,,17,-1078,1118,344,0.10733,2001SDSSe.1...0000:,457,33,2001SDSSe.1...0000:,0.228
SN2006nu,2006,10,21,2006CBET..743A...1B,22,43,19,+,00,15,46.5,,15,-38,1751,710,0.197,2012ApJ...755...61S,851,60,2006CBET..743A...1B,0.184
SN2006nv,2006,10,28,2007SDSS6.C...0000:,00,12,29.86,-,00,58,38.2,,8,-42,725,0,0.28589,2016SDSSD.C...0000:,1219,85,2016SDSSD.C...0000:,0.158
SN2006nz,2006,11,08,2009A&A...495..707C,00,56,29.21,-,01,13,36.1,,30,-1130,1081,328,0.0384,2009A&A...495..707C,160,12,2009A&A...495..707C,0.109
SN2006oc,2006,10,17,2011ApJ...740...92G,23,02,48.35,-,00,52,35.1,,15,-1112,722,326,0.2701,2011ApJ...740...92G,1152,81,2011ApJ...740...92G,0.14300000000000002
SN2006od,2006,10,23,2011ApJ...740...92G,02,07,54.31,-,00,32,07.2,,6,-748,730,730,0.2053,2011ApJ...740...92G,875,61,2011ApJ...740...92G,0.08800000000000001
SN2006oe,2006,10,28,2007SDSS6.C...0000:,23,21,26.88,+,01,07,57.6,,11,-25,1068,316,0.33604,2016SDSSD.C...0000:,1434,100,2016SDSSD.C...0000:,0.121
SN2006of,2006,10,29,2011ApJ...740...92G,00,32,25.838,-,01,03,14.04,,10,-2,684,314,0.1531,2011ApJ...740...92G,651,46,2011ApJ...740...92G,0.055999999999999994
SN2006oi,2006,10,31,2006CBET..745A...1B,00,35,53.05,+,00,15,30.3,,12,-1126,327,309,0.2,2008AJ....135..348S,852,60,2006CBET..745A...1B,0.068
SN2006oj,2006,10,31,2007SDSS6.C...0000:,01,08,49.2,-,00,59,22.1,,8,-1120,375,341,0.37576,2016SDSSD.C...0000:,1605,112,2016SDSSD.C...0000:,0.19699999999999998
SN2006ok,2006,11,01,2007SDSS6.C...0000:,01,07,28.34,-,00,16,09.7,,10,-1121,1469,340,0.10137,2016SDSSD.C...0000:,430,30,2016SDSSD.C...0000:,0.096
SN2006ol,2006,11,01,2006CBET..745A...1B,23,28,07.2,+,00,51,22.9,,27,-1163,1089,663,0.1191,2012ApJ...755...61S,509,36,2006CBET..745A...1B,0.099
SN2006oy,2006,10,12,2007SDSS6.C...0000:,20,53,58.3,-,00,21,36.2,,7,-1144,1008,1008,0.201,2012ApJ...755...61S,852,60,2006IAUC.8782A...1M,0.272
SN2006P,2006,01,23,20032MASX.C.......:,03,19,17.9,-,12,06,18.3,,6,-785,318,319,0.01538,2005AJ....130.1037C,64,6,2005AJ....130.1037C,0.17800000000000002
SN2006pa,2006,10,22,2007SDSS6.C...0000:,02,32,24.1,-,00,42,50.7,,12,-1090,745,730,0.242,2012ApJ...755...61S,1067,75,2006IAUC.8782A...1M,0.078
SN2006pb,2006,10,23,2007SDSS6.C...0000:,00,46,43.55,-,01,01,57,,6,-1114,349,336,0.1747,2011ApJ...740...92G,743,52,2011ApJ...740...92G,0.059000000000000004
SN2006pd,2006,11,08,2007SDSS6.C...0000:,23,31,46.08,-,00,40,05.1,,17,-37,1081,656,0.18654,2016SDSSD.C...0000:,794,56,2016SDSSD.C...0000:,0.087
SN2006pe,2006,11,09,2010ApJ...722..566L,00,23,09.21,-,00,03,12.9,,57,-1161,1075,331,0.15973,2018PASP..130f4002S,680,48,2006IAUC.8782A...1M,0.078
SN2006pi,2006,11,09,2006IAUC.8782A...1M,22,03,16.6,-,00,36,24.6,,11,-57,1052,677,0.368,2018PASP..130f4002S,1580,111,2006IAUC.8782A...1M,0.179
SN2006pj,2006,11,09,2007SDSS6.C...0000:,22,37,18.35,+,00,44,17.3,,5,-806,1798,673,0.30773,2018PASP..130f4002S,1322,93,2006IAUC.8782A...1M,0.19399999999999998
SN2006pk,2006,11,09,2007SDSS6.C...0000:,23,04,59.85,-,00,52,24.1,,15,-1135,699,303,0.248,2011A&A...526A..28O,1065,75,2006IAUC.8782A...1M,0.138
SN2006pl,2006,11,11,2006IAUC.8782A...1M,21,54,26.88,+,00,35,18.6,,19,-826,662,259,0.211,2011A&A...526A..28O,852,60,2006IAUC.8782A...1M,0.203
SN2006pm,2006,11,11,1990MNRAS.243..692M,21,54,50.621,+,00,55,59.01,,23,-826,662,259,0.21001,2016SDSSD.C...0000:,894,63,2016SDSSD.C...0000:,0.192
SN2006pn,2006,11,13,2006IAUC.8782A...1M,03,49,02.85,-,00,31,58,,18,-1078,1837,29,0.128,2011A&A...526A..28O,555,39,2006IAUC.8782A...1M,0.557
SN2006pp,2006,11,14,2007SDSS6.C...0000:,00,48,58.47,+,00,28,37,,8,-1136,354,326,0.33921,2018PASP..130f4002S,1451,102,2006IAUC.8782A...1M,0.06
SN2006pq,2006,11,14,2007SDSS6.C...0000:,01,25,06.888,-,01,13,09.8,,14,-1117,703,325,0.19314,2018PASP..130f4002S,852,60,2006IAUC.8782A...1M,0.114
SN2006pr,2006,11,14,2007SDSS6.C...0000:,01,34,14.784,-,00,24,13.23,,8,-771,702,326,0.1265,2011A&A...526A..28O,467,33,2006IAUC.8782A...1M,0.083
SN2006ps,2006,11,14,2006IAUC.8782A...1M,01,43,45.312,-,01,06,42.62,,8,-1125,697,698,0.101,2011A&A...526A..28O,424,30,2006IAUC.8782A...1M,0.076
SN2006pt,2006,11,14,2007SDSS6.C...0000:,02,27,16.1,-,00,23,35.2,,69,-752,700,338,0.29881,2018PASP..130f4002S,1281,90,2006IAUC.8782A...1M,0.079
SN2006pw,2006,11,14,2007SDSS6.C...0000:,22,46,26.96,+,01,09,02.9,,10,-826,693,694,0.3265,2018PASP..130f4002S,1408,99,2006IAUC.8782A...1M,0.23199999999999998
SN2006px,2006,11,14,2015NEDR....1M...1S,23,33,17.1,+,00,57,40,,16,-1127,310,311,0.27726,2016SDSSD.C...0000:,1182,83,2016SDSSD.C...0000:,0.107
SN2006py,2006,11,15,2007SDSS6.C...0000:,22,41,42.04,-,00,08,13.5,,10,-63,1726,685,0.0579,2004SDSS2.C...0000:,243,18,2004SDSS2.C...0000:,0.165
SN2006qa,2006,11,16,2007SDSS6.C...0000:,03,01,09.73,-,00,01,34.5,,8,-1084,762,736,0.4,2008AJ....135..348S,1710,120,2006IAUC.8782A...1M,0.281
SN2006qb,2006,11,16,2007SDSS6.C...0000:,03,28,14.65,-,00,12,03.5,,6,-1087,760,760,0.329,2018PASP..130f4002S,1411,99,2006IAUC.8782A...1M,0.307
SN2006qd,2006,11,16,2007SDSS6.C...0000:,23,08,05.14,-,00,10,33.9,,11,-1178,694,694,0.26672,2018PASP..130f4002S,1151,81,2006IAUC.8782A...1M,0.11599999999999999
SN2006qg,2006,11,18,2007SDSS6.C...0000:,21,54,18.09,+,00,26,49.2,,19,-833,655,252,0.222,2018PASP..130f4002S,980,69,2006IAUC.8782A...1M,0.213
SN2006qh,2006,11,19,2007SDSS6.C...0000:,21,47,53.02,+,00,42,24.6,,6,-1176,666,667,0.1266,2011A&A...526A..28O,509,36,2006IAUC.8782A...1M,0.43
SN2006rd,2006,10,26,2006IAUC.8784A...1G,23,19,14.02,+,04,59,40,,3,-804,315,315,0.055,2013ApJ...770..107C,252,18,2006IAUC.8784A...1G,0.17600000000000002
SN2006ro,2006,11,09,2006IAUC.8784A...1G,03,51,16.85,+,26,50,05.4,,4,-321,34,35,0.1047,2013ApJ...770..107C,469,33,2006IAUC.8784A...1G,0.276
SN2006rz,2006,11,26,2005SDSS4.C...0000:,03,46,06.78,+,00,23,23.1,,4,-1091,741,742,0.03092,2005SDSS4.C...0000:,131,10,2005SDSS4.C...0000:,0.41700000000000004
SN2006sb,2006,11,12,2006IAUC.8784A...1G,02,06,30.31,-,04,05,30.6,,19,-1086,1489,7,0.313,2016ApJS..224....3N,1281,90,2006IAUC.8784A...1G,0.057999999999999996
SN2006sd,2006,11,14,2006IAUC.8784A...1G,01,14,24.155,+,01,02,39.45,,23,-778,1414,312,0.283,2016ApJS..224....3N,424,30,2006IAUC.8784A...1G,0.086
SN2006sk,2006,11,14,2006IAUC.8784A...1G,02,10,33.801,-,04,04,03.86,,18,-1088,1484,5,0.321,2016ApJS..224....3N,1281,90,2006IAUC.8784A...1G,0.061
SN2006sn,2006,11,16,2006IAUC.8784A...1G,02,06,18.25,-,04,51,33.12,,40,-1090,1461,1062,0.415,2016ApJS..224....3N,1709,120,2006IAUC.8784A...1G,0.061
SN2006so,2006,11,18,2006IAUC.8784A...1G,02,33,49.155,-,08,59,15.78,,16,-757,1462,335,0.295,2016ApJS..224....3N,425,30,2006IAUC.8784A...1G,0.083
SN2006sq,2006,11,24,2006IAUC.8784A...1G,02,07,11.629,-,03,57,10.93,,14,-1098,1477,1471,0.222,2016ApJS..224....3N,853,60,2006IAUC.8784A...1G,0.069
SN2006sr,2006,12,12,20032MASX.C.......:,00,03,35.02,+,23,11,46.2,,15,-1155,268,269,0.02414,1998A&AS..130..333T,92,0,2016AJ....152...50T,0.258
SN2006su,2006,12,18,2007SDSS6.C...0000:,12,46,56.88,+,36,32,01.8,,7,-291,71,72,0.04052,2007SDSS6.C...0000:,206,15,1996A&AS..116...43P,0.047
SN2006sw,2006,11,14,2007SDSS6.C...0000:,01,05,00.2,-,00,22,28.7,a,12,-1134,348,327,0.331,2018PASP..130f4002S,1409,99,2006IAUC.8789A...1B,0.106
SN2006sx,2006,11,16,2015NEDR....1M...1S,00,31,48.32,-,00,30,50.2,,8,-15,347,293,0.232,2011A&A...526A..28O,980,69,2006IAUC.8789A...1B,0.054000000000000006
SN2006sy,2006,11,16,2007SDSS6.C...0000:,02,21,05.2,+,00,49,42.2,,12,-1088,733,708,0.2146,2011A&A...526A..28O,896,63,2006IAUC.8789A...1B,0.105
SN2006sz,2006,11,16,2006IAUC.8789A...1B,23,42,52.46,-,00,33,22.9,,10,-62,652,310,0.194,2018PASP..130f4002S,809,57,2006IAUC.8789A...1B,0.087
SN2006ta,2006,11,19,2007SDSS6.C...0000:,03,29,50.42,+,00,17,42.3,,11,-1090,1104,402,0.275,2018PASP..130f4002S,1240,87,2006IAUC.8789A...1B,0.302
SN2006tb,2006,11,19,2006IAUC.8789A...1B,03,45,15.49,-,00,07,42.8,,4,-1084,748,749,0.3,2008AJ....135..348S,1283,90,2006IAUC.8789A...1B,0.444
SN2006tk,2006,12,15,2007IAUC.8807B...1C,01,07,52.642,+,00,27,55.3,,12,-1165,1383,317,0.313,2016ApJS..224....3N,1366,96,2007IAUC.8807B...1C,0.081
SN2006tl,2006,12,15,2007IAUC.8807B...1C,01,09,17.279,-,00,40,27.97,,10,-1165,1425,296,0.2721,2016ApJS..224....3N,1152,81,2007IAUC.8807B...1C,0.092
SN2006tm,2006,12,15,2007SDSS6.C...0000:,01,09,17.296,+,00,09,11.31,,14,-1165,1425,297,0.2156,2016ApJS..224....3N,980,69,2007IAUC.8807B...1C,0.076
SN2006tu,2006,12,19,2007IAUC.8807B...1C,02,29,56.537,-,07,59,50.79,,13,-29,1453,663,0.439,2016ApJS..224....3N,1881,132,2007IAUC.8807B...1C,0.083
SN2006tw,2006,12,21,2007IAUC.8807B...1C,01,08,54.227,+,00,17,56.5,,10,-1171,1377,291,0.3987,2016ApJS..224....3N,1709,120,2007IAUC.8807B...1C,0.073
SN2006ty,2006,12,21,2007SDSS6.C...0000:,01,10,45.362,+,00,34,04.46,,11,-1171,1418,291,0.181,2016ApJS..224....3N,809,57,2007IAUC.8807B...1C,0.07400000000000001
SN2006X,2006,02,04,2006SDSS5.C...0000:,12,22,53.93,+,15,48,32,,9,-663,1526,35,0.00519,2006SDSS5.C...0000:,14,0,2016AJ....152...50T,0.07200000000000001
SN2006Z,2006,02,01,2007SDSS6.C...0000:,13,44,58.07,+,26,18,25.7,,4,-326,464,465,0.12324,2007SDSS6.C...0000:,531,37,2007SDSS6.C...0000:,0.04
SN2007ae,2007,02,19,2016ApJ...819...63R,17,01,51.95,+,79,01,54.6,,4,-716,1726,1726,0.06499,2016ApJ...819...63R,248,0,2016AJ....152...50T,0.12300000000000001
SN2007al,2007,03,10,20032MASX.C.......:,09,59,18.48,-,19,28,25.8,,10,-406,326,326,0.01218,20096dF...C...0000J,57,6,20096dF...C...0000J,0.115
SN2007ao,2007,03,13,2007ApJS..171...61H,14,16,49.74,+,10,48,24.1,,21,-666,417,45,0.0247,2002AJ....123.3018M,109,9,2002AJ....123.3018M,0.07
SN2007ar,2007,03,12,2007SDSS6.C...0000:,13,21,01.93,+,58,33,02.4,,7,-737,379,344,0.05293,1999PASP..111..438F,188,0,2016AJ....152...50T,0.026000000000000002
SN2007ax,2007,03,21,2007SDSS6.C...0000:,08,22,43.26,+,22,33,16.9,,8,-793,338,339,0.00688,2011MNRAS.413..813C,33,5,2011MNRAS.413..813C,0.147
SN2007bj,2007,04,18,1987AJ.....94..501K,16,22,10.59,-,01,30,51.4,,4,-280,84,85,0.01671,2005MNRAS.356.1440D,73,7,2005MNRAS.356.1440D,0.324
SN2007cj,2007,05,03,2010A&A...515A..60O,09,59,55.76,-,29,37,03.3,,4,-443,270,270,0.00825,2004AJ....128...16K,40,5,2004AJ....128...16K,0.226
SN2007cv,2007,06,29,1997ApJS..110....1D,10,37,45.4,-,27,04,57,,4,-501,207,208,0.00756,1993AJ....106.1394B,42,0,2016AJ....152...50T,0.19399999999999998
SN2007cz,2007,04,03,2007CBET..990A...1:,09,55,36.78,+,07,18,15,,8,-399,677,287,0.075,2013ApJ...70..107C,305,22,2007CBET..990A...1:,0.073
SN2007dd,2007,04,04,2007SDSS6.C...0000:,13,52,49.98,+,20,29,49.5,,2,-660,34,34,0.05329,2013ApJ...70..107C,260,19,2007CBET..990A...1:,0.067
SN2007de,2007,04,04,2007SDSS6.C...0000:,14,07,39.89,+,19,28,04.8,a,4,-694,1518,34,0.15329,2013ApJ...70..107C,646,45,2007CBET..990A...1:,0.08800000000000001
SN2007dh,2007,04,18,2007CBET..990A...1:,11,52,36.7,+,12,20,14.4,,2,-48,696,696,0.088,2013ApJ...70..107C,390,28,2007CBET..990A...1:,0.083
SN2007di,2007,04,18,2007SDSS6.C...0000:,16,14,25.92,+,05,09,21.1,,8,-699,414,415,0.13923,2013ApJ...70..107C,558,39,2007CBET..990A...1:,0.19
SN2007dj,2007,04,19,2007CBET..990A...1:,11,10,19.97,-,01,20,20,,9,-383,686,672,0.11,2013ApJ...70..107C,476,34,2007CBET..990A...1:,0.098
SN2007do,2007,04,27,2007SDSS6.C...0000:,10,36,10.18,+,34,32,33.4,,2,-788,1015,1015,0.05135,2006SDSS5.C...0000:,224,16,2006SDSS5.C...0000:,0.049
SN2007dr,2007,04,27,2007CBET..990A...1:,16,41,56,+,15,22,59.1,,6,-718,80,81,0.14,2013ApJ...70..107C,600,42,2007CBET..990A...1:,0.19699999999999998
SN2007ds,2007,04,29,2007CBET..990A...1:,16,14,04.6,+,08,55,20,,6,-288,397,73,0.1295,2018PASP..130f4002S,601,42,2007CBET..990A...1:,0.107
SN2007dx,2007,05,09,2007CBET..990A...1:,12,51,12.75,-,09,01,45.2,,11,-737,357,358,0.125,2013ApJ...70..107C,519,37,2007CBET..990A...1:,0.111
SN2007ev,2007,06,27,2007CBET..991A...1:,22,40,06.18,+,24,41,57.1,,4,-278,24,24,0.04275,2009ApJS..183..214M,178,13,2009ApJS..183..214M,0.134
SN2007fd,2007,06,30,2007SDSS6.C...0000:,14,16,19.03,+,36,13,01.3,,10,-762,9,10,0.06694,2005SDSS4.C...0000:,289,21,2005SDSS4.C...0000:,0.023
SN2007fq,2007,07,14,20032MASX.C.......:,20,34,55.8,-,23,06,15.8,,4,-318,7,7,0.04245,2012ApJS..199...26H,178,13,2012ApJS..199...26H,0.113
SN2007fr,2007,07,14,2007SDSS6.C...0000:,21,37,08.64,+,00,26,13.553,a,16,-341,404,1,0.0509,1999PASP..111..438F,213,16,1999PASP..111..438F,0.16899999999999998
SN2007fs,2007,07,15,20032MASX.C.......:,22,01,40.44,-,21,30,29.6,,6,-1399,67,68,0.01719,1992ApJS...81..413M,69,6,1992ApJS...81..413M,0.092
SN2007fu,2007,07,13,2007CBET.1007A...1:,20,30,28.88,-,13,15,34.9,,5,-1096,8,9,0.055,2013ApJ...70..107C,253,18,2007CBET.1007A...1:,0.122
SN2007gi,2007,07,31,2004SDSS2.C...0000:,12,01,23.42,+,61,53,33.8,,9,-1275,244,244,0.005,2004SDSS2.C...0000:,23,5,2004SDSS2.C...0000:,0.065
SN2007gt,2007,08,16,2016SDSSD.C...0000:,00,16,26.1696,-,00,21,09.5688,,12,-334,439,395,0.05976,2016SDSSD.C...0000:,251,18,2016SDSSD.C...0000:,0.077
SN2007ht,2007,09,02,2007SDSS6.C...0000:,00,34,33.81,-,01,13,03.1,,10,-327,18,6,0.07282,2003SDSS1.C...0000:,307,22,2003SDSS1.C...0000:,0.069
SN2007hx,2007,09,03,2007SDSS6.C...0000:,02,06,27.288,-,00,53,57.57,,8,-1418,411,411,0.0798,2012ApJ...755...61S,372,0,2016AJ....152...50T,0.096
SN2007hy,2007,09,03,2007SDSS6.C...0000:,03,39,42.336,+,01,05,32.28,,4,-1376,457,457,0.18126,2001SDSSe.1...0000:,774,54,2001SDSSe.1...0000:,0.289
SN2007ia,2007,09,04,2001SDSSe.1...0000:,03,43,10.056,+,00,06,08.8956,,12,-267,817,468,0.13099,2004SDSS2.C...0000:,559,39,2004SDSS2.C...0000:,0.24600000000000002
SN2007ic,2007,09,05,2007CBET.1057A...1:,00,05,57.9816,+,01,06,11.124,,14,-1415,63,26,0.14,2018PASP..130f4002S,594,42,2007CBET.1057A...1:,0.086
SN2007ie,2007,09,05,2007SDSS6.C...0000:,22,17,36.69,+,00,36,48,,219,-1465,1444,5,0.09336,2016SDSSD.C...0000:,395,28,2016SDSSD.C...0000:,0.154
SN2007ij,2007,09,04,2007SDSS6.C...0000:,23,57,22.08,+,00,06,21.089,,8,-1414,66,29,0.19611,2016SDSSD.C...0000:,835,59,2016SDSSD.C...0000:,0.10099999999999999
SN2007ik,2007,09,05,2011ApJ...740...92G,22,38,53.76,-,01,10,02.14,,11,-1120,378,379,0.184,2011ApJ...740...92G,783,59,2011ApJ...740...92G,0.132
SN2007im,2007,08,31,20032MASX.C.......:,22,26,11.78,-,12,08,09.7,,3,-1474,1122,1122,0.08247,2013ApJ...70..107C,295,21,2007CBET.1063A...1:,0.138
SN2007ip,2007,09,10,2007CBET.1063A...1:,01,35,08.82,+,36,01,04.8,,6,-1070,1531,1528,0.074,2013ApJ...70..107C,382,27,2007CBET.1063A...1:,0.127
SN2007is,2007,09,14,2007SDSS6.C...0000:,16,47,14.59,+,40,14,36.9,,7,-109,626,273,0.02968,2003SDSS1.C...0000:,127,10,2003SDSS1.C...0000:,0.055999999999999994
SN2007ix,2007,09,03,2011ApJ...740...92G,00,51,30.88,-,00,56,50.6,a,4,-1429,47,47,0.2132,2011ApJ...740...92G,908,64,2011ApJ...740...92G,0.122
SN2007iy,2007,09,03,2007CBET.1076A...1:,20,41,06,-,00,25,19.6356,,35,-1148,1035,323,0.36,2018PASP..130f4002S,1580,111,2007CBET.1076A...1:,0.156
SN2007jb,2007,09,04,2007CBET.1076A...1:,00,26,33.79,+,00,02,31.1,,10,-1077,389,32,0.247,2018PASP..130f4002S,1194,84,2007CBET.1076A...1:,0.065
SN2007je,2007,09,12,2007CBET.1076A...1:,02,11,47.31,-,00,54,44.8,,8,-1072,406,406,0.161,2018PASP..130f4002S,682,48,2007CBET.1076A...1:,0.077
SN2007jg,2007,09,14,2016AJ....152...50T,03,29,50.81,+,00,03,24.6,,6,-277,461,103,0.03707,2016AJ....152...50T,156,12,2016AJ....152...50T,0.29100000000000004
SN2007jh,2007,09,15,2007SDSS6.C...0000:,03,36,01.578,+,01,06,16.88,,4,-1388,444,444,0.0408,2003SDSS1.C...0000:,174,0,2016AJ....152...50T,0.284
SN2007jj,2007,09,03,2007CBET.1079A...1:,01,45,26.73,-,00,01,09.9,,10,-1064,422,34,0.235,2011A&A...526A..28O,1024,72,2007CBET.1079A...1:,0.081
SN2007jk,2007,09,03,2011ApJ...740...92G,02,55,05.4,-,00,08,51.7,,9,-1017,783,46,0.18284,2011ApJ...740...92G,780,55,2011ApJ...740...92G,0.198
SN2007jo,2007,09,03,2007CBET.1079A...1:,23,10,12.58,-,00,55,53.1,,12,-1471,402,5,0.1849,2011A&A...526A..28O,808,57,2007CBET.1079A...1:,0.10099999999999999
SN2007jp,2007,09,03,2007CBET.1079A...1:,23,44,41.28,-,00,01,48.27,,14,-353,361,19,0.1783,2011A&A...526A..28O,766,54,2007CBET.1079A...1:,0.092
SN2007jq,2007,09,04,2007SDSS6.C...0000:,00,11,58.61,+,00,59,53.4,,14,-353,391,29,0.156,2011A&A...526A..28O,680,48,2007CBET.1079A...1:,0.071
SN2007jr,2007,09,04,2007CBET.1079A...1:,02,22,57.28,+,01,01,32.7,,10,-1380,441,416,0.08896,2018PASP..130f4002S,382,27,2007CBET.1079A...1:,0.096
SN2007jt,2007,09,12,2007SDSS6.C...0000:,02,28,32.76,-,01,02,34.12,,6,-675,397,397,0.14478,2011ApJ...740...92G,617,43,2011ApJ...740...92G,0.09699999999999999
SN2007ju,2007,09,14,2007SDSS6.C...0000:,00,11,50.465,-,00,20,21.67,,10,-363,404,366,0.0636,2011ApJ...740...92G,267,19,2011ApJ...740...92G,0.087
SN2007jw,2007,09,14,2016SDSSD.C...0000:,02,02,32.74,-,01,05,21,,8,-1074,403,404,0.13738,2016SDSSD.C...0000:,585,41,2016SDSSD.C...0000:,0.077
SN2007jz,2007,09,05,2011ApJ...740...92G,01,23,56.01,+,01,15,18,,14,-1074,394,28,0.2323,2011ApJ...740...92G,990,70,2011ApJ...740...92G,0.079
SN2007kb,2007,09,13,2011ApJ...740...92G,20,52,24.72,+,00,16,38.9,,12,-1487,355,355,0.1445,2011ApJ...740...92G,615,43,2011ApJ...740...92G,0.278
SN2007kd,2007,09,23,2007SDSS6.C...0000:,09,25,58.01,+,34,37,59.3,,9,-1332,903,503,0.02418,1999ApJ...518...69M,107,9,1999ApJ...518...69M,0.06
SN2007kp,2007,09,13,2015NEDR....1M...1S,22,09,29.59,+,00,44,16.4,,57,-1132,1074,342,0.2862,2011ApJ...740...92G,1221,86,2011ApJ...740...92G,0.129
SN2007kq,2007,09,14,2007SDSS6.C...0000:,00,19,43.97,-,00,24,00.35,,18,-1087,381,21,0.1565,2012ApJ...755...61S,680,48,2007CBET.1098A...1B,0.081
SN2007kr,2007,09,14,2007SDSS6.C...0000:,00,25,27.59,-,00,50,21.6,,12,-1440,46,22,0.282,2011ApJ...740...92G,1203,87,2011ApJ...740...92G,0.059000000000000004
SN2007ku,2007,09,16,2007SDSS6.C...0000:,01,33,28.3,+,00,31,28.6,,16,-1077,409,9,0.3716,2011ApJ...740...92G,1587,111,2011ApJ...740...92G,0.069
SN2007kx,2007,09,22,2007SDSS6.C...0000:,00,13,42.874,+,00,39,08.38,,14,-371,403,358,0.1546,2011ApJ...740...92G,657,46,2011ApJ...740...92G,0.076
SN2007la,2007,09,30,2007SDSS6.C...0000:,22,29,54.72,+,01,03,30.49,,2,-1131,1473,1473,0.1307,2011ApJ...740...92G,555,39,2011ApJ...740...92G,0.204
SN2007lc,2007,10,06,2007SDSS6.C...0000:,00,49,09.13,+,00,35,47.8,,8,-1462,28,0,0.11503,2003SDSS1.C...0000:,488,34,2003SDSS1.C...0000:,0.07200000000000001
SN2007le,2007,10,13,20032MASX.C.......:,23,38,48.45,-,06,31,21.7,,10,-1457,328,329,0.00672,2004AJ....128...16K,20,0,2016AJ....152...50T,0.092
SN2007lf,2007,09,03,2007SDSS6.C...0000:,00,16,45.46,+,01,12,03.2,,14,-352,54,31,0.0441,2011A&A...526A..28O,166,12,2007CBET.1102A...1B,0.076
SN2007lg,2007,09,22,2007SDSS6.C...0000:,00,46,03.93,-,00,00,38.9,,8,-1448,9,2,0.1104,2011ApJ...740...92G,468,33,2011ApJ...740...92G,0.048
SN2007lh,2007,09,22,2015NEDR....1M...1S,01,08,52.02,+,01,11,52.4,,18,-1446,1102,2,0.198,2011A&A...526A..28O,852,60,2007CBET.1102A...1B,0.065
SN2007li,2007,09,22,2007SDSS6.C...0000:,01,13,04.02,-,00,32,24,,20,-1446,1102,11,0.1198,2012ApJ...755...61S,509,36,2010ApJ...713.1026D,0.07400000000000001
SN2007lk,2007,10,03,2007SDSS6.C...0000:,01,57,50.15,-,00,23,53.5,,8,-1093,383,384,0.2188,2012ApJ...755...61S,938,66,2007CBET.1102A...1B,0.068
SN2007lm,2007,10,03,1990MNRAS.243..692M,03,13,40.44,+,00,37,47.9,,9,-1408,446,58,0.213,2011A&A...526A..28O,897,63,2007CBET.1102A...1B,0.252
SN2007lo,2007,10,03,2007SDSS6.C...0000:,22,35,56.16,+,00,36,32.79,,2,-1134,1470,1470,0.1384,2011ApJ...740...92G,588,41,2011ApJ...740...92G,0.205
SN2007lp,2007,10,03,2007SDSS6.C...0000:,22,43,41.04,+,00,25,13.84,,9,-385,727,364,0.1761,2011ApJ...740...92G,749,53,2011ApJ...740...92G,0.192
SN2007lt,2007,10,06,2007SDSS6.C...0000:,21,53,47.28,+,00,00,54.1,,12,-409,334,319,0.113,2011ApJ...740...92G,479,40,2011ApJ...740...92G,0.252
SN2007ly,2007,10,08,2011ApJ...740...92G,00,22,53.37,+,00,46,33.5,,28,-1494,742,742,0.0713,2011ApJ...740...92G,300,22,2011ApJ...740...92G,0.062
SN2007ma,2007,10,08,2016SDSSD.C...0000:,00,44,53.77,-,00,59,48.9,,10,-29,13,12,0.10777,2016SDSSD.C...0000:,457,32,2016SDSSD.C...0000:,0.054000000000000006
SN2007mc,2007,10,08,2007SDSS6.C...0000:,01,07,25.7,+,01,02,37.4,,21,-1462,1086,20,0.157,2012ApJ...755...61S,638,45,2007CBET.1102A...1B,0.071
