,file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
3782,SDSS-II_SN_10506-FUV.fits.gz,SDSS-II SN 10506,FUV,12.0266,0.50018,4,2003-10-04,2007-11-03,2005-10-26,1,3,-752.0,739.0,710.0
3783,SDSS-II_SN_10506-NUV.fits.gz,SDSS-II SN 10506,NUV,12.0266,0.50018,4,2003-10-04,2007-11-03,2005-10-26,1,3,-752.0,739.0,710.0
3784,SDSS-II_SN_10524-FUV.fits.gz,SDSS-II SN 10524,FUV,55.9831,0.5846530000000001,2,2003-11-30,2008-12-05,2005-11-02,1,1,-703.0,1129.0,1129.0
3785,SDSS-II_SN_10524-NUV.fits.gz,SDSS-II SN 10524,NUV,55.9831,0.5846530000000001,2,2003-11-30,2008-12-05,2005-11-02,1,1,-703.0,1129.0,1129.0
3786,SDSS-II_SN_10559-FUV.fits.gz,SDSS-II SN 10559,FUV,354.1165333333333,-1.226536111111111,5,2003-10-13,2007-09-19,2005-11-02,2,3,-750.0,687.0,325.0
3787,SDSS-II_SN_10559-NUV.fits.gz,SDSS-II SN 10559,NUV,354.1165333333333,-1.226536111111111,5,2003-10-13,2007-09-19,2005-11-02,2,3,-750.0,687.0,325.0
3788,SDSS-II_SN_10620-FUV.fits.gz,SDSS-II SN 10620,FUV,357.488,-0.420399,6,2003-10-18,2008-08-27,2005-10-25,1,5,-737.0,1038.0,339.0
3789,SDSS-II_SN_10620-NUV.fits.gz,SDSS-II SN 10620,NUV,357.488,-0.420399,6,2003-10-18,2008-08-27,2005-10-25,1,5,-737.0,1038.0,339.0
3792,SDSS-II_SN_10843-FUV.fits.gz,SDSS-II SN 10843,FUV,53.4525,0.09927222222222222,3,2003-11-26,2008-12-02,2005-11-10,1,2,-714.0,1118.0,776.0
3793,SDSS-II_SN_10843-NUV.fits.gz,SDSS-II SN 10843,NUV,53.4525,0.09927222222222222,3,2003-11-26,2008-12-02,2005-11-10,1,2,-714.0,1118.0,776.0
3795,SDSS-II_SN_11026-FUV.fits.gz,SDSS-II SN 11026,FUV,325.807,0.8910911111111111,4,2003-08-30,2008-09-08,2005-10-21,2,2,-782.0,1054.0,1053.0
3796,SDSS-II_SN_11026-NUV.fits.gz,SDSS-II SN 11026,NUV,325.807,0.8910911111111111,4,2003-08-30,2008-09-08,2005-10-21,2,2,-782.0,1054.0,1053.0
3799,SDSS-II_SN_11098-FUV.fits.gz,SDSS-II SN 11098,FUV,309.637,1.20869,7,2004-08-11,2008-08-17,2005-11-19,2,5,-465.0,1003.0,257.0
3800,SDSS-II_SN_11098-NUV.fits.gz,SDSS-II SN 11098,NUV,309.637,1.20869,14,2004-07-11,2010-07-04,2005-11-19,4,10,-495.0,1689.0,257.0
3803,SDSS-II_SN_11156-FUV.fits.gz,SDSS-II SN 11156,FUV,24.0938,-0.871648,4,2004-10-03,2008-10-16,2005-11-12,2,2,-405.0,1070.0,693.0
3804,SDSS-II_SN_11156-NUV.fits.gz,SDSS-II SN 11156,NUV,24.0938,-0.871648,4,2004-10-03,2008-10-16,2005-11-12,2,2,-405.0,1070.0,693.0
3805,SDSS-II_SN_11181-FUV.fits.gz,SDSS-II SN 11181,FUV,357.0215958333333,-0.1432611111111111,3,2003-10-18,2008-08-27,2005-11-19,1,2,-762.0,1013.0,314.0
3806,SDSS-II_SN_11181-NUV.fits.gz,SDSS-II SN 11181,NUV,357.0215958333333,-0.1432611111111111,3,2003-10-18,2008-08-27,2005-11-19,1,2,-762.0,1013.0,314.0
3809,SDSS-II_SN_11305-FUV.fits.gz,SDSS-II SN 11305,FUV,29.5194,-0.571295,4,2004-10-04,2008-10-20,2005-11-12,2,2,-403.0,1074.0,1074.0
3810,SDSS-II_SN_11305-NUV.fits.gz,SDSS-II SN 11305,NUV,29.5194,-0.571295,4,2004-10-04,2008-10-20,2005-11-12,2,2,-403.0,1074.0,1074.0
3817,SDSS-II_SN_11317-FUV.fits.gz,SDSS-II SN 11317,FUV,56.5072,0.5621111111111111,4,2003-11-30,2008-12-13,2005-11-10,1,3,-711.0,1129.0,1123.0
3818,SDSS-II_SN_11317-NUV.fits.gz,SDSS-II SN 11317,NUV,56.5072,0.5621111111111111,4,2003-11-30,2008-12-13,2005-11-10,1,3,-711.0,1129.0,1123.0
3819,SDSS-II_SN_11370-FUV.fits.gz,SDSS-II SN 11370,FUV,11.4671,-0.713965,6,2003-10-04,2007-10-07,2005-11-02,1,5,-759.0,705.0,691.0
3820,SDSS-II_SN_11370-NUV.fits.gz,SDSS-II SN 11370,NUV,11.4671,-0.713965,6,2003-10-04,2007-10-07,2005-11-02,1,5,-759.0,705.0,691.0
3823,SDSS-II_SN_11518-FUV.fits.gz,SDSS-II SN 11518,FUV,8.40988,0.5384469444444444,6,2003-09-30,2007-09-23,2005-11-23,1,5,-784.0,669.0,341.0
3824,SDSS-II_SN_11518-NUV.fits.gz,SDSS-II SN 11518,NUV,8.40988,0.5384469444444444,6,2003-09-30,2007-09-23,2005-11-23,1,5,-784.0,669.0,341.0
3825,SDSS-II_SN_11523-FUV.fits.gz,SDSS-II SN 11523,FUV,9.48137,0.601626,6,2004-10-29,2008-09-11,2005-11-07,2,4,-373.0,1040.0,670.0
3826,SDSS-II_SN_11523-NUV.fits.gz,SDSS-II SN 11523,NUV,9.48137,0.601626,6,2004-10-29,2008-09-11,2005-11-07,2,4,-373.0,1040.0,670.0
3829,SDSS-II_SN_1158-FUV.fits.gz,SDSS-II SN 1158,FUV,17.2754,-0.352185,3,2003-10-06,2007-11-10,2005-09-09,1,2,-703.0,792.0,758.0
3830,SDSS-II_SN_1158-NUV.fits.gz,SDSS-II SN 1158,NUV,17.2754,-0.352185,7,2003-10-06,2010-11-09,2005-09-09,1,6,-703.0,1888.0,758.0
3831,SDSS-II_SN_1166-FUV.fits.gz,SDSS-II SN 1166,FUV,9.355625,0.9732777777777778,8,2003-09-30,2008-09-11,2005-09-09,3,5,-709.0,1099.0,753.0
3832,SDSS-II_SN_1166-NUV.fits.gz,SDSS-II SN 1166,NUV,9.355625,0.9732777777777778,8,2003-09-30,2008-09-11,2005-09-09,3,5,-709.0,1099.0,753.0
3835,SDSS-II_SN_11771-FUV.fits.gz,SDSS-II SN 11771,FUV,15.230625,-0.5259805555555555,5,2003-10-06,2007-10-28,2005-11-19,1,4,-774.0,708.0,687.0
3836,SDSS-II_SN_11771-NUV.fits.gz,SDSS-II SN 11771,NUV,15.230625,-0.5259805555555555,5,2003-10-06,2007-10-28,2005-11-19,1,4,-774.0,708.0,687.0
3837,SDSS-II_SN_11858-FUV.fits.gz,SDSS-II SN 11858,FUV,1.05165,0.3594805555555555,8,2003-10-20,2007-11-07,2005-11-19,1,7,-760.0,719.0,681.0
3838,SDSS-II_SN_11858-NUV.fits.gz,SDSS-II SN 11858,NUV,1.05165,0.3594805555555555,8,2003-10-20,2007-11-07,2005-11-19,1,7,-760.0,719.0,681.0
3839,SDSS-II_SN_12076-FUV.fits.gz,SDSS-II SN 12076,FUV,30.1323,-0.953866,4,2004-10-04,2008-10-21,2005-11-19,2,2,-410.0,1067.0,1067.0
3840,SDSS-II_SN_12076-NUV.fits.gz,SDSS-II SN 12076,NUV,30.1323,-0.953866,4,2004-10-04,2008-10-21,2005-11-19,2,2,-410.0,1067.0,1067.0
3845,SDSS-II_SN_12199-FUV.fits.gz,SDSS-II SN 12199,FUV,349.1651083333333,-1.158225,4,2003-08-24,2008-10-08,2005-11-23,2,2,-822.0,1051.0,308.0
3846,SDSS-II_SN_12199-NUV.fits.gz,SDSS-II SN 12199,NUV,349.1651083333333,-1.158225,4,2003-08-24,2008-10-08,2005-11-23,2,2,-822.0,1051.0,308.0
3847,SDSS-II_SN_12213-FUV.fits.gz,SDSS-II SN 12213,FUV,345.5840833333334,-0.646361111111111,7,2003-09-30,2008-10-08,2005-11-07,4,3,-769.0,1067.0,340.0
3848,SDSS-II_SN_12213-NUV.fits.gz,SDSS-II SN 12213,NUV,345.5840833333334,-0.646361111111111,8,2003-09-30,2008-10-08,2005-11-07,5,3,-769.0,1067.0,340.0
3855,SDSS-II_SN_12804-FUV.fits.gz,SDSS-II SN 12804,FUV,18.2017,1.040169444444444,8,2004-09-26,2008-10-28,2006-08-28,1,7,-701.0,792.0,65.0
3856,SDSS-II_SN_12804-NUV.fits.gz,SDSS-II SN 12804,NUV,18.2017,1.040169444444444,13,2004-09-26,2010-09-28,2006-08-28,1,12,-701.0,1492.0,65.0
3857,SDSS-II_SN_1282-FUV.fits.gz,SDSS-II SN 1282,FUV,319.966,0.511335,4,2004-08-13,2008-09-15,2005-09-12,3,1,-395.0,1100.0,1100.0
3858,SDSS-II_SN_1282-NUV.fits.gz,SDSS-II SN 1282,NUV,319.966,0.511335,5,2004-08-13,2008-09-15,2005-09-12,3,2,-395.0,1100.0,1.0
3861,SDSS-II_SN_12852-NUV.fits.gz,SDSS-II SN 12852,NUV,314.2530416666667,0.6891388888888889,7,2003-08-24,2009-07-17,2006-08-27,6,1,-1099.0,1055.0,1055.0
3862,SDSS-II_SN_12875-FUV.fits.gz,SDSS-II SN 12875,FUV,357.127,-0.062183,8,2003-10-18,2008-09-04,2006-08-27,1,7,-1043.0,740.0,19.0
3863,SDSS-II_SN_12875-NUV.fits.gz,SDSS-II SN 12875,NUV,357.127,-0.062183,8,2003-10-18,2008-09-04,2006-08-27,1,7,-1043.0,740.0,19.0
3864,SDSS-II_SN_12879-FUV.fits.gz,SDSS-II SN 12879,FUV,7.449195833333333,-0.1619694444444444,5,2003-10-04,2007-09-23,2006-08-27,2,3,-1058.0,393.0,392.0
3865,SDSS-II_SN_12879-NUV.fits.gz,SDSS-II SN 12879,NUV,7.449195833333333,-0.1619694444444444,5,2003-10-04,2007-09-23,2006-08-27,2,3,-1058.0,393.0,392.0
3866,SDSS-II_SN_12924-FUV.fits.gz,SDSS-II SN 12924,FUV,17.1907,0.733487,4,2003-10-06,2008-09-30,2006-09-11,2,2,-1070.0,751.0,378.0
3867,SDSS-II_SN_12924-NUV.fits.gz,SDSS-II SN 12924,NUV,17.1907,0.733487,8,2003-10-06,2010-09-28,2006-09-11,2,6,-1070.0,1479.0,378.0
3868,SDSS-II_SN_12936-FUV.fits.gz,SDSS-II SN 12936,FUV,32.04545833333334,-1.0515,4,2003-10-15,2008-10-18,2006-08-28,3,1,-1047.0,782.0,782.0
3869,SDSS-II_SN_12936-NUV.fits.gz,SDSS-II SN 12936,NUV,32.04545833333334,-1.0515,4,2003-10-15,2008-10-18,2006-08-28,3,1,-1047.0,782.0,782.0
3873,SDSS-II_SN_12941-FUV.fits.gz,SDSS-II SN 12941,FUV,356.78,-0.5991730000000001,3,2003-10-18,2008-08-27,2006-08-27,1,2,-1043.0,732.0,33.0
3874,SDSS-II_SN_12941-NUV.fits.gz,SDSS-II SN 12941,NUV,356.78,-0.5991730000000001,3,2003-10-18,2008-08-27,2006-08-27,1,2,-1043.0,732.0,33.0
3875,SDSS-II_SN_12947-NUV.fits.gz,SDSS-II SN 12947,NUV,305.3382083333333,-0.5921666666666667,2,2006-09-02,2007-07-22,2006-09-11,1,1,-9.0,315.0,315.0
3876,SDSS-II_SN_12974-FUV.fits.gz,SDSS-II SN 12974,FUV,21.6418,-0.228336,7,2004-09-25,2008-09-25,2006-08-28,2,5,-702.0,759.0,403.0
3877,SDSS-II_SN_12974-NUV.fits.gz,SDSS-II SN 12974,NUV,21.6418,-0.228336,7,2004-09-25,2008-09-25,2006-08-28,2,5,-702.0,759.0,403.0
3878,SDSS-II_SN_12978-FUV.fits.gz,SDSS-II SN 12978,FUV,7.1671625,0.1479222222222222,4,2004-09-21,2008-09-27,2006-08-28,1,3,-706.0,762.0,404.0
3879,SDSS-II_SN_12978-NUV.fits.gz,SDSS-II SN 12978,NUV,7.1671625,0.1479222222222222,4,2004-09-21,2008-09-27,2006-08-28,1,3,-706.0,762.0,404.0
3880,SDSS-II_SN_13009-FUV.fits.gz,SDSS-II SN 13009,FUV,11.4752,0.5246430555555555,4,2003-10-04,2007-11-03,2006-08-28,1,3,-1058.0,433.0,404.0
3881,SDSS-II_SN_13009-NUV.fits.gz,SDSS-II SN 13009,NUV,11.4752,0.5246430555555555,4,2003-10-04,2007-11-03,2006-08-28,1,3,-1058.0,433.0,404.0
3884,SDSS-II_SN_1302-FUV.fits.gz,SDSS-II SN 1302,FUV,53.6548,0.8919030555555555,2,2003-11-26,2008-12-02,2005-09-09,1,1,-652.0,1180.0,1180.0
3885,SDSS-II_SN_1302-NUV.fits.gz,SDSS-II SN 1302,NUV,53.6548,0.8919030555555555,2,2003-11-26,2008-12-02,2005-09-09,1,1,-652.0,1180.0,1180.0
3887,SDSS-II_SN_13066-FUV.fits.gz,SDSS-II SN 13066,FUV,346.13,-1.25141,7,2003-09-30,2008-10-08,2006-08-28,4,3,-1063.0,773.0,46.0
3888,SDSS-II_SN_13066-NUV.fits.gz,SDSS-II SN 13066,NUV,346.13,-1.25141,8,2003-09-30,2008-10-08,2006-08-28,5,3,-1063.0,773.0,46.0
3889,SDSS-II_SN_13076-FUV.fits.gz,SDSS-II SN 13076,FUV,343.392,0.1880694444444444,6,2004-08-11,2008-10-08,2006-08-28,3,3,-746.0,773.0,16.0
3890,SDSS-II_SN_13076-NUV.fits.gz,SDSS-II SN 13076,NUV,343.392,0.1880694444444444,8,2004-08-11,2008-10-08,2006-08-28,5,3,-746.0,773.0,16.0
3891,SDSS-II_SN_13079-FUV.fits.gz,SDSS-II SN 13079,FUV,1.29027,0.167787,5,2003-10-20,2007-11-07,2006-08-28,1,4,-1042.0,437.0,400.0
3892,SDSS-II_SN_13079-NUV.fits.gz,SDSS-II SN 13079,NUV,1.29027,0.167787,5,2003-10-20,2007-11-07,2006-08-28,1,4,-1042.0,437.0,400.0
3893,SDSS-II_SN_13096-FUV.fits.gz,SDSS-II SN 13096,FUV,358.37,-1.20225,6,2003-10-18,2007-11-11,2006-09-15,1,5,-1062.0,422.0,37.0
3894,SDSS-II_SN_13096-NUV.fits.gz,SDSS-II SN 13096,NUV,358.37,-1.20225,6,2003-10-18,2007-11-11,2006-09-15,1,5,-1062.0,422.0,37.0
3895,SDSS-II_SN_13101-FUV.fits.gz,SDSS-II SN 13101,FUV,1.60225,-1.231833333333334,3,2003-09-07,2007-11-07,2006-09-12,2,1,-1101.0,422.0,422.0
3896,SDSS-II_SN_13101-NUV.fits.gz,SDSS-II SN 13101,NUV,1.60225,-1.231833333333334,3,2003-09-07,2007-11-07,2006-09-12,2,1,-1101.0,422.0,422.0
3897,SDSS-II_SN_13108-FUV.fits.gz,SDSS-II SN 13108,FUV,9.8707875,-1.200322222222222,5,2003-10-17,2007-10-28,2006-09-16,1,4,-1064.0,408.0,385.0
3898,SDSS-II_SN_13108-NUV.fits.gz,SDSS-II SN 13108,NUV,9.8707875,-1.200322222222222,5,2003-10-17,2007-10-28,2006-09-16,1,4,-1064.0,408.0,385.0
3901,SDSS-II_SN_13147-FUV.fits.gz,SDSS-II SN 13147,FUV,358.1937083333333,0.08941666666666666,4,2003-10-20,2008-09-04,2006-08-28,1,3,-1042.0,739.0,56.0
3902,SDSS-II_SN_13147-NUV.fits.gz,SDSS-II SN 13147,NUV,358.1937083333333,0.08941666666666666,4,2003-10-20,2008-09-04,2006-08-28,1,3,-1042.0,739.0,56.0
3905,SDSS-II_SN_13168-FUV.fits.gz,SDSS-II SN 13168,FUV,1.6016,0.6214444444444445,5,2003-10-20,2007-11-07,2006-09-12,1,4,-1057.0,422.0,385.0
3906,SDSS-II_SN_13168-NUV.fits.gz,SDSS-II SN 13168,NUV,1.6016,0.6214444444444445,5,2003-10-20,2007-11-07,2006-09-12,1,4,-1057.0,422.0,385.0
3907,SDSS-II_SN_13177-FUV.fits.gz,SDSS-II SN 13177,FUV,21.6073,0.5647038888888889,3,2004-09-25,2007-10-02,2006-09-12,2,1,-717.0,386.0,386.0
3908,SDSS-II_SN_13177-NUV.fits.gz,SDSS-II SN 13177,NUV,21.6073,0.5647038888888889,3,2004-09-25,2007-10-02,2006-09-12,2,1,-717.0,386.0,386.0
3909,SDSS-II_SN_13302-FUV.fits.gz,SDSS-II SN 13302,FUV,328.7,-0.501488,6,2006-08-22,2008-09-04,2006-09-11,1,5,-19.0,724.0,1.0
3910,SDSS-II_SN_13302-NUV.fits.gz,SDSS-II SN 13302,NUV,328.7,-0.501488,6,2006-08-22,2008-09-04,2006-09-11,1,5,-19.0,724.0,1.0
3911,SDSS-II_SN_13303-FUV.fits.gz,SDSS-II SN 13303,FUV,329.798,-0.436077,7,2006-08-22,2008-08-22,2006-09-11,1,6,-19.0,711.0,1.0
3912,SDSS-II_SN_13303-NUV.fits.gz,SDSS-II SN 13303,NUV,329.798,-0.436077,7,2006-08-22,2008-08-22,2006-09-11,1,6,-19.0,711.0,1.0
3913,SDSS-II_SN_13323-FUV.fits.gz,SDSS-II SN 13323,FUV,323.0512666666667,-0.1346388888888889,189,2003-08-20,2008-09-15,2006-09-11,58,131,-1118.0,735.0,318.0
3914,SDSS-II_SN_13323-NUV.fits.gz,SDSS-II SN 13323,NUV,323.0512666666667,-0.1346388888888889,383,2003-08-20,2011-08-25,2006-09-11,176,207,-1118.0,1809.0,318.0
3917,SDSS-II_SN_13333-FUV.fits.gz,SDSS-II SN 13333,FUV,318.649,0.2781830555555556,4,2004-08-13,2008-09-15,2006-09-11,3,1,-759.0,736.0,736.0
3918,SDSS-II_SN_13333-NUV.fits.gz,SDSS-II SN 13333,NUV,318.649,0.2781830555555556,6,2004-08-13,2009-07-12,2006-09-11,3,3,-759.0,1036.0,736.0
3921,SDSS-II_SN_13336-FUV.fits.gz,SDSS-II SN 13336,FUV,322.476,0.2207830555555556,201,2003-08-20,2008-09-02,2006-09-11,69,132,-1118.0,722.0,317.0
3922,SDSS-II_SN_13336-NUV.fits.gz,SDSS-II SN 13336,NUV,322.476,0.2207830555555556,409,2003-08-20,2010-09-17,2006-09-11,172,237,-1118.0,1468.0,317.0
3923,SDSS-II_SN_13339-FUV.fits.gz,SDSS-II SN 13339,FUV,326.087,0.3048011111111111,3,2003-08-30,2008-09-08,2006-09-11,2,1,-1107.0,728.0,728.0
3924,SDSS-II_SN_13339-NUV.fits.gz,SDSS-II SN 13339,NUV,326.087,0.3048011111111111,3,2003-08-30,2008-09-08,2006-09-11,2,1,-1107.0,728.0,728.0
3926,SDSS-II_SN_13378-FUV.fits.gz,SDSS-II SN 13378,FUV,36.5426,1.14644,4,2003-11-23,2008-10-23,2006-09-11,2,2,-1022.0,773.0,773.0
3927,SDSS-II_SN_13378-NUV.fits.gz,SDSS-II SN 13378,NUV,36.5426,1.14644,4,2003-11-23,2008-10-23,2006-09-11,2,2,-1022.0,773.0,773.0
3930,SDSS-II_SN_13393-FUV.fits.gz,SDSS-II SN 13393,FUV,343.238,0.6175,6,2004-08-11,2008-10-08,2006-09-15,4,2,-764.0,755.0,23.0
3931,SDSS-II_SN_13393-NUV.fits.gz,SDSS-II SN 13393,NUV,343.238,0.6175,8,2004-08-11,2008-10-08,2006-09-15,6,2,-764.0,755.0,23.0
3932,SDSS-II_SN_13411-FUV.fits.gz,SDSS-II SN 13411,FUV,315.19,0.1917138888888889,6,2003-08-24,2008-09-08,2006-08-28,3,3,-1100.0,742.0,736.0
3933,SDSS-II_SN_13411-NUV.fits.gz,SDSS-II SN 13411,NUV,315.19,0.1917138888888889,8,2003-08-24,2009-07-17,2006-08-28,4,4,-1100.0,1054.0,736.0
3934,SDSS-II_SN_1342-FUV.fits.gz,SDSS-II SN 1342,FUV,346.5275208333333,0.1170111111111111,3,2003-10-23,2008-10-09,2005-09-09,2,1,-686.0,1127.0,1127.0
3935,SDSS-II_SN_1342-NUV.fits.gz,SDSS-II SN 1342,NUV,346.5275208333333,0.1170111111111111,4,2003-10-23,2008-10-09,2005-09-09,3,1,-686.0,1127.0,1127.0
3939,SDSS-II_SN_13452-FUV.fits.gz,SDSS-II SN 13452,FUV,1.920808333333333,-0.3512611111111111,6,2003-10-20,2008-09-28,2006-09-15,1,5,-1060.0,744.0,382.0
3940,SDSS-II_SN_13452-NUV.fits.gz,SDSS-II SN 13452,NUV,1.920808333333333,-0.3512611111111111,6,2003-10-20,2008-09-28,2006-09-15,1,5,-1060.0,744.0,382.0
3941,SDSS-II_SN_13458-FUV.fits.gz,SDSS-II SN 13458,FUV,16.463325,-0.2504694444444445,7,2003-10-06,2007-10-28,2006-09-16,1,6,-1075.0,407.0,386.0
3942,SDSS-II_SN_13458-NUV.fits.gz,SDSS-II SN 13458,NUV,16.463325,-0.2504694444444445,7,2003-10-06,2007-10-28,2006-09-16,1,6,-1075.0,407.0,386.0
3945,SDSS-II_SN_13465-FUV.fits.gz,SDSS-II SN 13465,FUV,348.883,0.01616666666666667,8,2003-08-24,2008-10-09,2006-09-15,3,5,-1117.0,756.0,18.0
3946,SDSS-II_SN_13465-NUV.fits.gz,SDSS-II SN 13465,NUV,348.883,0.01616666666666667,10,2003-08-24,2009-09-25,2006-09-15,3,7,-1117.0,1107.0,18.0
3947,SDSS-II_SN_13476-FUV.fits.gz,SDSS-II SN 13476,FUV,356.0167,-0.7909555555555555,5,2006-09-14,2008-08-29,2006-09-15,1,4,-0.0,714.0,12.0
3948,SDSS-II_SN_13476-NUV.fits.gz,SDSS-II SN 13476,NUV,356.0167,-0.7909555555555555,5,2006-09-14,2008-08-29,2006-09-15,1,4,-0.0,714.0,12.0
3951,SDSS-II_SN_13479-FUV.fits.gz,SDSS-II SN 13479,FUV,36.4721,-0.371545,6,2004-10-24,2008-10-14,2006-09-16,2,4,-691.0,759.0,397.0
3952,SDSS-II_SN_13479-NUV.fits.gz,SDSS-II SN 13479,NUV,36.4721,-0.371545,7,2004-10-24,2008-10-14,2006-09-16,3,4,-691.0,759.0,397.0
3953,SDSS-II_SN_13492-FUV.fits.gz,SDSS-II SN 13492,FUV,50.9096,0.2102169444444444,3,2003-11-24,2008-12-14,2006-09-11,1,2,-1021.0,825.0,825.0
3954,SDSS-II_SN_13492-NUV.fits.gz,SDSS-II SN 13492,NUV,50.9096,0.2102169444444444,3,2003-11-24,2008-12-14,2006-09-11,1,2,-1021.0,825.0,825.0
3955,SDSS-II_SN_13494-FUV.fits.gz,SDSS-II SN 13494,FUV,53.3292,0.201266,3,2003-11-26,2008-12-02,2006-09-16,1,2,-1024.0,808.0,466.0
3956,SDSS-II_SN_13494-NUV.fits.gz,SDSS-II SN 13494,NUV,53.3292,0.201266,3,2003-11-26,2008-12-02,2006-09-16,1,2,-1024.0,808.0,466.0
3959,SDSS-II_SN_13497-FUV.fits.gz,SDSS-II SN 13497,FUV,25.93487916666666,-1.045955555555556,4,2003-10-15,2008-10-11,2006-09-12,3,1,-1062.0,761.0,761.0
3960,SDSS-II_SN_13497-NUV.fits.gz,SDSS-II SN 13497,NUV,25.93487916666666,-1.045955555555556,4,2003-10-15,2008-10-11,2006-09-12,3,1,-1062.0,761.0,761.0
3961,SDSS-II_SN_13507-FUV.fits.gz,SDSS-II SN 13507,FUV,25.4566,-0.79567,6,2003-10-15,2008-10-16,2006-09-12,3,3,-1062.0,766.0,378.0
3962,SDSS-II_SN_13507-NUV.fits.gz,SDSS-II SN 13507,NUV,25.4566,-0.79567,6,2003-10-15,2008-10-16,2006-09-12,3,3,-1062.0,766.0,378.0
3963,SDSS-II_SN_13520-FUV.fits.gz,SDSS-II SN 13520,FUV,17.17534166666667,-0.01590833333333333,3,2003-10-06,2007-11-10,2006-09-11,1,2,-1070.0,425.0,391.0
3964,SDSS-II_SN_13520-NUV.fits.gz,SDSS-II SN 13520,NUV,17.17534166666667,-0.01590833333333333,7,2003-10-06,2010-11-09,2006-09-11,1,6,-1070.0,1521.0,391.0
3965,SDSS-II_SN_13529-FUV.fits.gz,SDSS-II SN 13529,FUV,21.72005,0.3367916666666667,3,2004-09-25,2007-10-04,2006-09-11,2,1,-716.0,389.0,389.0
3966,SDSS-II_SN_13529-NUV.fits.gz,SDSS-II SN 13529,NUV,21.72005,0.3367916666666667,3,2004-09-25,2007-10-04,2006-09-11,2,1,-716.0,389.0,389.0
3967,SDSS-II_SN_13532-FUV.fits.gz,SDSS-II SN 13532,FUV,9.2861,0.5780769444444445,7,2003-09-30,2007-10-01,2006-09-12,1,6,-1077.0,385.0,48.0
3968,SDSS-II_SN_13532-NUV.fits.gz,SDSS-II SN 13532,NUV,9.2861,0.5780769444444445,7,2003-09-30,2007-10-01,2006-09-12,1,6,-1077.0,385.0,48.0
3971,SDSS-II_SN_13558-FUV.fits.gz,SDSS-II SN 13558,FUV,15.3409,1.01076,2,2003-10-06,2007-11-10,2006-09-16,1,1,-1075.0,421.0,421.0
3972,SDSS-II_SN_13558-NUV.fits.gz,SDSS-II SN 13558,NUV,15.3409,1.01076,2,2003-10-06,2007-11-10,2006-09-16,1,1,-1075.0,421.0,421.0
3973,SDSS-II_SN_13590-FUV.fits.gz,SDSS-II SN 13590,FUV,328.668,-0.10718,6,2006-08-22,2008-09-04,2006-09-11,1,5,-19.0,724.0,1.0
3974,SDSS-II_SN_13590-NUV.fits.gz,SDSS-II SN 13590,NUV,328.668,-0.10718,6,2006-08-22,2008-09-04,2006-09-11,1,5,-19.0,724.0,1.0
3975,SDSS-II_SN_13615-FUV.fits.gz,SDSS-II SN 13615,FUV,311.4124583333333,1.1867,7,2004-08-12,2008-08-17,2006-09-17,4,3,-765.0,701.0,674.0
3976,SDSS-II_SN_13615-NUV.fits.gz,SDSS-II SN 13615,NUV,311.4124583333333,1.1867,57,2004-07-11,2010-07-04,2006-09-17,6,51,-798.0,1387.0,674.0
3977,SDSS-II_SN_13617-FUV.fits.gz,SDSS-II SN 13617,FUV,318.332,1.22515,3,2004-08-13,2008-09-10,2006-09-11,1,2,-759.0,731.0,726.0
3978,SDSS-II_SN_13617-NUV.fits.gz,SDSS-II SN 13617,NUV,318.332,1.22515,7,2004-08-13,2009-07-16,2006-09-11,2,5,-759.0,1039.0,726.0
3983,SDSS-II_SN_13646-FUV.fits.gz,SDSS-II SN 13646,FUV,357.4725708333334,-1.032113888888889,5,2003-08-23,2007-10-19,2006-09-11,3,2,-1114.0,403.0,359.0
3984,SDSS-II_SN_13646-NUV.fits.gz,SDSS-II SN 13646,NUV,357.4725708333334,-1.032113888888889,5,2003-08-23,2007-10-19,2006-09-11,3,2,-1114.0,403.0,359.0
3987,SDSS-II_SN_13659-FUV.fits.gz,SDSS-II SN 13659,FUV,46.6776,-1.04135,7,2003-11-27,2008-12-23,2006-09-11,1,6,-1019.0,834.0,405.0
3988,SDSS-II_SN_13659-NUV.fits.gz,SDSS-II SN 13659,NUV,46.6776,-1.04135,8,2003-11-27,2009-12-02,2006-09-11,1,7,-1019.0,1178.0,405.0
3993,SDSS-II_SN_13716-NUV.fits.gz,SDSS-II SN 13716,NUV,314.954,0.4884830555555555,5,2003-08-24,2009-07-17,2006-09-18,4,1,-1121.0,1033.0,1033.0
3994,SDSS-II_SN_13729-FUV.fits.gz,SDSS-II SN 13729,FUV,318.9187375,0.8752777777777778,6,2004-08-13,2008-09-15,2006-09-18,3,3,-766.0,729.0,720.0
3995,SDSS-II_SN_13729-NUV.fits.gz,SDSS-II SN 13729,NUV,318.9187375,0.8752777777777778,8,2004-08-13,2009-07-19,2006-09-18,3,5,-766.0,1036.0,720.0
3996,SDSS-II_SN_13731-FUV.fits.gz,SDSS-II SN 13731,FUV,321.79,0.9789488888888889,10,2006-09-15,2008-09-02,2006-09-18,2,8,-2.0,715.0,310.0
3997,SDSS-II_SN_13731-NUV.fits.gz,SDSS-II SN 13731,NUV,321.79,0.9789488888888889,12,2006-09-15,2011-08-04,2006-09-18,2,10,-2.0,1782.0,310.0
