,file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
824,PS1-10n-NUV.fits.gz,PS1-10n,NUV,150.8099375,3.144225,42,2006-02-27,2012-01-25,2010-01-16,20,22,-1418.0,739.0,19.0
826,PS1-10o-NUV.fits.gz,PS1-10o,NUV,150.5367583333333,2.718563888888889,100,2004-02-10,2011-02-16,2010-01-18,80,20,-2168.0,395.0,17.0
828,PS1-10p-NUV.fits.gz,PS1-10p,NUV,149.8200083333333,1.613486111111111,100,2004-02-10,2011-03-09,2010-01-20,77,23,-2170.0,413.0,16.0
830,PS1-10s-NUV.fits.gz,PS1-10s,NUV,148.9884625,2.263463888888889,36,2008-01-14,2012-01-24,2010-01-16,16,20,-732.0,739.0,20.0
834,PS1-11aac-NUV.fits.gz,PS1-11aac,NUV,213.8220291666667,54.29892777777778,20,2009-05-03,2011-06-02,2011-05-24,19,1,-751.0,10.0,10.0
836,PS1-11aj-NUV.fits.gz,PS1-11aj,NUV,150.8178083333333,3.474947222222222,35,2006-02-27,2011-02-16,2011-01-06,26,9,-1773.0,42.0,25.0
840,PS1-11at-NUV.fits.gz,PS1-11at,NUV,150.4709458333333,2.042647222222222,176,2004-02-10,2011-03-21,2011-01-05,160,16,-2520.0,75.0,27.0
842,PS1-11bg-NUV.fits.gz,PS1-11bg,NUV,150.9952541666667,2.262419444444444,39,2005-03-13,2011-03-21,2011-01-11,28,11,-2129.0,69.0,21.0
844,PS1-11bk-NUV.fits.gz,PS1-11bk,NUV,149.0823375,1.409466666666667,38,2005-03-13,2011-02-16,2011-01-11,29,9,-2129.0,37.0,21.0
851,PS1-11fi-NUV.fits.gz,PS1-11fi,NUV,213.2377916666667,52.74366388888889,20,2009-05-04,2011-03-14,2011-02-05,18,2,-641.0,38.0,36.0
859,PS1-11kk-NUV.fits.gz,PS1-11kk,NUV,242.7053208333333,55.251475,50,2003-06-30,2011-06-10,2011-02-10,42,8,-2781.0,120.0,71.0
861,PS1-11kl-NUV.fits.gz,PS1-11kl,NUV,245.3343916666667,55.00548888888889,40,2004-07-14,2011-06-10,2011-02-10,32,8,-2402.0,120.0,71.0
871,PS1-11uw-NUV.fits.gz,PS1-11uw,NUV,241.2345291666667,54.87813888888889,83,2004-07-06,2011-06-10,2011-04-24,71,12,-2483.0,48.0,2.0
873,PS1-11w-NUV.fits.gz,PS1-11w,NUV,163.6824333333333,58.62656111111111,87,2004-01-23,2011-03-08,2011-01-05,85,2,-2539.0,63.0,63.0
877,PS1-11yj-NUV.fits.gz,PS1-11yj,NUV,242.1269541666667,53.685325,44,2004-05-12,2011-06-10,2011-05-24,42,2,-2567.0,18.0,14.0
879,PS1-11yu-NUV.fits.gz,PS1-11yu,NUV,243.1924125,54.87372222222222,49,2003-06-30,2011-06-10,2011-05-24,47,2,-2884.0,17.0,13.0
883,PS1-11zu-NUV.fits.gz,PS1-11zu,NUV,241.6174333333333,53.87180277777778,43,2004-05-12,2011-06-10,2011-05-27,41,2,-2570.0,15.0,11.0
885,PS1-11zv-NUV.fits.gz,PS1-11zv,NUV,242.9048,53.97026666666667,43,2004-05-12,2011-06-10,2011-05-27,41,2,-2570.0,15.0,11.0
887,PS1-11zw-NUV.fits.gz,PS1-11zw,NUV,242.6075583333333,54.14957777777778,44,2004-05-12,2011-06-10,2011-05-27,42,2,-2570.0,15.0,11.0
909,PS1-12sf-NUV.fits.gz,PS1-12sf,NUV,151.5663291666667,2.406872222222222,13,2005-03-13,2012-01-25,2009-12-23,10,3,-1745.0,763.0,453.0
940,PS1-13lo-NUV.fits.gz,PS1-13lo,NUV,149.8004333333333,3.221566666666667,40,2006-02-03,2011-02-16,2010-02-16,26,14,-1473.0,365.0,6.0
946,PSc000022-NUV.fits.gz,PSc000022,NUV,36.14445416666667,-4.394930555555555,200,2003-10-27,2010-11-12,2010-01-03,190,10,-2259.0,314.0,298.0
952,PSc000095-NUV.fits.gz,PSc000095,NUV,129.2125416666667,44.57064722222223,7,2004-01-16,2010-01-14,2010-01-07,6,1,-2183.0,8.0,8.0
958,PSc000186-NUV.fits.gz,PSc000186,NUV,149.3977083333333,2.582563888888889,150,2004-02-10,2012-01-24,2009-12-23,110,40,-2143.0,763.0,44.0
960,PSc000200-NUV.fits.gz,PSc000200,NUV,150.6313208333333,2.70125,96,2004-02-10,2011-02-16,2010-01-08,76,20,-2158.0,405.0,27.0
962,PSc000210-NUV.fits.gz,PSc000210,NUV,149.4695541666667,3.008561111111111,49,2006-02-03,2012-01-24,2010-01-08,28,21,-1434.0,747.0,28.0
972,PSc000418-NUV.fits.gz,PSc000418,NUV,149.6070875,1.694166666666667,105,2004-02-10,2011-03-09,2010-01-08,82,23,-2158.0,425.0,28.0
974,PSc000552-NUV.fits.gz,PSc000552,NUV,150.11075,2.483241666666667,179,2004-02-10,2011-02-16,2010-01-16,160,19,-2167.0,396.0,20.0
976,PSc010009-NUV.fits.gz,PSc010009,NUV,149.7182125,0.8705194444444445,41,2005-03-13,2011-03-20,2010-01-21,20,21,-1774.0,424.0,15.0
978,PSc010014-NUV.fits.gz,PSc010014,NUV,150.4758083333333,1.151972222222222,49,2005-03-13,2011-02-16,2010-01-21,25,24,-1774.0,391.0,15.0
984,PSc010055-NUV.fits.gz,PSc010055,NUV,151.2624458333333,1.964927777777778,40,2005-03-13,2011-03-21,2010-02-04,17,23,-1788.0,411.0,1.0
990,PSc010174-NUV.fits.gz,PSc010174,NUV,150.49975,2.146916666666667,184,2004-02-10,2011-03-21,2010-02-04,144,40,-2185.0,410.0,1.0
998,PSc010218-NUV.fits.gz,PSc010218,NUV,148.6352916666667,1.943755555555556,33,2008-01-14,2011-02-16,2010-02-09,17,16,-756.0,372.0,1.0
1012,PSc020047-NUV.fits.gz,PSc020047,NUV,149.2351583333333,1.613833333333333,38,2005-03-13,2011-02-16,2010-03-09,29,9,-1821.0,345.0,329.0
1014,PSc020104-NUV.fits.gz,PSc020104,NUV,149.6532208333333,2.293805555555556,176,2004-02-10,2011-03-09,2010-03-09,165,11,-2219.0,365.0,329.0
1020,PSc020194-NUV.fits.gz,PSc020194,NUV,149.6450416666667,0.8311361111111111,41,2005-03-13,2011-03-20,2010-03-12,31,10,-1824.0,374.0,326.0
1026,PSc030007-NUV.fits.gz,PSc030007,NUV,212.3485458333333,53.6186,18,2009-05-04,2011-03-14,2010-03-25,12,6,-324.0,355.0,32.0
1030,PSc030216-NUV.fits.gz,PSc030216,NUV,213.7357208333333,54.21148888888889,18,2009-05-04,2011-03-14,2010-04-12,12,6,-342.0,337.0,14.0
1038,PSc040121-NUV.fits.gz,PSc040121,NUV,159.766675,58.59048333333334,25,2005-01-15,2011-01-14,2010-04-12,24,1,-1912.0,277.0,277.0
1039,PSc040139-NUV.fits.gz,PSc040139,NUV,214.2912458333333,53.08649722222223,245,2003-06-19,2011-06-02,2010-05-06,239,6,-2512.0,393.0,311.0
1041,PSc040147-NUV.fits.gz,PSc040147,NUV,213.9185291666667,54.22884444444445,20,2009-05-03,2011-06-02,2010-04-17,13,7,-349.0,412.0,9.0
1047,PSc040168-NUV.fits.gz,PSc040168,NUV,186.7949583333333,47.18974444444444,13,2005-03-03,2011-06-08,2010-05-09,12,1,-1892.0,395.0,395.0
1049,PSc040169-NUV.fits.gz,PSc040169,NUV,162.3721333333333,58.7664,51,2004-01-23,2011-03-08,2010-05-10,49,2,-2299.0,303.0,303.0
1056,PSc040316-NUV.fits.gz,PSc040316,NUV,212.8478375,52.43461111111111,20,2009-05-04,2011-03-14,2010-05-10,18,2,-370.0,309.0,307.0
1057,PSc040318-NUV.fits.gz,PSc040318,NUV,214.3324916666667,53.11257777777778,246,2003-06-19,2011-06-02,2010-05-09,240,6,-2515.0,390.0,308.0
1059,PSc040343-NUV.fits.gz,PSc040343,NUV,159.7905541666667,58.67759444444444,24,2005-01-15,2011-01-14,2010-05-10,23,1,-1940.0,249.0,249.0
1067,PSc040477-NUV.fits.gz,PSc040477,NUV,245.1417125,54.80671388888889,40,2004-07-14,2011-06-10,2010-05-08,28,12,-2124.0,398.0,2.0
1069,PSc040511-NUV.fits.gz,PSc040511,NUV,241.9167458333333,55.12498055555555,83,2004-05-12,2011-06-10,2010-05-13,71,12,-2191.0,394.0,36.0
1071,PSc040512-NUV.fits.gz,PSc040512,NUV,242.0043,54.22340000000001,67,2004-05-12,2011-06-10,2010-05-10,50,17,-2188.0,397.0,39.0
1073,PSc040530-NUV.fits.gz,PSc040530,NUV,242.7075458333333,54.81849722222223,49,2003-06-30,2011-06-10,2010-05-13,40,9,-2508.0,393.0,35.0
1074,PSc040540-NUV.fits.gz,PSc040540,NUV,212.1560458333333,52.66031944444444,20,2009-05-04,2011-03-14,2010-05-10,18,2,-370.0,309.0,307.0
1079,PSc040693-NUV.fits.gz,PSc040693,NUV,213.8660958333333,52.39722777777778,19,2009-05-04,2011-03-14,2010-05-16,17,2,-376.0,303.0,301.0
1081,PSc040783-NUV.fits.gz,PSc040783,NUV,242.7787458333333,54.83048333333333,49,2003-06-30,2011-06-10,2010-05-21,40,9,-2516.0,385.0,27.0
1083,PSc050004-NUV.fits.gz,PSc050004,NUV,212.7061916666667,53.83818055555556,18,2009-05-04,2011-03-14,2010-05-16,16,2,-376.0,303.0,301.0
1089,PSc050298-NUV.fits.gz,PSc050298,NUV,243.1584333333333,55.72074166666667,24,2009-05-09,2011-06-10,2010-05-14,14,10,-370.0,392.0,37.0
1090,PSc050617-NUV.fits.gz,PSc050617,NUV,214.6080083333333,53.91196388888888,4,2009-06-22,2011-03-14,2010-06-15,3,1,-358.0,273.0,273.0
1092,PSc050625-NUV.fits.gz,PSc050625,NUV,241.8258208333333,53.82993611111112,43,2004-05-12,2011-06-10,2010-06-15,34,9,-2224.0,361.0,3.0
1093,PSc050656-NUV.fits.gz,PSc050656,NUV,244.2098875,54.64631388888889,46,2003-07-01,2011-06-10,2010-06-15,36,10,-2541.0,361.0,3.0
1095,PSc050665-NUV.fits.gz,PSc050665,NUV,242.6437583333333,54.95709166666667,49,2003-06-30,2011-06-10,2010-06-05,40,9,-2531.0,370.0,12.0
1097,PSc051109-NUV.fits.gz,PSc051109,NUV,243.0480666666667,54.00901666666667,52,2004-05-12,2011-06-10,2010-04-09,38,14,-2157.0,428.0,25.0
1098,PSc052136-NUV.fits.gz,PSc052136,NUV,213.2268625,52.79236111111111,20,2009-05-04,2011-03-14,2010-06-13,18,2,-404.0,275.0,273.0
1100,PSc060015-NUV.fits.gz,PSc060015,NUV,240.959425,54.21015833333334,46,2004-05-12,2011-06-10,2010-06-29,38,8,-2238.0,347.0,297.0
1102,PSc060141-NUV.fits.gz,PSc060141,NUV,242.4128833333333,54.26915,47,2004-05-12,2011-06-10,2010-07-01,39,8,-2240.0,345.0,295.0
1104,PSc060199-NUV.fits.gz,PSc060199,NUV,212.4131625,53.64305833333334,18,2009-05-04,2011-03-14,2010-07-11,16,2,-432.0,247.0,245.0
1106,PSc060238-NUV.fits.gz,PSc060238,NUV,333.6763333333333,0.7976944444444445,67,2003-09-13,2011-08-12,2010-07-11,48,19,-2493.0,397.0,21.0
1108,PSc060242-NUV.fits.gz,PSc060242,NUV,213.1521333333333,54.04993888888889,24,2009-05-04,2011-03-14,2010-07-11,23,1,-432.0,247.0,247.0
1109,PSc060249-NUV.fits.gz,PSc060249,NUV,334.9641791666667,0.8977277777777778,4,2009-08-15,2011-10-12,2010-07-11,1,3,-330.0,458.0,28.0
1113,PSc061190-NUV.fits.gz,PSc061190,NUV,35.68175833333333,-4.953177777777778,50,2004-11-14,2010-11-12,2010-07-30,38,12,-2083.0,106.0,88.0
1115,PSc061191-NUV.fits.gz,PSc061191,NUV,36.277025,-5.00085,121,2003-12-09,2010-11-12,2010-07-29,111,10,-2423.0,107.0,89.0
1117,PSc061192-NUV.fits.gz,PSc061192,NUV,35.12831666666667,-4.997661111111111,49,2004-10-24,2010-11-12,2010-07-29,39,10,-2104.0,107.0,89.0
1119,PSc061197-NUV.fits.gz,PSc061197,NUV,35.47745416666667,-4.188608333333334,74,2004-11-14,2010-11-12,2010-07-29,56,18,-2082.0,107.0,89.0
1121,PSc070003-NUV.fits.gz,PSc070003,NUV,333.0414666666667,0.7192805555555556,42,2004-08-06,2010-08-22,2010-07-31,34,8,-2185.0,22.0,6.0
1125,PSc070048-NUV.fits.gz,PSc070048,NUV,241.0171041666667,54.19875,57,2004-05-12,2011-06-10,2010-05-22,49,8,-2200.0,385.0,335.0
1127,PSc070054-NUV.fits.gz,PSc070054,NUV,242.9386958333333,55.29916388888888,48,2003-06-30,2011-06-10,2010-08-03,40,8,-2590.0,311.0,262.0
1129,PSc070071-NUV.fits.gz,PSc070071,NUV,334.985175,-0.4419222222222222,38,2008-08-20,2011-10-12,2010-08-02,28,10,-712.0,437.0,5.0
1131,PSc070096-NUV.fits.gz,PSc070096,NUV,243.1300291666667,53.80921111111111,43,2004-05-12,2011-06-10,2010-08-03,35,8,-2273.0,312.0,262.0
1133,PSc070110-NUV.fits.gz,PSc070110,NUV,35.28257916666666,-5.100413888888888,72,2004-10-24,2010-11-12,2010-07-29,62,10,-2104.0,107.0,89.0
1135,PSc070111-NUV.fits.gz,PSc070111,NUV,36.39314583333334,-5.218647222222223,49,2004-11-14,2010-12-15,2010-07-29,38,11,-2082.0,140.0,89.0
1137,PSc070175-NUV.fits.gz,PSc070175,NUV,241.9034083333333,54.80976388888889,44,2004-05-12,2011-06-10,2010-08-03,36,8,-2273.0,312.0,262.0
1139,PSc070200-NUV.fits.gz,PSc070200,NUV,36.66025833333333,-3.616063888888889,49,2003-11-23,2010-11-12,2010-07-30,40,9,-2440.0,105.0,87.0
1141,PSc070264-NUV.fits.gz,PSc070264,NUV,333.4482166666667,0.4411805555555556,44,2004-08-06,2010-09-06,2010-08-04,34,10,-2189.0,34.0,3.0
1143,PSc070402-NUV.fits.gz,PSc070402,NUV,243.3909875,54.30218611111111,62,2004-05-12,2011-06-10,2010-08-05,54,8,-2275.0,310.0,260.0
1145,PSc070459-NUV.fits.gz,PSc070459,NUV,333.1816958333333,0.6117888888888888,80,2004-08-06,2010-09-06,2010-08-07,64,16,-2192.0,31.0,1.0
1147,PSc070470-NUV.fits.gz,PSc070470,NUV,34.950025,-3.702908333333334,50,2003-11-21,2010-11-12,2010-08-05,42,8,-2448.0,99.0,81.0
1149,PSc070530-NUV.fits.gz,PSc070530,NUV,36.2909,-5.043405555555555,62,2003-12-10,2010-12-15,2010-07-29,51,11,-2423.0,140.0,89.0
1151,PSc070567-NUV.fits.gz,PSc070567,NUV,333.3269,0.8128388888888889,11,2004-08-06,2010-09-06,2010-08-14,9,2,-2199.0,23.0,4.0
1153,PSc070611-NUV.fits.gz,PSc070611,NUV,244.5371458333333,53.97198055555556,42,2005-04-29,2011-06-10,2010-08-15,34,8,-1933.0,300.0,250.0
1163,PSc071007-NUV.fits.gz,PSc071007,NUV,333.9060291666667,1.260813888888889,47,2004-08-07,2011-08-12,2010-08-20,42,5,-2204.0,357.0,0.0
1165,PSc071011-NUV.fits.gz,PSc071011,NUV,333.2053333333333,-0.7071083333333333,47,2004-08-06,2010-09-28,2010-08-14,42,5,-2199.0,46.0,1.0
1167,PSc071032-NUV.fits.gz,PSc071032,NUV,334.8052833333333,0.8738694444444445,126,2003-08-31,2011-10-12,2010-08-29,121,5,-2554.0,409.0,6.0
1169,PSc071113-NUV.fits.gz,PSc071113,NUV,242.9343083333333,55.14771111111111,49,2003-06-30,2011-06-10,2010-08-29,41,8,-2616.0,285.0,236.0
1171,PSc071245-NUV.fits.gz,PSc071245,NUV,333.761975,-0.8651694444444444,43,2006-09-24,2010-09-28,2010-08-28,40,3,-1433.0,32.0,8.0
1173,PSc080012-NUV.fits.gz,PSc080012,NUV,333.5353416666667,-0.1685777777777778,44,2006-09-24,2010-09-28,2010-08-20,40,4,-1425.0,40.0,1.0
1180,PSc080034-NUV.fits.gz,PSc080034,NUV,333.8532583333333,0.5363,48,2003-09-13,2011-08-19,2010-08-17,42,6,-2530.0,367.0,2.0
1182,PSc080048-NUV.fits.gz,PSc080048,NUV,36.105225,-5.012316666666667,28,2004-11-19,2010-11-12,2010-08-27,18,10,-2107.0,78.0,60.0
1184,PSc080064-NUV.fits.gz,PSc080064,NUV,52.42529583333334,-27.87725277777778,58,2003-11-09,2010-12-08,2010-09-03,47,11,-2489.0,96.0,78.0
1188,PSc080146-NUV.fits.gz,PSc080146,NUV,52.82965,-26.86456388888889,92,2005-10-28,2010-12-08,2010-09-02,82,10,-1770.0,98.0,80.0
1192,PSc080241-NUV.fits.gz,PSc080241,NUV,52.135175,-28.07159166666667,56,2003-12-03,2010-12-08,2010-09-02,46,10,-2464.0,97.0,79.0
1194,PSc080252-NUV.fits.gz,PSc080252,NUV,36.17320416666666,-3.78335,69,2003-11-23,2010-11-12,2010-09-02,55,14,-2474.0,72.0,53.0
1196,PSc080257-NUV.fits.gz,PSc080257,NUV,54.43315416666667,-27.32090555555556,60,2003-12-07,2010-12-08,2010-09-02,50,10,-2460.0,98.0,80.0
1198,PSc080261-NUV.fits.gz,PSc080261,NUV,53.79980833333333,-27.19643611111111,63,2003-12-07,2010-12-08,2010-08-31,52,11,-2458.0,100.0,82.0
1200,PSc080295-NUV.fits.gz,PSc080295,NUV,36.18117083333333,-4.159705555555556,129,2003-11-21,2010-11-12,2010-09-02,119,10,-2476.0,72.0,56.0
1202,PSc080296-NUV.fits.gz,PSc080296,NUV,35.45700833333333,-3.921380555555555,49,2006-11-13,2010-11-12,2010-08-27,31,18,-1383.0,78.0,59.0
1204,PSc080343-NUV.fits.gz,PSc080343,NUV,54.36935833333333,-27.7232,60,2003-12-07,2010-12-08,2010-08-31,50,10,-2458.0,100.0,82.0
1206,PSc080363-NUV.fits.gz,PSc080363,NUV,51.66175416666667,-27.92065,56,2003-12-03,2010-12-08,2009-09-15,27,29,-2112.0,449.0,49.0
1208,PSc080438-NUV.fits.gz,PSc080438,NUV,52.937325,-27.68299722222222,220,2003-11-09,2010-12-08,2010-09-08,125,95,-2494.0,91.0,73.0
1210,PSc080546-NUV.fits.gz,PSc080546,NUV,35.34868333333333,-4.007083333333333,29,2006-11-13,2010-11-12,2010-08-27,20,9,-1383.0,77.0,59.0
1212,PSc080554-NUV.fits.gz,PSc080554,NUV,35.2501625,-3.671875,44,2004-11-14,2010-11-12,2010-09-03,35,9,-2118.0,70.0,52.0
1214,PSc080646-NUV.fits.gz,PSc080646,NUV,334.622225,0.9414861111111111,127,2003-08-31,2011-10-12,2010-09-10,126,1,-2566.0,397.0,397.0
1218,PSc080723-NUV.fits.gz,PSc080723,NUV,34.98636666666667,-3.960605555555556,49,2004-10-23,2010-11-12,2010-09-29,40,9,-2166.0,44.0,26.0
1220,PSc080735-NUV.fits.gz,PSc080735,NUV,333.873625,0.5419083333333333,77,2003-09-13,2011-08-19,2010-09-29,76,1,-2573.0,324.0,324.0
1222,PSc080771-NUV.fits.gz,PSc080771,NUV,52.06842083333333,-28.14705833333333,56,2003-12-03,2010-12-08,2010-09-13,46,10,-2475.0,86.0,68.0
1224,PSc080772-NUV.fits.gz,PSc080772,NUV,52.8995875,-28.24086111111111,212,2003-11-09,2010-12-08,2010-09-16,110,102,-2502.0,83.0,65.0
1229,PSc090107-NUV.fits.gz,PSc090107,NUV,35.7411875,-4.311180555555556,56,2003-12-19,2010-11-12,2010-09-27,46,10,-2474.0,47.0,29.0
1231,PSc090128-NUV.fits.gz,PSc090128,NUV,36.01917916666667,-3.226063888888889,53,2006-11-13,2010-11-12,2010-10-07,34,19,-1424.0,36.0,18.0
1233,PSc090130-NUV.fits.gz,PSc090130,NUV,53.60874583333333,-26.59291388888889,62,2005-12-10,2010-12-08,2010-09-16,52,10,-1740.0,84.0,66.0
1235,PSc090147-NUV.fits.gz,PSc090147,NUV,36.522925,-5.494308333333334,47,2004-11-14,2010-12-15,2010-10-07,38,9,-2152.0,70.0,21.0
1237,PSc090179-NUV.fits.gz,PSc090179,NUV,35.79629166666667,-5.349408333333333,52,2004-11-14,2010-11-12,2010-10-08,42,10,-2153.0,36.0,18.0
1241,PSc090196-NUV.fits.gz,PSc090196,NUV,34.85068333333334,-4.584441666666667,66,2004-10-24,2010-12-09,2010-10-06,30,36,-2173.0,64.0,22.0
1247,PSc090275-NUV.fits.gz,PSc090275,NUV,54.0720875,-28.05151111111111,69,2005-12-11,2010-12-08,2010-10-13,59,10,-1767.0,57.0,39.0
1249,PSc090638-NUV.fits.gz,PSc090638,NUV,36.62455833333333,-4.652480555555556,174,2003-10-27,2010-11-12,2010-10-10,164,10,-2539.0,34.0,16.0
1253,PSc090966-NUV.fits.gz,PSc090966,NUV,333.2357458333333,1.030688888888889,51,2004-08-07,2011-08-12,2010-10-13,50,1,-2258.0,303.0,303.0
1255,PSc091437-NUV.fits.gz,PSc091437,NUV,35.75486666666666,-2.860505555555556,50,2004-11-14,2010-11-12,2010-10-07,40,10,-2152.0,36.0,18.0
1257,PSc091739-NUV.fits.gz,PSc091739,NUV,36.9930375,-4.024830555555556,38,2003-10-28,2010-11-12,2010-10-13,28,10,-2542.0,31.0,13.0
1259,PSc091748-NUV.fits.gz,PSc091748,NUV,52.12289166666667,-26.82849444444444,61,2005-12-10,2010-12-08,2010-10-31,51,10,-1786.0,39.0,21.0
1275,PSc100163-NUV.fits.gz,PSc100163,NUV,35.44234166666666,-5.1516,93,2004-10-24,2010-11-12,2010-11-10,91,2,-2208.0,3.0,1.0
1277,PSc100164-NUV.fits.gz,PSc100164,NUV,35.3704875,-5.026116666666667,93,2004-10-24,2010-11-12,2010-10-29,84,9,-2196.0,15.0,1.0
1279,PSc100206-NUV.fits.gz,PSc100206,NUV,52.518175,-28.25669166666666,55,2003-12-03,2010-12-08,2010-11-07,46,9,-2530.0,31.0,13.0
1285,PSc100405-NUV.fits.gz,PSc100405,NUV,53.62855,-27.32058055555555,63,2003-12-07,2010-12-08,2010-11-24,55,8,-2543.0,15.0,1.0
1289,PSc110014-NUV.fits.gz,PSc110014,NUV,334.615975,-0.1627611111111111,39,2008-08-20,2011-10-12,2010-11-07,38,1,-809.0,340.0,340.0
1295,PSc110422-NUV.fits.gz,PSc110422,NUV,149.5654875,1.754638888888889,105,2004-02-10,2011-03-09,2010-12-15,93,12,-2499.0,84.0,48.0
1309,PSc110476-NUV.fits.gz,PSc110476,NUV,151.3277,2.083027777777778,38,2005-03-13,2011-03-21,2010-12-15,28,10,-2102.0,97.0,48.0
1319,PSc110725-NUV.fits.gz,PSc110725,NUV,130.2661541666667,44.486575,8,2004-01-16,2010-01-14,2009-12-27,7,1,-2172.0,19.0,19.0
1325,PSc120039-NUV.fits.gz,PSc120039,NUV,149.1086833333333,1.535105555555556,38,2005-03-13,2011-02-16,2010-12-30,29,9,-2117.0,49.0,33.0
1327,PSc120111-NUV.fits.gz,PSc120111,NUV,150.2239166666667,2.521916666666667,176,2004-02-10,2011-02-16,2010-12-30,166,10,-2515.0,48.0,33.0
1329,PSc120223-NUV.fits.gz,PSc120223,NUV,149.7616291666667,3.127327777777778,42,2006-02-03,2011-02-16,2011-01-02,33,9,-1793.0,45.0,29.0
1331,PSc120313-NUV.fits.gz,PSc120313,NUV,150.8779583333333,2.868013888888889,38,2006-02-27,2012-01-25,2010-12-30,27,11,-1766.0,391.0,32.0
1333,PSc120458-NUV.fits.gz,PSc120458,NUV,149.5278958333333,1.930383333333333,96,2004-02-10,2011-03-09,2011-01-09,86,10,-2524.0,59.0,23.0
1341,PSc120635-NUV.fits.gz,PSc120635,NUV,150.5971875,1.330055555555556,48,2005-03-13,2011-02-16,2011-01-15,39,9,-2133.0,32.0,17.0
1343,PSc120637-NUV.fits.gz,PSc120637,NUV,149.175075,1.51165,38,2005-03-13,2011-02-16,2011-01-25,29,9,-2143.0,23.0,7.0
1351,PSc120706-NUV.fits.gz,PSc120706,NUV,149.6798833333333,2.433186111111111,180,2004-02-10,2011-03-09,2011-01-15,169,11,-2531.0,53.0,17.0
1355,PSc120715-NUV.fits.gz,PSc120715,NUV,37.11764166666666,-4.178791666666667,77,2003-10-27,2010-11-12,2009-09-19,53,24,-2153.0,420.0,38.0
1361,PSc130145-NUV.fits.gz,PSc130145,NUV,149.9564916666667,3.478913888888889,37,2006-02-03,2011-02-16,2011-01-15,29,8,-1806.0,32.0,16.0
1365,PSc130373-NUV.fits.gz,PSc130373,NUV,214.58455,53.64420555555556,18,2009-05-04,2011-03-14,2011-02-04,16,2,-640.0,39.0,37.0
1367,PSc130391-NUV.fits.gz,PSc130391,NUV,212.9226875,54.22154444444445,18,2009-05-04,2011-03-14,2011-02-02,17,1,-638.0,41.0,41.0
1393,PSc131031-NUV.fits.gz,PSc131031,NUV,212.4230791666667,53.34970000000001,19,2009-05-04,2011-03-14,2011-02-10,17,2,-646.0,33.0,31.0
1409,PSc140164-NUV.fits.gz,PSc140164,NUV,151.3915041666667,2.022258333333333,38,2005-03-13,2011-03-21,2011-03-09,37,1,-2186.0,13.0,13.0
1413,PSc140210-NUV.fits.gz,PSc140210,NUV,213.7674416666667,53.45480000000001,18,2009-05-04,2011-03-14,2011-03-09,16,2,-673.0,6.0,4.0
1415,PSc140214-NUV.fits.gz,PSc140214,NUV,213.5575625,53.70192777777778,18,2009-05-04,2011-03-14,2011-03-09,16,2,-673.0,6.0,4.0
1419,PSc140229-NUV.fits.gz,PSc140229,NUV,186.6847708333333,47.39135555555556,17,2005-03-03,2011-06-08,2011-03-12,16,1,-2199.0,88.0,88.0
1421,PSc140234-NUV.fits.gz,PSc140234,NUV,212.1945791666667,53.82366388888889,18,2009-05-04,2011-03-14,2011-03-09,16,2,-673.0,6.0,4.0
1455,PSc150145-NUV.fits.gz,PSc150145,NUV,187.0884083333333,47.28855555555555,8,2005-03-03,2011-06-08,2009-05-01,7,1,-1519.0,768.0,768.0
1469,PSc150210-NUV.fits.gz,PSc150210,NUV,149.5669125,2.515991666666667,163,2004-02-10,2012-01-24,2011-03-31,162,1,-2606.0,300.0,300.0
1477,PSc150234-NUV.fits.gz,PSc150234,NUV,212.770725,52.60544722222222,20,2009-05-04,2011-03-14,2009-06-17,4,16,-43.0,636.0,0.0
1485,PSc150365-NUV.fits.gz,PSc150365,NUV,242.5149458333333,53.81749444444445,46,2004-05-12,2011-06-10,2011-04-21,38,8,-2534.0,51.0,1.0
1487,PSc150379-NUV.fits.gz,PSc150379,NUV,241.0416708333333,53.97326388888889,59,2004-05-12,2011-06-10,2011-04-21,51,8,-2534.0,51.0,1.0
1491,PSc150513-NUV.fits.gz,PSc150513,NUV,244.3420458333333,54.82876388888889,55,2003-06-30,2011-06-10,2011-04-21,47,8,-2851.0,50.0,1.0
1493,PSc150515-NUV.fits.gz,PSc150515,NUV,241.1573666666667,55.26892222222222,46,2005-05-01,2011-06-10,2011-04-21,38,8,-2180.0,51.0,1.0
1510,PSc151005-NUV.fits.gz,PSc151005,NUV,212.3148416666667,52.38381666666667,20,2009-05-04,2011-03-14,2010-02-25,8,12,-296.0,383.0,17.0
1530,PSc160028-NUV.fits.gz,PSc160028,NUV,243.3468583333333,53.97131944444445,72,2004-05-12,2011-06-10,2011-05-12,66,6,-2555.0,30.0,0.0
1547,PSc160195-NUV.fits.gz,PSc160195,NUV,242.6679416666667,53.65731111111111,41,2004-07-06,2011-06-10,2011-05-27,39,2,-2516.0,15.0,11.0
1555,PSc160225-NUV.fits.gz,PSc160225,NUV,242.3371333333333,54.75375,45,2004-05-12,2011-06-10,2011-05-27,43,2,-2570.0,14.0,10.0
1557,PSc160262-NUV.fits.gz,PSc160262,NUV,244.6632916666667,55.70603611111111,42,2005-05-02,2011-06-10,2009-06-11,22,20,-1501.0,729.0,10.0
