file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
SN1989V-FUV.fits.gz,SN1989V,FUV,22.99191666666667,12.19827777777778,2,2007-09-15,2007-10-29,1989-12-28,0,2,6471.0,6514.0,6471.0
SN1989V-NUV.fits.gz,SN1989V,NUV,22.99191666666667,12.19827777777778,2,2007-09-15,2007-10-29,1989-12-28,0,2,6471.0,6514.0,6471.0
SN1990ab-FUV.fits.gz,SN1990ab,FUV,328.5165833333334,-40.07100000000001,2,2006-09-27,2007-08-29,1990-09-20,0,2,5852.0,6188.0,5852.0
SN1990ab-NUV.fits.gz,SN1990ab,NUV,328.5165833333334,-40.07100000000001,2,2006-09-27,2007-08-29,1990-09-20,0,2,5852.0,6188.0,5852.0
SN1990ac-FUV.fits.gz,SN1990ac,FUV,58.288125,-29.74366666666667,2,2006-01-20,2006-01-21,1990-09-23,0,2,5599.0,5600.0,5599.0
SN1990ac-NUV.fits.gz,SN1990ac,NUV,58.288125,-29.74366666666667,2,2006-01-20,2006-01-21,1990-09-23,0,2,5599.0,5600.0,5599.0
SN1990af-FUV.fits.gz,SN1990af,FUV,323.7421666666667,-62.73538888888889,4,2003-08-04,2004-07-16,1990-10-24,0,4,4668.0,5015.0,4668.0
SN1990af-NUV.fits.gz,SN1990af,NUV,323.7421666666667,-62.73538888888889,7,2003-08-04,2005-07-19,1990-10-24,0,7,4668.0,5383.0,4668.0
SN1990F-FUV.fits.gz,SN1990F,FUV,204.7611666666667,32.15555555555555,2,2005-03-09,2007-05-24,1990-02-24,0,2,5493.0,6299.0,5493.0
SN1990F-NUV.fits.gz,SN1990F,NUV,204.7611666666667,32.15555555555555,2,2005-03-09,2007-05-24,1990-02-24,0,2,5493.0,6299.0,5493.0
SN1990G-FUV.fits.gz,SN1990G,FUV,170.2549583333333,34.34761111111111,1,2005-02-28,2005-02-28,1990-03-19,0,1,5460.0,5460.0,5460.0
SN1990G-NUV.fits.gz,SN1990G,NUV,170.2549583333333,34.34761111111111,1,2005-02-28,2005-02-28,1990-03-19,0,1,5460.0,5460.0,5460.0
SN1990J-FUV.fits.gz,SN1990J,FUV,184.08725,12.52719444444444,1,2007-04-05,2007-04-05,1990-05-13,0,1,6171.0,6171.0,6171.0
SN1990J-NUV.fits.gz,SN1990J,NUV,184.08725,12.52719444444444,3,2007-04-05,2011-04-26,1990-05-13,0,3,6171.0,7654.0,6171.0
SN1990M-FUV.fits.gz,SN1990M,FUV,212.8724166666667,-5.043583333333333,1,2007-05-10,2007-05-10,1990-06-15,0,1,6173.0,6173.0,6173.0
SN1990M-NUV.fits.gz,SN1990M,NUV,212.8724166666667,-5.043583333333333,2,2005-05-12,2007-05-10,1990-06-15,0,2,5446.0,6173.0,5446.0
SN1990N-FUV.fits.gz,SN1990N,FUV,190.7361666666667,13.2565,1,2004-03-31,2004-03-31,1990-06-23,0,1,5031.0,5031.0,5031.0
SN1990N-NUV.fits.gz,SN1990N,NUV,190.7361666666667,13.2565,4,2004-03-31,2010-04-14,1990-06-23,0,4,5031.0,7236.0,5031.0
SN1990O-FUV.fits.gz,SN1990O,FUV,258.8996666666667,16.32383333333333,2,2006-07-25,2007-05-24,1990-06-22,0,2,5877.0,6181.0,5877.0
SN1990O-NUV.fits.gz,SN1990O,NUV,258.8996666666667,16.32383333333333,2,2006-07-25,2007-05-24,1990-06-22,0,2,5877.0,6181.0,5877.0
SN1990R-FUV.fits.gz,SN1990R,FUV,318.0870833333333,12.61027777777778,2,2004-07-02,2004-08-22,1990-06-26,0,2,5121.0,5172.0,5121.0
SN1990R-NUV.fits.gz,SN1990R,NUV,318.0870833333333,12.61027777777778,3,2004-07-02,2005-09-18,1990-06-26,0,3,5121.0,5563.0,5121.0
SN1990T-FUV.fits.gz,SN1990T,FUV,299.7595416666667,-56.25836111111111,2,2006-09-28,2007-09-26,1990-07-21,0,2,5914.0,6276.0,5914.0
SN1990T-NUV.fits.gz,SN1990T,NUV,299.7595416666667,-56.25836111111111,4,2006-09-28,2011-07-05,1990-07-21,0,4,5914.0,7654.0,5914.0
SN1990U-FUV.fits.gz,SN1990U,FUV,346.229,12.30558333333333,3,2004-10-02,2007-07-25,1990-08-02,0,3,5176.0,6202.0,5176.0
SN1990U-NUV.fits.gz,SN1990U,NUV,346.229,12.30558333333333,5,2004-10-02,2009-10-12,1990-08-02,0,5,5176.0,7011.0,5176.0
SN1991ab-FUV.fits.gz,SN1991ab,FUV,209.840125,19.68508333333333,1,2007-05-08,2007-05-08,1991-05-08,0,1,5844.0,5844.0,5844.0
SN1991ab-NUV.fits.gz,SN1991ab,NUV,209.840125,19.68508333333333,1,2007-05-08,2007-05-08,1991-05-08,0,1,5844.0,5844.0,5844.0
SN1991ad-FUV.fits.gz,SN1991ad,FUV,244.8508333333333,17.64611111111111,2,2006-07-13,2007-07-11,1991-05-13,0,2,5540.0,5903.0,5540.0
SN1991ad-NUV.fits.gz,SN1991ad,NUV,244.8508333333333,17.64611111111111,4,2005-05-18,2007-07-11,1991-05-13,0,4,5120.0,5903.0,5120.0
SN1991ag-FUV.fits.gz,SN1991ag,FUV,300.035875,-55.36752777777778,6,2004-08-29,2007-09-26,1991-06-09,0,6,4830.0,5954.0,4830.0
SN1991ag-NUV.fits.gz,SN1991ag,NUV,300.035875,-55.36752777777778,6,2004-08-29,2007-09-26,1991-06-09,0,6,4830.0,5954.0,4830.0
SN1991ai-FUV.fits.gz,SN1991ai,FUV,216.979875,16.20563888888889,1,2007-05-18,2007-05-18,1991-07-02,0,1,5800.0,5800.0,5800.0
SN1991ai-NUV.fits.gz,SN1991ai,NUV,216.979875,16.20563888888889,6,2005-05-25,2011-05-30,1991-07-02,0,6,5076.0,7272.0,5076.0
SN1991aj-FUV.fits.gz,SN1991aj,FUV,247.4367083333333,41.77877777777778,2,2006-07-26,2006-07-26,1991-07-03,0,2,5502.0,5502.0,5502.0
SN1991aj-NUV.fits.gz,SN1991aj,NUV,247.4367083333333,41.77877777777778,2,2006-07-26,2006-07-26,1991-07-03,0,2,5502.0,5502.0,5502.0
SN1991ak-FUV.fits.gz,SN1991ak,FUV,209.2025,37.79208333333333,3,2007-04-04,2008-04-02,1991-07-15,0,3,5742.0,6106.0,5742.0
SN1991ak-NUV.fits.gz,SN1991ak,NUV,209.2025,37.79208333333333,4,2006-04-12,2008-04-02,1991-07-15,0,4,5386.0,6106.0,5386.0
SN1991am-FUV.fits.gz,SN1991am,FUV,250.4421666666667,37.74655555555556,4,2006-07-25,2008-06-13,1991-07-24,0,4,5481.0,6169.0,5481.0
SN1991am-NUV.fits.gz,SN1991am,NUV,250.4421666666667,37.74655555555556,4,2006-07-25,2008-06-13,1991-07-24,0,4,5481.0,6169.0,5481.0
SN1991as-FUV.fits.gz,SN1991as,FUV,342.1708333333333,8.17,2,2006-10-01,2007-07-27,1991-08-19,0,2,5522.0,5822.0,5522.0
SN1991as-NUV.fits.gz,SN1991as,NUV,342.1708333333333,8.17,2,2006-10-01,2007-07-27,1991-08-19,0,2,5522.0,5822.0,5522.0
SN1991at-FUV.fits.gz,SN1991at,FUV,17.66666666666667,16.60833333333333,1,2003-10-07,2003-10-07,1991-08-19,0,1,4432.0,4432.0,4432.0
SN1991at-NUV.fits.gz,SN1991at,NUV,17.66666666666667,16.60833333333333,2,2003-10-07,2009-10-10,1991-08-19,0,2,4432.0,6628.0,4432.0
SN1991ay-FUV.fits.gz,SN1991ay,FUV,11.82908333333333,40.54111111111111,9,2003-10-19,2008-10-25,1991-09-09,0,9,4423.0,6256.0,4423.0
SN1991ay-NUV.fits.gz,SN1991ay,NUV,11.82908333333333,40.54111111111111,40,2003-10-19,2011-11-08,1991-09-09,0,40,4423.0,7365.0,4423.0
SN1991B-FUV.fits.gz,SN1991B,FUV,210.8516666666667,-6.0725,2,2007-05-09,2007-05-23,1991-01-11,0,2,5962.0,5976.0,5962.0
SN1991B-NUV.fits.gz,SN1991B,NUV,210.8516666666667,-6.0725,4,2005-05-12,2007-05-23,1991-01-11,0,4,5236.0,5976.0,5236.0
SN1991bb-FUV.fits.gz,SN1991bb,FUV,58.39583333333334,19.09833333333333,2,2005-12-20,2006-12-12,1991-10-16,0,2,5179.0,5537.0,5179.0
SN1991bb-NUV.fits.gz,SN1991bb,NUV,58.39583333333334,19.09833333333333,2,2005-12-20,2006-12-12,1991-10-16,0,2,5179.0,5537.0,5179.0
SN1991bc-FUV.fits.gz,SN1991bc,FUV,50.19025,-1.046388888888889,5,2003-11-24,2008-12-14,1991-10-12,0,5,4427.0,6274.0,4427.0
SN1991bc-NUV.fits.gz,SN1991bc,NUV,50.19025,-1.046388888888889,5,2003-11-24,2008-12-14,1991-10-12,0,5,4427.0,6274.0,4427.0
SN1991bd-NUV.fits.gz,SN1991bd,NUV,60.70691666666666,1.974,5,2004-11-18,2007-12-24,1991-10-15,0,5,4784.0,5915.0,4784.0
SN1991bf-NUV.fits.gz,SN1991bf,NUV,358.064,-29.44136111111111,2,2007-08-22,2007-09-01,1991-11-13,0,2,5761.0,5771.0,5761.0
SN1991bg-FUV.fits.gz,SN1991bg,FUV,186.2654166666667,12.871,9,2004-03-11,2009-05-08,1991-12-03,0,9,4482.0,6367.0,4482.0
SN1991bg-NUV.fits.gz,SN1991bg,NUV,186.2654166666667,12.871,180,2004-03-11,2010-04-12,1991-12-03,0,180,4482.0,6706.0,4482.0
SN1991bi-FUV.fits.gz,SN1991bi,FUV,200.9332083333333,31.56413888888889,5,2007-04-19,2008-04-19,1991-12-13,0,5,5607.0,5973.0,5607.0
SN1991bi-NUV.fits.gz,SN1991bi,NUV,200.9332083333333,31.56413888888889,6,2005-06-13,2008-04-19,1991-12-13,0,6,4931.0,5973.0,4931.0
SN1991F-FUV.fits.gz,SN1991F,FUV,164.0092083333333,57.11336111111111,26,2004-03-17,2004-05-02,1991-02-10,0,26,4785.0,4830.0,4785.0
SN1991F-NUV.fits.gz,SN1991F,NUV,164.0092083333333,57.11336111111111,65,2004-01-31,2004-05-02,1991-02-10,0,65,4739.0,4830.0,4739.0
SN1991M-FUV.fits.gz,SN1991M,FUV,239.6450833333333,17.45797222222222,2,2006-07-12,2006-07-17,1991-03-12,0,2,5601.0,5606.0,5601.0
SN1991M-NUV.fits.gz,SN1991M,NUV,239.6450833333333,17.45797222222222,2,2006-07-12,2006-07-17,1991-03-12,0,2,5601.0,5606.0,5601.0
SN1991X-FUV.fits.gz,SN1991X,FUV,195.2558333333333,-14.50777777777778,1,2007-03-30,2007-03-30,1991-05-05,0,1,5808.0,5808.0,5808.0
SN1991X-NUV.fits.gz,SN1991X,NUV,195.2558333333333,-14.50777777777778,3,2005-05-04,2007-03-30,1991-05-05,0,3,5114.0,5808.0,5114.0
SN1992A-FUV.fits.gz,SN1992A,FUV,54.11420833333333,-34.95872222222223,4,2004-12-04,2007-01-07,1992-01-11,0,4,4712.0,5476.0,4712.0
SN1992A-NUV.fits.gz,SN1992A,NUV,54.11420833333333,-34.95872222222223,12,2004-11-13,2009-12-01,1992-01-11,0,12,4690.0,6534.0,4690.0
SN1992ac-FUV.fits.gz,SN1992ac,FUV,249.2891666666667,58.16694444444444,3,2004-06-26,2006-07-19,1992-05-30,0,3,4411.0,5163.0,4411.0
SN1992ac-NUV.fits.gz,SN1992ac,NUV,249.2891666666667,58.16694444444444,4,2004-06-26,2006-07-19,1992-05-30,0,4,4411.0,5163.0,4411.0
SN1992ae-FUV.fits.gz,SN1992ae,FUV,322.07475,-61.55038888888889,2,2003-08-04,2003-09-09,1992-06-27,0,2,4056.0,4091.0,4056.0
SN1992ae-NUV.fits.gz,SN1992ae,NUV,322.07475,-61.55038888888889,5,2003-08-04,2005-07-19,1992-06-27,0,5,4056.0,4771.0,4056.0
SN1992ag-FUV.fits.gz,SN1992ag,FUV,201.0410416666667,-23.87880555555556,2,2004-05-18,2007-04-27,1992-06-29,0,2,4342.0,5416.0,4342.0
SN1992ag-NUV.fits.gz,SN1992ag,NUV,201.0410416666667,-23.87880555555556,2,2004-05-18,2007-04-27,1992-06-29,0,2,4342.0,5416.0,4342.0
SN1992ai-FUV.fits.gz,SN1992ai,FUV,22.283625,-32.27486111111111,4,2003-10-06,2006-12-01,1992-07-05,0,4,4110.0,5263.0,4110.0
SN1992ai-NUV.fits.gz,SN1992ai,NUV,22.283625,-32.27486111111111,5,2003-10-06,2011-11-17,1992-07-05,0,5,4110.0,7075.0,4110.0
SN1992ap-FUV.fits.gz,SN1992ap,FUV,247.613875,41.48780555555555,26,2004-05-15,2006-07-26,1992-07-29,0,26,4309.0,5110.0,4309.0
SN1992ap-NUV.fits.gz,SN1992ap,NUV,247.613875,41.48780555555555,57,2004-05-15,2006-07-26,1992-07-29,0,57,4309.0,5110.0,4309.0
SN1992aq-FUV.fits.gz,SN1992aq,FUV,346.1448333333333,-37.34502777777778,3,2003-10-20,2007-09-19,1992-07-26,0,3,4103.0,5534.0,4103.0
SN1992aq-NUV.fits.gz,SN1992aq,NUV,346.1448333333333,-37.34502777777778,3,2003-10-20,2007-09-19,1992-07-26,0,3,4103.0,5534.0,4103.0
SN1992at-FUV.fits.gz,SN1992at,FUV,321.7883333333334,-36.9995,1,2003-08-08,2003-08-08,1992-08-02,0,1,4023.0,4023.0,4023.0
SN1992at-NUV.fits.gz,SN1992at,NUV,321.7883333333334,-36.9995,4,2003-08-08,2005-07-29,1992-08-02,0,4,4023.0,4744.0,4023.0
SN1992bf-FUV.fits.gz,SN1992bf,FUV,36.97970833333333,20.32922222222222,2,2003-11-28,2006-11-20,1992-10-02,0,2,4074.0,5162.0,4074.0
SN1992bf-NUV.fits.gz,SN1992bf,NUV,36.97970833333333,20.32922222222222,2,2003-11-28,2006-11-20,1992-10-02,0,2,4074.0,5162.0,4074.0
SN1992bg-FUV.fits.gz,SN1992bg,FUV,115.485625,-62.51944444444445,2,2007-03-03,2007-03-03,1992-10-21,0,2,5247.0,5247.0,5247.0
SN1992bg-NUV.fits.gz,SN1992bg,NUV,115.485625,-62.51944444444445,2,2007-03-03,2007-03-03,1992-10-21,0,2,5247.0,5247.0,5247.0
SN1992bh-FUV.fits.gz,SN1992bh,FUV,74.86479166666666,-58.82894444444445,2,2006-10-22,2006-12-04,1992-10-21,0,2,5114.0,5158.0,5114.0
SN1992bh-NUV.fits.gz,SN1992bh,NUV,74.86479166666666,-58.82894444444445,2,2006-10-22,2006-12-04,1992-10-21,0,2,5114.0,5158.0,5114.0
SN1992bi-FUV.fits.gz,SN1992bi,FUV,242.5532916666667,39.78680555555555,4,2007-04-11,2007-07-15,1992-04-21,0,4,5468.0,5564.0,5468.0
SN1992bi-NUV.fits.gz,SN1992bi,NUV,242.5532916666667,39.78680555555555,6,2004-05-13,2007-07-15,1992-04-21,0,6,4406.0,5564.0,4406.0
SN1992bk-FUV.fits.gz,SN1992bk,FUV,55.75791666666667,-53.63244444444445,3,2004-12-09,2005-12-02,1992-11-19,0,3,4404.0,4762.0,4404.0
SN1992bk-NUV.fits.gz,SN1992bk,NUV,55.75791666666667,-53.63244444444445,3,2004-12-09,2005-12-02,1992-11-19,0,3,4404.0,4762.0,4404.0
SN1992bl-FUV.fits.gz,SN1992bl,FUV,348.8045416666667,-44.74325,1,2003-08-10,2003-08-10,1992-11-19,0,1,3916.0,3916.0,3916.0
SN1992bl-NUV.fits.gz,SN1992bl,NUV,348.8045416666667,-44.74325,1,2003-08-10,2003-08-10,1992-11-19,0,1,3916.0,3916.0,3916.0
SN1992bo-FUV.fits.gz,SN1992bo,FUV,20.4935,-34.21208333333334,3,2003-10-06,2005-11-21,1992-12-20,0,3,3942.0,4720.0,3942.0
SN1992bo-NUV.fits.gz,SN1992bo,NUV,20.4935,-34.21208333333334,3,2003-10-06,2005-11-21,1992-12-20,0,3,3942.0,4720.0,3942.0
SN1992bp-FUV.fits.gz,SN1992bp,FUV,54.158125,-18.35380555555556,1,2003-11-30,2003-11-30,1992-12-20,0,1,3998.0,3998.0,3998.0
SN1992bp-NUV.fits.gz,SN1992bp,NUV,54.158125,-18.35380555555556,1,2003-11-30,2003-11-30,1992-12-20,0,1,3998.0,3998.0,3998.0
SN1992bs-FUV.fits.gz,SN1992bs,FUV,52.36333333333334,-37.27191666666666,2,2007-10-12,2007-12-26,1992-12-28,0,2,5401.0,5476.0,5401.0
SN1992bs-NUV.fits.gz,SN1992bs,NUV,52.36333333333334,-37.27191666666666,2,2007-10-12,2007-12-26,1992-12-28,0,2,5401.0,5476.0,5401.0
SN1992G-FUV.fits.gz,SN1992G,FUV,159.077375,37.32116666666667,1,2007-02-13,2007-02-13,1992-02-09,0,1,5483.0,5483.0,5483.0
SN1992G-NUV.fits.gz,SN1992G,NUV,159.077375,37.32116666666667,2,2007-02-13,2010-01-30,1992-02-09,0,2,5483.0,6566.0,5483.0
SN1992J-FUV.fits.gz,SN1992J,FUV,152.25125,-26.64011111111111,2,2006-02-13,2008-01-23,1992-03-03,0,2,5095.0,5805.0,5095.0
SN1992J-NUV.fits.gz,SN1992J,NUV,152.25125,-26.64011111111111,2,2006-02-13,2008-01-23,1992-03-03,0,2,5095.0,5805.0,5095.0
SN1992K-FUV.fits.gz,SN1992K,FUV,197.5175,-46.44175,1,2007-03-19,2007-03-19,1992-03-03,0,1,5494.0,5494.0,5494.0
SN1992K-NUV.fits.gz,SN1992K,NUV,197.5175,-46.44175,2,2007-03-19,2011-05-14,1992-03-03,0,2,5494.0,7012.0,5494.0
SN1992R-FUV.fits.gz,SN1992R,FUV,249.2892083333333,58.16691666666667,3,2004-06-26,2006-07-19,1992-04-08,0,3,4463.0,5215.0,4463.0
SN1992R-NUV.fits.gz,SN1992R,NUV,249.2892083333333,58.16691666666667,4,2004-06-26,2006-07-19,1992-04-08,0,4,4463.0,5215.0,4463.0
SN1992V-FUV.fits.gz,SN1992V,FUV,188.6914166666667,14.55966666666667,1,2007-04-16,2007-04-16,1992-04-22,0,1,5473.0,5473.0,5473.0
SN1992V-NUV.fits.gz,SN1992V,NUV,188.6914166666667,14.55966666666667,3,2007-04-16,2010-04-01,1992-04-22,0,3,5473.0,6553.0,5473.0
SN1993aa-FUV.fits.gz,SN1993aa,FUV,345.84175,-6.348916666666667,4,2004-08-12,2007-09-01,1993-09-19,0,4,3981.0,5095.0,3981.0
SN1993aa-NUV.fits.gz,SN1993aa,NUV,345.84175,-6.348916666666667,4,2004-08-12,2007-09-01,1993-09-19,0,4,3981.0,5095.0,3981.0
SN1993ac-FUV.fits.gz,SN1993ac,FUV,86.59825,63.36863888888889,1,2007-02-05,2007-02-05,1993-10-13,0,1,4863.0,4863.0,4863.0
SN1993ac-NUV.fits.gz,SN1993ac,NUV,86.59825,63.36863888888889,2,2007-02-05,2012-01-06,1993-10-13,0,2,4863.0,6660.0,4863.0
SN1993ae-FUV.fits.gz,SN1993ae,FUV,22.45379166666667,-1.976972222222222,3,2003-11-11,2008-10-17,1993-11-07,0,3,3657.0,5458.0,3657.0
SN1993ae-NUV.fits.gz,SN1993ae,NUV,22.45379166666667,-1.976972222222222,3,2003-11-11,2008-10-17,1993-11-07,0,3,3657.0,5458.0,3657.0
SN1993af-FUV.fits.gz,SN1993af,FUV,77.00295833333334,-37.48833333333334,13,2005-10-31,2008-12-27,1993-11-15,0,13,4368.0,5522.0,4368.0
SN1993af-NUV.fits.gz,SN1993af,NUV,77.00295833333334,-37.48833333333334,16,2004-02-06,2008-12-27,1993-11-15,0,16,3736.0,5522.0,3736.0
SN1993ah-NUV.fits.gz,SN1993ah,NUV,357.9594583333333,-27.96305555555556,2,2011-10-13,2011-11-26,1993-11-16,0,2,6541.0,6585.0,6541.0
SN1993ai-NUV.fits.gz,SN1993ai,NUV,98.30416666666666,51.345,4,2005-12-31,2007-02-12,1993-12-10,0,4,4405.0,4812.0,4405.0
SN1993aj-FUV.fits.gz,SN1993aj,FUV,181.088125,-0.7205277777777778,4,2004-03-30,2009-04-21,1993-12-27,0,4,3747.0,5595.0,3747.0
SN1993aj-NUV.fits.gz,SN1993aj,NUV,181.088125,-0.7205277777777778,4,2004-03-30,2009-04-21,1993-12-27,0,4,3747.0,5595.0,3747.0
SN1993al-FUV.fits.gz,SN1993al,FUV,185.5525833333333,-1.140138888888889,1,2009-04-24,2009-04-24,1993-12-22,0,1,5603.0,5603.0,5603.0
SN1993al-NUV.fits.gz,SN1993al,NUV,185.5525833333333,-1.140138888888889,1,2009-04-24,2009-04-24,1993-12-22,0,1,5603.0,5603.0,5603.0
SN1993B-FUV.fits.gz,SN1993B,FUV,158.7140833333333,-34.44166666666666,2,2006-02-12,2008-01-21,1993-01-17,0,2,4774.0,5483.0,4774.0
SN1993B-NUV.fits.gz,SN1993B,NUV,158.7140833333333,-34.44166666666666,2,2006-02-12,2008-01-21,1993-01-17,0,2,4774.0,5483.0,4774.0
SN1993C-FUV.fits.gz,SN1993C,FUV,145.099125,14.93644444444445,1,2005-02-12,2005-02-12,1993-01-27,0,1,4399.0,4399.0,4399.0
SN1993C-NUV.fits.gz,SN1993C,NUV,145.099125,14.93644444444445,3,2005-02-12,2011-02-20,1993-01-27,0,3,4399.0,6599.0,4399.0
SN1993D-FUV.fits.gz,SN1993D,FUV,172.245,-22.48513888888889,1,2006-02-10,2006-02-10,1993-02-01,0,1,4758.0,4758.0,4758.0
SN1993D-NUV.fits.gz,SN1993D,NUV,172.245,-22.48513888888889,1,2006-02-10,2006-02-10,1993-02-01,0,1,4758.0,4758.0,4758.0
SN1993H-NUV.fits.gz,SN1993H,NUV,208.20975,-30.70647222222222,1,2007-04-20,2007-04-20,1993-03-18,0,1,5147.0,5147.0,5147.0
SN1993I-FUV.fits.gz,SN1993I,FUV,188.6779166666667,9.002194444444445,8,2007-04-17,2009-05-08,1993-03-23,0,8,5139.0,5891.0,5139.0
SN1993I-NUV.fits.gz,SN1993I,NUV,188.6779166666667,9.002194444444445,10,2007-04-17,2010-04-12,1993-03-23,0,10,5139.0,6229.0,5139.0
SN1993L-FUV.fits.gz,SN1993L,FUV,344.47025,-35.85744444444445,2,2006-09-13,2006-10-06,1993-04-30,0,2,4884.0,4908.0,4884.0
SN1993L-NUV.fits.gz,SN1993L,NUV,344.47025,-35.85744444444445,4,2006-09-13,2010-08-31,1993-04-30,0,4,4884.0,6333.0,4884.0
SN1993M-FUV.fits.gz,SN1993M,FUV,288.256375,-64.29119444444444,8,2004-08-28,2008-09-14,1993-04-28,0,8,4141.0,5618.0,4141.0
SN1993M-NUV.fits.gz,SN1993M,NUV,288.256375,-64.29119444444444,13,2007-05-10,2009-09-07,1993-04-28,0,13,5126.0,5976.0,5126.0
SN1993Q-FUV.fits.gz,SN1993Q,FUV,308.9455833333333,-42.79261111111111,2,2007-07-05,2007-08-07,1993-05-28,0,2,5151.0,5185.0,5151.0
SN1993Q-NUV.fits.gz,SN1993Q,NUV,308.9455833333333,-42.79261111111111,2,2007-07-05,2007-08-07,1993-05-28,0,2,5151.0,5185.0,5151.0
SN1993R-FUV.fits.gz,SN1993R,FUV,356.067875,10.76863888888889,4,2003-10-13,2007-09-09,1993-06-02,0,4,3786.0,5213.0,3786.0
SN1993R-NUV.fits.gz,SN1993R,NUV,356.067875,10.76863888888889,5,2003-10-13,2007-09-09,1993-06-02,0,5,3786.0,5213.0,3786.0
SN1993T-FUV.fits.gz,SN1993T,FUV,347.725375,-44.98016666666667,2,2007-08-11,2007-08-23,1993-05-26,0,2,5190.0,5203.0,5190.0
SN1993T-NUV.fits.gz,SN1993T,NUV,347.725375,-44.98016666666667,2,2007-08-11,2007-08-23,1993-05-26,0,2,5190.0,5203.0,5190.0
SN1993Z-FUV.fits.gz,SN1993Z,FUV,137.5816666666667,7.027833333333334,7,2004-02-28,2009-01-24,1993-09-23,0,7,3811.0,5602.0,3811.0
SN1993Z-NUV.fits.gz,SN1993Z,NUV,137.5816666666667,7.027833333333334,7,2004-02-28,2009-01-24,1993-09-23,0,7,3811.0,5602.0,3811.0
SN1994aa-NUV.fits.gz,SN1994aa,NUV,51.20579166666667,-3.042638888888889,1,2003-11-25,2003-11-25,1994-09-14,0,1,3359.0,3359.0,3359.0
SN1994ab-FUV.fits.gz,SN1994ab,FUV,319.2364583333334,-28.33091666666667,1,2006-08-30,2006-08-30,1994-09-13,0,1,4370.0,4370.0,4370.0
SN1994ab-NUV.fits.gz,SN1994ab,NUV,319.2364583333334,-28.33091666666667,1,2006-08-30,2006-08-30,1994-09-13,0,1,4370.0,4370.0,4370.0
SN1994ae-FUV.fits.gz,SN1994ae,FUV,161.7580833333333,17.27522222222222,1,2005-02-28,2005-02-28,1994-11-14,0,1,3759.0,3759.0,3759.0
SN1994ae-NUV.fits.gz,SN1994ae,NUV,161.7580833333333,17.27522222222222,2,2005-02-28,2010-03-20,1994-11-14,0,2,3759.0,5606.0,3759.0
SN1994ah-FUV.fits.gz,SN1994ah,FUV,44.15725,-33.91205555555555,1,2005-11-14,2005-11-14,1994-10-13,0,1,4050.0,4050.0,4050.0
SN1994ah-NUV.fits.gz,SN1994ah,NUV,44.15725,-33.91205555555555,1,2005-11-14,2005-11-14,1994-10-13,0,1,4050.0,4050.0,4050.0
SN1994am-FUV.fits.gz,SN1994am,FUV,40.00858333333333,-1.620805555555556,1,2007-11-08,2007-11-08,1994-02-04,0,1,5025.0,5025.0,5025.0
SN1994am-NUV.fits.gz,SN1994am,NUV,40.00858333333333,-1.620805555555556,2,2007-11-08,2011-11-22,1994-02-04,0,2,5025.0,6501.0,5025.0
SN1994an-FUV.fits.gz,SN1994an,FUV,341.078625,0.1135277777777778,6,2006-09-12,2008-10-06,1994-10-31,0,6,4335.0,5090.0,4335.0
SN1994an-NUV.fits.gz,SN1994an,NUV,341.078625,0.1135277777777778,9,2006-09-12,2011-08-07,1994-10-31,0,9,4335.0,6124.0,4335.0
SN1994C-FUV.fits.gz,SN1994C,FUV,119.1677916666667,44.87202777777778,2,2006-12-28,2007-02-16,1994-03-05,0,2,4682.0,4732.0,4682.0
SN1994C-NUV.fits.gz,SN1994C,NUV,119.1677916666667,44.87202777777778,3,2006-12-28,2010-01-09,1994-03-05,0,3,4682.0,5790.0,4682.0
SN1994F-FUV.fits.gz,SN1994F,FUV,177.4980416666667,10.71605555555555,1,2004-03-28,2004-03-28,1994-01-09,0,1,3731.0,3731.0,3731.0
SN1994F-NUV.fits.gz,SN1994F,NUV,177.4980416666667,10.71605555555555,1,2004-03-28,2004-03-28,1994-01-09,0,1,3731.0,3731.0,3731.0
SN1994G-FUV.fits.gz,SN1994G,FUV,154.8611666666667,50.87205555555555,1,2004-01-22,2004-01-22,1994-02-13,0,1,3630.0,3630.0,3630.0
SN1994G-NUV.fits.gz,SN1994G,NUV,154.8611666666667,50.87205555555555,2,2004-01-22,2010-01-20,1994-02-13,0,2,3630.0,5821.0,3630.0
SN1994H-NUV.fits.gz,SN1994H,NUV,40.01958333333334,-1.568444444444445,1,2011-11-22,2011-11-22,1994-01-08,0,1,6528.0,6528.0,6528.0
SN1994J-FUV.fits.gz,SN1994J,FUV,150.402875,54.58225,1,2004-01-20,2004-01-20,1994-03-05,0,1,3609.0,3609.0,3609.0
SN1994J-NUV.fits.gz,SN1994J,NUV,150.402875,54.58225,1,2004-01-20,2004-01-20,1994-03-05,0,1,3609.0,3609.0,3609.0
SN1994K-FUV.fits.gz,SN1994K,FUV,150.1025,12.87541666666667,1,2006-03-01,2006-03-01,1994-04-01,0,1,4353.0,4353.0,4353.0
SN1994K-NUV.fits.gz,SN1994K,NUV,150.1025,12.87541666666667,1,2006-03-01,2006-03-01,1994-04-01,0,1,4353.0,4353.0,4353.0
