name,disc_date,galex_ra,galex_dec,osc_host,epochs_total,epochs_pre,epochs_post,delta_t_first,delta_t_last,delta_t_next,ned_objname,ned_ra,ned_dec,posn_ref,ned_type,z,z_err,z_ref,h_dist,h_dist_err,a_v,a_k,sep,offset,offset_verdict,z_indep_dist,z_indep_dist_err,z_indep_ref,pgc,pref_dist,pref_dist_err,pref_dist_ref,P_Ia
SDSS-II SN 4714,2005-09-22,2h28m36.57s,-0d12m19.8s,SDSS J22836.63-001219.1,60,56,4,334,777,756,SDSS J022836.63-001219.1,02h28m36.566s,-00d12m19.84s,2010ApJ...713.1026D,G,0.435,,2010ApJ...713.1026D,1859.56,130.24,0.07200000000000001,0.008,0.001,0.6517619610000001,,,,,,1859.56,130.24,2010ApJ...713.1026D,0.965
SDSS-II SN 4803,2005-09-24,2h10m15.373s,0d18m07.67s,,6,2,4,670,1151,1124,SDSS-II SN 04803 HOST,02h10m15.362s,+00d18m07.27s,2010ApJ...713.1026D,G,0.39799999999999996,,2010ApJ...713.1026D,1700.78,119.14,0.07200000000000001,0.008,0.006999999999999999,3.5678363560000004,,,,,,1700.78,119.14,2010ApJ...713.1026D,0.9990000000000001
SDSS-II SN 4808,2005-10-01,2h20m16.653s,0d24m41.18s,SDSS J22016.64+002440.3,4,2,2,677,1119,1119,SDSS J022016.65+002440.3,02h20m16.654s,+00d24m40.36s,2016SDSSD.C...0000:,G,0.34931,5.9999999999999995e-05,2016SDSSD.C...0000:,1492.4,104.56,0.099,0.011000000000000001,0.013999999999999999,5.952447899,,,,,,1492.4,104.56,2016SDSSD.C...0000:,0.929
SDSS-II SN 4857,2005-09-13,1h31m30.984s,-0d09m18.396s,SDSS J13131.01-000918.4,12,4,8,352,1129,387,SDSS-II SN 04857,01h31m31.023s,-00d09m18.29s,2007SDSS6.C...0000:,G,0.32799999999999996,,2011ApJ...738..162S,1400.43,98.12,0.10300000000000001,0.011000000000000001,0.009000000000000001,4.05175033,,,,,,1400.43,98.12,2011ApJ...738..162S,0.998
SDSS-II SN 4978,2005-10-01,23h22m38.517s,-0d25m44.82s,SDSS J32238.51-002544.9,18,6,12,767,1486,1059,SDSS-II SN 04978,23h22m38.517s,-00d25m44.82s,2011ApJ...738..162S,VisS,0.27899999999999997,,2011ApJ...738..162S,1189.64,83.39,0.11699999999999999,0.013000000000000001,0.0,0.0,,,,,,1189.64,83.39,2011ApJ...738..162S,1.0
SDSS-II SN 5178,2005-09-15,3h29m06.264s,0d42m49.18s,SDSS J32906.27+004249.3,7,2,5,660,1534,834,SDSS-II SN 05178,03h29m06.274s,+00d42m49.25s,2007SDSS6.C...0000:,G,0.455,,2011ApJ...738..162S,1946.36,136.32,0.34700000000000003,0.038,0.003,1.5648934030000001,,,,,,1946.36,136.32,2011ApJ...738..162S,0.9940000000000001
SDSS-II SN 5199,2005-10-01,23h15m10.196s,-0d59m41.59s,SDSS J31510.19-005941.1,8,4,4,768,1103,361,SDSS-II SN 05199,23h15m10.181s,-00d59m41.78s,2010ApJ...713.1026D,VisS,0.21899999999999997,,2011ApJ...738..162S,932.67,65.43,0.11599999999999999,0.013000000000000001,0.005,1.340029474,,,,,,932.67,65.43,2011ApJ...738..162S,1.0
SDSS-II SN 5209,2005-09-26,23h59m39.12s,-1d00m58.5s,SDSS J35939.20-010058.8,18,2,16,706,775,393,WISEA J235939.20-010058.8,23h59m39.206s,-01d00m58.89s,2007SDSS6.C...0000:,G,0.28436,5.9999999999999995e-05,2016SDSSD.C...0000:,1212.71,85.0,0.114,0.013000000000000001,0.022000000000000002,7.962481252000001,,,,,,1212.71,85.0,2016SDSSD.C...0000:,0.993
SDSS-II SN 5230,2005-10-01,22h19m10.32s,0d50m19.5s,SDSS J21910.35+005019.6,213,114,99,761,2202,344,WISEA J221910.34+005019.3,22h19m10.355s,+00d50m19.54s,2007SDSS6.C...0000:,G,0.32205,1e-05,2016SDSSD.C...0000:,1374.13,96.29,0.177,0.02,0.008,3.523202303,,,,,,1374.13,96.29,2016SDSSD.C...0000:,0.9990000000000001
SDSS-II SN 5247,2005-10-01,1h33m51.846s,-0d55m25.04s,SDSS J13351.83-005525.3,10,4,6,370,1113,369,SDSS-II SN 05247,01h33m51.826s,-00d55m25.36s,2007SDSS6.C...0000:,G,0.165,,2011ApJ...738..162S,702.38,49.36,0.098,0.011000000000000001,0.006999999999999999,1.5037808830000001,,,,,,702.38,49.36,2011ApJ...738..162S,0.983
SDSS-II SN 5468,2005-09-13,22h50m07.38s,0d24m17.5s,,12,6,6,399,1121,365,SDSS-II SN 05468 HOST,22h50m07.361s,+00d24m17.14s,2010ApJ...713.1026D,G,0.27699999999999997,,2010ApJ...713.1026D,1181.08,82.79,0.294,0.032,0.008,2.6426454809999997,,,,,,1181.08,82.79,2010ApJ...713.1026D,1.0
SDSS-II SN 5473,2005-10-01,23h38m56.808s,0d23m00.55s,SDSS J33856.79+002300.0,8,4,4,718,719,359,WISEA J233856.78+002300.1,23h38m56.796s,+00d23m00.07s,2007SDSS6.C...0000:,G,0.28,0.01,2011ApJ...738..162S,1193.94,94.01,0.105,0.012,0.009000000000000001,2.982419933,,,,,,1193.94,94.01,2011ApJ...738..162S,1.0
SDSS-II SN 5486,2005-10-05,22h12m59.517s,-0d24m43.2s,SDSS J21259.50-002441.7,56,9,47,424,1819,1051,WISEA J221259.49-002442.3,22h12m59.500s,-00d24m41.76s,2007SDSS6.C...0000:,G,0.2292,0.0005,2011ApJ...738..162S,976.52,68.52,0.242,0.027000000000000003,0.024,6.9643407889999995,,,,,,976.52,68.52,2011ApJ...738..162S,1.0
SDSS-II SN 5590,2005-09-13,23h46m41.52s,-0d52m22s,SDSS J34641.43-005222.0,14,2,12,695,1079,367,SDSS J234641.42-005221.9,23h46m41.429s,-00d52m22.00s,2007SDSS6.C...0000:,G,0.44773999999999997,9e-05,2016SDSSD.C...0000:,1912.37,133.94,0.098,0.011000000000000001,0.023,12.69862294,,,,,,1912.37,133.94,2016SDSSD.C...0000:,0.9990000000000001
SDSS-II SN 5595,2005-10-11,20h52m04.56s,-0d06m08.892s,,15,10,5,785,1374,300,SDSS-II SN 05595,20h52m04.625s,-00d06m08.67s,2007SDSS6.C...0000:,G,0.185,,2011ApJ...738..162S,788.0,55.33,0.32899999999999996,0.036000000000000004,0.016,3.8437050000000004,,,,,,788.0,55.33,2011ApJ...738..162S,0.996
SDSS-II SN 5659,2005-10-11,23h30m33.84s,-0d02m18.7188s,SDSS J33033.92-000218.8,167,109,58,764,1474,8,SDSS J233033.92-000218.8,23h30m33.934s,-00d02m18.98s,2007SDSS6.C...0000:,G,0.49101999999999996,0.0001,2016SDSSD.C...0000:,2097.67,146.9,0.12,0.013000000000000001,0.024,14.62996165,,,,,,2097.67,146.9,2016SDSSD.C...0000:,0.955
SDSS-II SN 5691,2005-10-11,0h24m36.5664s,-0d10m05.1852s,SDSS J02436.55-001005.9,10,4,6,737,749,725,SDSS-II SN 05691,00h24m36.545s,-00d10m05.93s,2007SDSS6.C...0000:,G,0.266,,2011ApJ...738..162S,1134.21,79.52,0.067,0.006999999999999999,0.013999999999999999,4.4596905289999995,,,,,,1134.21,79.52,2011ApJ...738..162S,1.0
SDSS-II SN 5702,2005-10-01,0h50m20.002s,-0d55m08.62s,SDSS J05019.98-005508.6,4,2,2,727,749,749,SDSS-II SN 05702,00h50m19.980s,-00d55m08.90s,2010ApJ...713.1026D,VisS,0.242,,2011ApJ...738..162S,1031.65,72.35,0.11800000000000001,0.013000000000000001,0.008,2.176117473,,,,,5144008.0,1031.65,72.35,2011ApJ...738..162S,1.0
SDSS-II SN 5731,2005-09-26,0h45m21.26s,-0d32m39.9s,,8,2,6,722,735,728,SDSS-II SN 05731,00h45m21.235s,-00d32m40.24s,2010ApJ...713.1026D,VisS,0.373,,2011ApJ...738..162S,1592.64,111.57,0.044000000000000004,0.005,0.009000000000000001,3.9229941839999998,,,,,,1592.64,111.57,2011ApJ...738..162S,0.996
SDSS-II SN 5735,2005-10-01,20h46m38.135s,0d39m02.29s,,34,7,27,775,1418,1025,SDSS-II SN 05735,20h46m38.107s,+00d39m02.05s,2010ApJ...713.1026D,VisS,0.191,,2011ApJ...738..162S,813.76,57.12,0.318,0.035,0.008,1.9197265780000001,,,,,,813.76,57.12,2011ApJ...738..162S,1.0
SDSS-II SN 5747,2005-10-11,0h23m16.616s,0d40m44.24s,SDSS J02316.61+004044.3,28,27,1,767,1469,1469,SDSS-II SN 05747,00h23m16.616s,+00d40m44.24s,2011ApJ...738..162S,VisS,0.47600000000000003,,2011ApJ...738..162S,2033.57,142.41,0.07,0.008,0.0,0.0,,,,,,2033.57,142.41,2011ApJ...738..162S,0.971
SDSS-II SN 5869,2005-09-27,1h49m28.896s,-0d46m36.7248s,SDSS J14928.97-004638.3,8,4,4,358,1118,1119,WISEA J014928.95-004638.6,01h49m28.978s,-00d46m38.37s,2007SDSS6.C...0000:,G,0.15838,2e-05,2016SDSSD.C...0000:,674.23,47.39,0.091,0.01,0.034,6.759789764,,,,,5193070.0,674.23,47.39,2016SDSSD.C...0000:,0.9179999999999999
SDSS-II SN 5890,2005-10-05,22h10m03.759s,0d36m33.13s,SDSS J21003.78+003634.8,57,9,48,424,1782,354,WISEA J221003.79+003634.8,22h10m03.784s,+00d36m34.93s,2007SDSS6.C...0000:,G,0.1796,0.0005,2011ApJ...738..162S,764.11,53.7,0.11699999999999999,0.013000000000000001,0.03,6.861244778,,,,,,764.11,53.7,2011ApJ...738..162S,1.0
SDSS-II SN 5897,2005-10-12,2h32m39.33s,-0d48m14.44s,SDSS J23239.38-004814.8,16,2,14,715,1134,24,SDSS-II SN 05897,02h32m39.363s,-00d48m14.89s,2007SDSS6.C...0000:,G,0.33299999999999996,,2011ApJ...738..162S,1422.79,99.69,0.078,0.009000000000000001,0.011000000000000001,4.628614011,,,,,5193873.0,1422.79,99.69,2011ApJ...738..162S,0.993
SDSS-II SN 5917,2005-10-12,0h24m08.866s,-0d15m18.13s,SDSS J02408.96-001519.9,10,4,6,738,748,724,SDSS-II SN 05917,00h24m08.839s,-00d15m18.47s,2010ApJ...713.1026D,VisS,0.309,,2011ApJ...738..162S,1318.37,92.39,0.07,0.008,0.009000000000000001,3.3950373739999997,,,,,,1318.37,92.39,2011ApJ...738..162S,1.0
SDSS-II SN 5925,2005-09-27,1h44m39.02s,-1d08m45.8s,SDSS J14439.00-010846.1,6,4,2,358,1118,1119,SDSS-II SN 05925,01h44m39.020s,-01d08m45.80s,2011ApJ...738..162S,VisS,0.184,,2011ApJ...738..162S,783.9,55.04,0.081,0.009000000000000001,0.0,0.0,,,,,5096174.0,783.9,55.04,2011ApJ...738..162S,0.9890000000000001
SDSS-II SN 5963,2005-10-12,0h44m19.45s,0d28m46.2s,SDSS J04419.42+002847.0,12,2,10,738,745,696,WISEA J004419.46+002848.4,00h44m19.428s,+00d28m46.93s,2007SDSS6.C...0000:,G,0.2356,0.0005,2011ApJ...738..162S,1004.17,70.46,0.052000000000000005,0.006,0.013000000000000001,3.921689668,,,,,,1004.17,70.46,2011ApJ...738..162S,1.0
SDSS-II SN 6225,2005-10-20,0h01m09s,-1d00m01.4s,SDSS J00109.02-010000.8,8,2,6,730,718,711,SDSS J000109.00-010001.0,00h01m09.003s,-01d00m01.05s,2007SDSS6.C...0000:,G,0.33299999999999996,,2010ApJ...713.1026D,1421.03,99.56,0.105,0.012,0.006,2.441577928,,,,,,1421.03,99.56,2010ApJ...713.1026D,0.9990000000000001
SDSS-II SN 6275,2005-10-20,2h18m21.557s,0d01m48.04s,SDSS J21821.55+000147.9,6,2,4,696,1100,1100,WISEA J021821.54+000147.9,02h18m21.557s,+00d01m47.88s,2007SDSS6.C...0000:,G,0.2731,0.0005,2011ApJ...738..162S,1166.0,81.76,0.10800000000000001,0.012,0.003,0.907903655,,,,,5199722.0,1166.0,81.76,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 6479,2005-10-21,21h21m37.753s,0d35m00.81s,SDSS J12137.75+003500.9,17,7,10,433,2113,643,WISEA J212137.80+003500.6,21h21m37.751s,+00d35m00.97s,2007SDSS6.C...0000:,G,0.23399999999999999,0.0005,2011ApJ...738..162S,997.5,69.99,0.195,0.022000000000000002,0.002,0.787246445,,,,,,997.5,69.99,2011ApJ...738..162S,1.0
SDSS-II SN 6491,2005-10-12,1h06m35.58s,0d32m26.7s,SDSS J10635.58+003226.6,22,2,20,736,1812,725,SDSS-II SN 06491,01h06m35.6s,+00d32m27s,2012ApJ...755...61S,SN,0.1104,0.0002,2012ApJ...755...61S,468.19,33.07,0.086,0.009000000000000001,0.001,0.973202929,,,,,3115525.0,468.19,33.07,2012ApJ...755...61S,1.0
SDSS-II SN 6496,2005-10-21,20h44m15.84s,0d03m07.333s,SDSS J04415.95+000307.0,17,9,8,795,1717,1005,SDSS J204415.94+000307.0,20h44m15.942s,+00d03m07.27s,2007SDSS6.C...0000:,G,0.3088,0.0005,2011ApJ...738..162S,1318.31,92.41,0.203,0.022000000000000002,0.025,9.82504766,,,,,,1318.31,92.41,2011ApJ...738..162S,0.9620000000000001
SDSS-II SN 6501,2005-10-14,21h00m37.652s,0d07m53.38s,SDSS J10037.60+000753.6,14,7,7,781,1372,1054,SDSS J210037.60+000753.6,21h00m37.646s,+00d07m53.22s,2010ApJ...713.1026D,G,0.33799999999999997,,2010ApJ...713.1026D,1443.15,101.11,0.21899999999999997,0.024,0.003,1.28440294,,,,,,1443.15,101.11,2010ApJ...713.1026D,0.9590000000000001
SDSS-II SN 6530,2005-10-12,0h57m18.984s,0d01m16.88s,SDSS J05718.99+000116.8,8,2,6,736,747,725,SDSS J005718.99+000116.8,00h57m18.991s,+00d01m16.92s,2007SDSS6.C...0000:,G,0.1934,0.0002,2011ApJ...738..162S,823.57,57.82,0.068,0.008,0.002,0.451512985,,,,,,823.57,57.82,2011ApJ...738..162S,1.0
SDSS-II SN 6556,2005-10-21,0h28m03.79s,-1d04m27.1s,SDSS J02803.78-010427.1,14,4,10,747,751,715,WISEA J002803.78-010426.8,00h28m03.787s,-01d04m27.09s,2007SDSS6.C...0000:,G,0.2583,2.9999999999999997e-05,2016SDSSD.C...0000:,1101.26,77.21,0.054000000000000006,0.006,0.001,0.247401287,,,,,,1101.26,77.21,2016SDSSD.C...0000:,1.0
SDSS-II SN 6618,2005-10-20,2h47m40.72s,0d57m51.12s,SDSS J24740.64+005753.3,8,2,6,724,1109,729,SDSS-II SN 06618,02h47m40.689s,+00d57m50.98s,2010ApJ...713.1026D,VisS,0.289,,2011ApJ...738..162S,1234.61,86.53,0.125,0.013999999999999999,0.008,2.916022333,,,,,,1234.61,86.53,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 6709,2005-10-21,23h35m58.286s,0d36m49.19s,SDSS J33558.28+003647.2,8,4,4,738,699,339,SDSS-II SN 06709,23h35m58.286s,+00d36m49.19s,2011ApJ...738..162S,VisS,0.299,,2011ApJ...738..162S,1275.3,89.37,0.094,0.01,0.0,0.0,,,,,,1275.3,89.37,2011ApJ...738..162S,0.927
SDSS-II SN 6807,2005-11-02,22h32m16.56s,-1d08m44.016s,SDSS J23216.56-010843.7,2,1,1,434,2170,2171,WISEA J223216.54-010843.5,22h32m16.559s,-01d08m43.75s,2007SDSS6.C...0000:,G,0.29628000000000004,5.9999999999999995e-05,2016SDSSD.C...0000:,1263.73,88.56,0.196,0.022000000000000002,0.004,1.640104327,,,,,,1263.73,88.56,2016SDSSD.C...0000:,0.919
SDSS-II SN 6816,2005-10-22,2h18m04.929s,0d06m43.56s,SDSS J21804.91+000644.2,6,2,4,698,1098,1098,SDSS-II SN 06816,02h18m04.907s,+00d06m44.15s,2007SDSS6.C...0000:,G,0.266,,2011ApJ...738..162S,1135.59,79.61,0.109,0.012,0.012,3.7362662610000004,,,,,5199702.0,1135.59,79.61,2011ApJ...738..162S,0.917
SDSS-II SN 6831,2005-10-20,2h20m02.696s,0d43m17.33s,SDSS J22002.80+004318.4,4,2,2,696,1100,1100,WISEA J022002.80+004318.3,02h20m02.800s,+00d43m18.50s,2015NEDR....1M...1S,G,0.2117,0.01,2011ApJ...738..162S,903.06,76.48,0.1,0.011000000000000001,0.032,8.577358276,,,,,5240002.0,903.06,76.48,2011ApJ...738..162S,1.0
SDSS-II SN 6851,2005-10-23,3h28m25.087s,-0d02m54.71s,SDSS J32825.09-000255.6,8,2,6,698,1149,794,WISEA J032825.07-000255.3,03h28m25.094s,-00d02m55.61s,2007SDSS6.C...0000:,G,0.3049,0.0001,2011ApJ...738..162S,1303.51,91.35,0.35100000000000003,0.039,0.015,5.726212027000001,,,,,,1303.51,91.35,2011ApJ...738..162S,1.0
SDSS-II SN 6895,2005-10-23,22h00m46.29s,0d55m41.68s,SDSS J20046.28+005541.3,13,8,5,442,1419,1064,WISEA J220046.28+005541.3,22h00m46.285s,+00d55m41.44s,2007SDSS6.C...0000:,G,0.2174,0.0005,2011ApJ...738..162S,926.05,65.0,0.154,0.017,0.005,1.13580046,,,,,,926.05,65.0,2011ApJ...738..162S,1.0
SDSS-II SN 6896,2005-10-23,22h01m00.898s,1d01m00.53s,SDSS J20100.90+010100.4,27,12,15,442,1419,295,SDSS-II SN 06896,22h01m00.912s,+01d01m00.31s,2007SDSS6.C...0000:,G,0.287,,2011ApJ...738..162S,1224.13,85.8,0.162,0.018000000000000002,0.005,1.813638993,,,,,,1224.13,85.8,2011ApJ...738..162S,0.91
SDSS-II SN 6913,2005-10-23,23h00m59.966s,1d02m12.11s,SDSS J30059.97+010212.3,12,8,4,437,1082,340,SDSS-II SN 06913,23h00m59.968s,+01d02m12.35s,2007SDSS6.C...0000:,G,0.299,,2011ApJ...738..162S,1275.28,89.37,0.16399999999999998,0.018000000000000002,0.004,1.4954033480000002,,,,,,1275.28,89.37,2011ApJ...738..162S,0.993
SDSS-II SN 7051,2005-10-12,23h54m10.08s,0d01m30.1s,SDSS J35410.08+000129.8,8,2,6,722,1058,376,WISEA J235410.09+000128.8,23h54m10.083s,+00d01m28.72s,2007SDSS6.C...0000:,G,0.33,0.01,2011ApJ...738..162S,1408.14,107.56,0.08199999999999999,0.009000000000000001,0.023,9.467207231,,,,,,1408.14,107.56,2011ApJ...738..162S,1.0
SDSS-II SN 7056,2005-10-21,0h09m23.062s,0d08m11.893s,SDSS J00923.05+000811.6,20,2,18,731,1075,711,SDSS-II SN 07056,00h09m23.054s,+00d08m11.61s,2007SDSS6.C...0000:,G,0.24600000000000002,,2011ApJ...738..162S,1048.46,73.52,0.109,0.012,0.005,1.571172304,,,,,5198105.0,1048.46,73.52,2011ApJ...738..162S,0.9940000000000001
SDSS-II SN 7099,2005-10-20,22h51m33.17s,1d10m02.5s,SDSS J25133.17+011001.1,8,6,2,434,1084,1085,SDSS J225133.17+011002.5,22h51m33.170s,+01d10m02.50s,2008AJ....135.1766Z,G,0.2184,0.0005,2011ApJ...738..162S,930.1,65.28,0.294,0.032,0.0,0.0,,,,,,930.1,65.28,2011ApJ...738..162S,1.0
SDSS-II SN 7194,2005-10-14,2h28m38.59s,-0d28m09.6s,SDSS J22838.59-002809.6,62,54,8,356,1095,734,SDSS J022838.59-002809.5,02h28m38.56s,-00d28m08.7s,2012GMSC..C...0000S,UvS,0.36433000000000004,9e-05,2016SDSSD.C...0000:,1556.89,109.06,0.07400000000000001,0.008,0.017,7.61711533,,,,,5140833.0,1556.89,109.06,2016SDSSD.C...0000:,0.976
SDSS-II SN 7195,2005-10-30,2h28m58.49s,-0d32m00.8s,SDSS J22858.47-003200.8,62,54,8,372,1079,718,WISEA J022858.45-003201.0,02h28m58.483s,-00d32m00.81s,2007SDSS6.C...0000:,G,0.36245,5.9999999999999995e-05,2016SDSSD.C...0000:,1548.87,108.5,0.075,0.008,0.002,0.7943212759999999,,,,,5140834.0,1548.87,108.5,2016SDSSD.C...0000:,0.934
SDSS-II SN 7365,2005-09-23,23h29m16.08s,0d34m47.3s,SDSS J32916.13+003447.3,38,19,19,759,1493,3,WISEA J232916.13+003447.1,23h29m16.135s,+00d34m47.28s,2007SDSS6.C...0000:,G,0.406,,2010ApJ...713.1026D,1733.54,121.43,0.102,0.011000000000000001,0.013000000000000001,6.961545124,,,,,,1733.54,121.43,2010ApJ...713.1026D,0.961
SDSS-II SN 7373,2005-10-28,23h31m13.177s,0d35m17.9s,SDSS J33113.19+003516.9,53,22,31,745,1458,312,WISEA J233113.18+003516.6,23h31m13.196s,+00d35m16.94s,2007SDSS6.C...0000:,G,0.2799,0.0005,2011ApJ...738..162S,1193.49,83.68,0.09699999999999999,0.011000000000000001,0.017,5.823895264,,,,,,1193.49,83.68,2011ApJ...738..162S,1.0
SDSS-II SN 7374,2005-10-23,23h32m03.06s,0d37m12.98s,,250,105,145,740,1460,316,SDSS-II SN 07374,23h32m03.060s,+00d37m12.98s,2011ApJ...738..162S,VisS,0.345,,2011ApJ...738..162S,1472.3,103.15,0.102,0.011000000000000001,0.0,0.0,,,,,,1472.3,103.15,2011ApJ...738..162S,0.998
SDSS-II SN 7413,2005-09-09,1h00m10.891s,0d28m28.99s,,6,2,4,703,792,758,SDSS-II SN 07413 HOST,01h00m10.850s,+00d28m28.67s,2010ApJ...713.1026D,G,0.38,0.031,2010ApJ...713.1026D,1622.75,113.67,0.077,0.008,0.012,5.473748721000001,,,,,,1622.75,113.67,2010ApJ...713.1026D,0.968
SDSS-II SN 7457,2005-11-02,23h23m36.756s,-0d22m19.85s,SDSS J32336.76-002219.8,18,6,12,799,1454,1027,WISEA J232336.74-002219.8,23h23m36.743s,-00d22m19.89s,2007SDSS6.C...0000:,G,0.254,0.01,2011ApJ...738..162S,1082.57,87.16,0.10300000000000001,0.011000000000000001,0.004,1.044757488,,,,,,1082.57,87.16,2011ApJ...738..162S,1.0
SDSS-II SN 7479,2005-10-31,0h28m54.194s,-0d24m34.13s,SDSS J02854.20-002434.2,10,4,6,757,692,692,WISEA J002854.22-002434.1,00h28m54.203s,-00d24m34.09s,2007SDSS6.C...0000:,G,0.2272,0.0001,2011ApJ...738..162S,968.08,67.91,0.053,0.006,0.002,0.664680605,,,,,,968.08,67.91,2011ApJ...738..162S,1.0
SDSS-II SN 7502,2005-10-12,1h32m32.38s,-0d22m07.7s,SDSS J13232.38-002207.7,8,4,4,381,1095,358,WISEA J013232.38-002207.3,01h32m32.375s,-00d22m07.67s,2007SDSS6.C...0000:,G,0.44983,0.00018,2016SDSSD.C...0000:,1922.22,134.63,0.09,0.01,0.002,0.754982275,,,,,5196190.0,1922.22,134.63,2016SDSSD.C...0000:,0.985
SDSS-II SN 7600,2005-10-28,23h10m27.36s,-1d06m27.68s,SDSS J31027.26-010627.7,14,10,4,796,1077,350,WISEA J231027.27-010627.6,23h10m27.260s,-01d06m27.74s,2007SDSS6.C...0000:,G,0.188,0.0005,2011ApJ...738..162S,799.91,56.2,0.09699999999999999,0.011000000000000001,0.025,5.864005214,,,,,,799.91,56.2,2011ApJ...738..162S,1.0
SDSS-II SN 7644,2005-11-23,23h35m44.41s,0d52m06.02s,SDSS J33544.40+005205.8,8,4,4,771,666,306,SDSS J233544.40+005205.8,23h35m44.405s,+00d52m05.94s,2007SDSS6.C...0000:,G,0.3102,0.0005,2011ApJ...738..162S,1323.27,92.75,0.102,0.011000000000000001,0.002,0.706777015,,,,,,1323.27,92.75,2011ApJ...738..162S,1.0
SDSS-II SN 7699,2005-10-21,0h24m57.293s,-1d12m56.51s,SDSS J02457.29-011256.6,10,4,6,747,736,715,SDSS-II SN 07699,00h24m57.276s,-01d12m56.77s,2010ApJ...713.1026D,VisS,0.175,,2011ApJ...738..162S,744.5,52.3,0.062,0.006999999999999999,0.006,1.324185502,,,,,5095498.0,744.5,52.3,2011ApJ...738..162S,0.919
SDSS-II SN 7717,2005-10-26,0h57m45.72s,-1d13m56.4s,SDSS J05745.71-011356.4,10,2,8,752,1070,1060,WISEA J005745.81-011356.6,00h57m45.712s,-01d13m56.39s,2007SDSS6.C...0000:,G,0.32899999999999996,,2010ApJ...713.1026D,1404.33,98.39,0.14300000000000002,0.016,0.002,0.8231481009999999,,,,,5095791.0,1404.33,98.39,2010ApJ...713.1026D,0.998
SDSS-II SN 7736,2005-10-23,21h51m00.72s,0d07m04.9548s,,13,11,2,796,1060,1060,SDSS-II SN 07736,21h51m00.665s,+00d07m04.95s,2011ApJ...738..162S,VisS,0.153,,2011ApJ...738..162S,650.32,45.72,0.39899999999999997,0.044000000000000004,0.013999999999999999,2.622713257,,,,,,650.32,45.72,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 779,2005-09-15,1h46m41.7s,-1d01m14.1s,SDSS J14641.70-010114.2,6,4,2,346,1130,1131,WISEA J014641.73-010114.4,01h46m41.701s,-01d01m14.32s,2007SDSS6.C...0000:,G,0.2377,0.0005,2011ApJ...738..162S,1013.91,71.14,0.091,0.01,0.004,1.089073199,,,,,,1013.91,71.14,2011ApJ...738..162S,1.0
SDSS-II SN 7802,2005-10-27,23h02m18.269s,0d43m45.03s,SDSS J30218.09+004345.8,7,5,2,441,1078,1078,SDSS-II SN 07802,23h02m18.216s,+00d43m44.76s,2010ApJ...713.1026D,VisS,0.203,,2011ApJ...738..162S,864.13,60.64,0.126,0.013999999999999999,0.013999999999999999,3.541323292,,,,,,864.13,60.64,2011ApJ...738..162S,0.996
SDSS-II SN 7824,2005-10-27,23h15m15.134s,-0d04m50.85s,SDSS J31515.16-000450.9,8,4,4,794,1429,1079,WISEA J231515.15-000450.9,23h15m15.150s,-00d04m50.92s,2007SDSS6.C...0000:,G,0.2871,0.0005,2011ApJ...738..162S,1224.32,85.84,0.105,0.012,0.004,1.4913215130000002,,,,,,1224.32,85.84,2011ApJ...738..162S,1.0
SDSS-II SN 7835,2005-10-20,0h05m49.9776s,-0d04m49.9908s,SDSS J00549.95-000450.0,14,2,12,730,748,712,SDSS J000549.94-000449.9,00h05m49.946s,-00d04m49.97s,2007SDSS6.C...0000:,G,0.1569,2e-05,2016SDSSD.C...0000:,666.87,46.88,0.095,0.01,0.008,1.5467392530000001,,,,,5145061.0,666.87,46.88,2016SDSSD.C...0000:,0.997
SDSS-II SN 7884,2005-10-12,1h27m04.184s,0d07m24.49s,SDSS J12704.20+000724.6,6,4,2,381,722,723,WISEA J012704.21+000724.3,01h27m04.199s,+00d07m24.58s,2007SDSS6.C...0000:,G,0.344,,2010ApJ...713.1026D,1468.89,102.91,0.08800000000000001,0.01,0.004,1.7320803580000002,,,,,,1468.89,102.91,2010ApJ...713.1026D,0.981
SDSS-II SN 7954,2005-11-03,22h10m42.481s,0d20m51.99s,SDSS J21042.44+002052.1,57,9,48,453,1753,325,WISEA J221042.45+002052.1,22h10m42.446s,+00d20m52.19s,2007SDSS6.C...0000:,G,0.2553,0.0005,2011ApJ...738..162S,1088.31,76.33,0.12300000000000001,0.013999999999999999,0.01,2.980125777,,,,,,1088.31,76.33,2011ApJ...738..162S,1.0
SDSS-II SN 7986,2005-10-20,22h10m29.04s,-0d26m15.216s,,52,9,43,439,1765,1036,SDSS-II SN 07986,22h10m29.148s,-00d26m15.22s,2011ApJ...738..162S,VisS,0.406,,2011ApJ...738..162S,1733.73,121.44,0.225,0.025,0.027000000000000003,13.665969699999998,,,,,,1733.73,121.44,2011ApJ...738..162S,0.975
SDSS-II SN 8004,2005-10-27,23h10m06.84s,-0d33m28.72s,SDSS J31006.87-003328.9,8,6,2,793,1079,1079,WISEA J231006.88-003328.9,23h10m06.871s,-00d33m28.91s,2007SDSS6.C...0000:,G,0.3514,0.0001,2011ApJ...738..162S,1499.7,105.07,0.096,0.011000000000000001,0.008,3.667583243,,,,,,1499.7,105.07,2011ApJ...738..162S,0.98
