name,disc_date,galex_ra,galex_dec,osc_host,epochs_total,epochs_pre,epochs_post,delta_t_first,delta_t_last,delta_t_next,ned_objname,ned_ra,ned_dec,posn_ref,ned_type,z,z_err,z_ref,h_dist,h_dist_err,a_v,a_k,sep,offset,offset_verdict,z_indep_dist,z_indep_dist_err,z_indep_ref,pgc,pref_dist,pref_dist_err,pref_dist_ref,P_Ia
SDSS-II SN 8092,2005-10-14,3h20m36.286s,0d05m38.26s,,10,2,8,689,1157,1157,SDSS-II SN 08092,03h20m36.278s,+00d05m37.93s,2010ApJ...713.1026D,VisS,0.275,,2011ApJ...738..162S,1175.3,82.38,0.22699999999999998,0.025,0.006,2.006375951,,,,,,1175.3,82.38,2011ApJ...738..162S,1.0
SDSS-II SN 8114,2005-10-20,23h28m51.992s,0d13m42.29s,SDSS J32852.04+001342.8,298,223,75,786,1466,0,WISEA J232852.03+001342.9,23h28m52.038s,+00d13m42.73s,2007SDSS6.C...0000:,G,0.3718,0.0005,2011ApJ...738..162S,1587.08,111.2,0.121,0.013000000000000001,0.013000000000000001,6.321899922,,,,,,1587.08,111.2,2011ApJ...738..162S,0.9059999999999999
SDSS-II SN 8165,2005-10-26,3h20m54.07s,-1d06m33.8s,SDSS J32054.18-010634.0,10,2,8,701,1145,725,WISEA J032054.20-010634.5,03h20m54.195s,-01d06m34.08s,2007SDSS6.C...0000:,G,0.319,,2010ApJ...713.1026D,1363.76,95.56,0.204,0.022000000000000002,0.031,12.5654866,,,,,,1363.76,95.56,2010ApJ...713.1026D,0.9790000000000001
SDSS-II SN 8216,2005-10-30,22h05m04.677s,-0d03m07.91s,SDSS J20504.67-000307.5,18,5,13,449,1428,287,SDSS-II SN 08216,22h05m04.677s,-00d03m07.63s,2007SDSS6.C...0000:,G,0.11800000000000001,,2011ApJ...738..162S,500.33,35.28,0.16899999999999998,0.019,0.004,0.686496172,,,,,,500.33,35.28,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 8226,2005-10-20,22h19m16.141s,0d44m57.12s,,214,114,100,780,2183,325,SDSS-II SN 08226 HOST,22h19m16.128s,+00d44m56.83s,2010ApJ...713.1026D,G,0.429,,2010ApJ...713.1026D,1832.17,128.32,0.162,0.018000000000000002,0.006,3.1041515989999997,,,,,,1832.17,128.32,2010ApJ...713.1026D,0.9540000000000001
SDSS-II SN 8254,2005-11-03,23h24m39.36s,0d49m11.9s,SDSS J32439.30+004911.8,23,10,13,800,1452,1026,WISEA J232439.30+004912.5,23h24m39.304s,+00d49m11.83s,2007SDSS6.C...0000:,G,0.18899999999999997,0.0005,2011ApJ...738..162S,804.18,56.49,0.10400000000000001,0.011000000000000001,0.013999999999999999,3.310106194,,,,,,804.18,56.49,2011ApJ...738..162S,1.0
SDSS-II SN 8280,2005-10-27,0h34m17.558s,0d47m44.02s,SDSS J03417.55+004743.9,18,2,16,757,703,368,WISEA J003417.53+004744.1,00h34m17.555s,+00d47m43.92s,2007SDSS6.C...0000:,G,0.1849,0.0001,2011ApJ...738..162S,786.95,55.26,0.054000000000000006,0.006,0.002,0.421286493,,,,,5179204.0,786.95,55.26,2011ApJ...738..162S,1.0
SDSS-II SN 8290,2005-11-09,3h41m56.424s,1d10m04.08s,SDSS J34156.44+011004.2,4,2,2,709,1122,1122,SDSS-II SN 08290,03h41m56.446s,+01d10m04.23s,2007SDSS6.C...0000:,G,0.318,,2011ApJ...738..162S,1359.89,95.29,0.35100000000000003,0.039,0.006,2.395095772,,,,,,1359.89,95.29,2011ApJ...738..162S,0.993
SDSS-II SN 8307,2005-10-23,2h26m25.087s,0d47m26.32s,SDSS J22625.21+004726.8,64,4,60,699,1096,2,SDSS-II SN 08307,02h26m25.214s,+00d47m26.87s,2007SDSS6.C...0000:,G,0.40299999999999997,0.0,2005ApJS..158..161H,1722.46,120.65,0.092,0.01,0.033,16.60288839,,,,,5148791.0,1722.46,120.65,2005ApJS..158..161H,0.943
SDSS-II SN 8607,2005-10-31,21h34m20.872s,0d09m07.05s,SDSS J13420.87+000907.4,515,149,366,802,2124,265,SDSS J213420.87+000907.2,21h34m20.871s,+00d09m07.24s,2007SDSS6.C...0000:,G,0.26,0.01,2011ApJ...738..162S,1108.72,88.74,0.13699999999999998,0.015,0.003,1.02961353,,,,,,1108.72,88.74,2011ApJ...738..162S,1.0
SDSS-II SN 8651,2005-10-30,1h54m59.76s,-0d31m22.2312s,SDSS J15459.72-003122.4,16,4,12,391,1866,1086,SDSS J015459.71-003122.3,01h54m59.78s,-00d31m23.7s,2012GMSC..C...0000S,UvS,0.41258999999999996,2.9999999999999997e-05,2016SDSSD.C...0000:,1763.05,123.48,0.084,0.009000000000000001,0.025,12.81377571,,,,,,1763.05,123.48,2016SDSSD.C...0000:,0.919
SDSS-II SN 8700,2005-10-26,2h20m26.326s,0d13m37.88s,SDSS J22026.28+001337.8,2,1,1,702,1094,1094,SDSS-II SN 08700,02h20m26.299s,+00d13m37.42s,2010ApJ...713.1026D,VisS,0.391,,2011ApJ...738..162S,1670.97,117.05,0.09699999999999999,0.011000000000000001,0.01,4.979114158,,,,,,1670.97,117.05,2011ApJ...738..162S,0.99
SDSS-II SN 8730,2005-10-26,2h09m05.88s,-0d40m49.1052s,SDSS J20905.85-004049.1,8,4,4,386,1092,1092,SDSS J020905.85-004049.1,02h09m05.62s,-00d40m47.8s,2012GMSC..C...0000S,UvS,0.47065,5e-05,2016SDSSD.C...0000:,2011.92,140.9,0.08900000000000001,0.01,0.068,40.21735386,ok,,,,5193372.0,2011.92,140.9,2016SDSSD.C...0000:,0.955
SDSS-II SN 8888,2005-11-03,0h20m39.773s,0d19m13.94s,SDSS J02039.77+001914.9,69,60,9,790,1446,316,WISEA J002039.78+001916.7,00h20m39.775s,+00d19m17.20s,2007SDSS6.C...0000:,G,0.3985,0.0002,2011ApJ...738..162S,1701.65,119.2,0.07200000000000001,0.008,0.054000000000000006,26.99369868,,,,,,1701.65,119.2,2011ApJ...738..162S,0.924
SDSS-II SN 8912,2005-11-03,20h58m21.84s,-0d09m38.754s,SDSS J05821.78-000939.2,10,6,4,801,1352,1034,SDSS-II SN 08912,20h58m21.781s,-00d09m39.20s,2007SDSS6.C...0000:,G,0.195,,2011ApJ...738..162S,830.75,58.31,0.256,0.027999999999999997,0.017,4.015314929,,,,,,830.75,58.31,2011ApJ...738..162S,0.9840000000000001
SDSS-II SN 893,2005-09-03,0h21m58.61s,-0d07m54s,SDSS J02158.33-000757.8,71,56,15,729,1507,377,SDSS J002158.60-000754.0,00h21m58.605s,-00d07m54.05s,2016SDSSD.C...0000:,G,0.11012999999999999,2.9999999999999997e-05,2016SDSSD.C...0000:,466.66,32.95,0.069,0.008,0.002,0.206260186,,,,,,466.66,32.95,2016SDSSD.C...0000:,1.0
SDSS-II SN 9052,2005-10-30,1h24m09.884s,-0d28m58.84s,,10,4,6,399,1061,705,SDSS-II SN 09052,01h24m09.873s,-00d28m59.09s,2010ApJ...713.1026D,VisS,0.177,,2011ApJ...738..162S,753.64,52.93,0.085,0.009000000000000001,0.005,1.101610537,,,,,,753.64,52.93,2011ApJ...738..162S,1.0
SDSS-II SN 9109,2005-10-31,1h45m33.38s,0d51m02.66s,SDSS J14533.40+005103.1,10,4,6,392,1084,706,SDSS J014533.39+005102.9,01h45m33.394s,+00d51m02.94s,2007SDSS6.C...0000:,G,0.259,,2010ApJ...713.1026D,1105.1,77.48,0.07,0.008,0.006,1.883501151,,,,,,1105.1,77.48,2010ApJ...713.1026D,1.0
SDSS-II SN 9132,2005-10-31,1h05m01.259s,0d32m24.43s,SDSS J10501.23+003224.5,18,2,16,755,727,691,SDSS-II SN 09132 HOST,01h05m01.243s,+00d32m24.04s,2010ApJ...713.1026D,G,0.368,,2010ApJ...713.1026D,1571.41,110.08,0.066,0.006999999999999999,0.008,3.501427315,,,,,,1571.41,110.08,2010ApJ...713.1026D,1.0
SDSS-II SN 9133,2005-11-02,1h06m34.191s,0d27m39.12s,SDSS J10634.20+002738.0,8,2,6,757,725,704,WISEA J010634.19+002738.1,01h06m34.205s,+00d27m38.05s,2007SDSS6.C...0000:,G,0.2672,0.0001,2011ApJ...738..162S,1139.73,79.9,0.077,0.008,0.018000000000000002,6.053763668999999,,,,,5100482.0,1139.73,79.9,2011ApJ...738..162S,1.0
SDSS-II SN 9239,2005-10-27,0h24m56.071s,-1d03m07.2s,,12,4,8,753,732,709,SDSS-II SN 09239,00h24m56.071s,-01d03m07.18s,2011ApJ...738..162S,VisS,0.445,,2011ApJ...738..162S,1900.84,133.13,0.061,0.006999999999999999,0.0,0.18492179,,,,,,1900.84,133.13,2011ApJ...738..162S,0.9940000000000001
SDSS-II SN 9326,2005-10-30,22h57m15.911s,0d37m42.36s,SDSS J25715.87+003741.4,31,8,23,444,1437,1026,WISEA J225715.89+003741.1,22h57m15.880s,+00d37m41.40s,2007SDSS6.C...0000:,G,0.35,0.01,2011ApJ...738..162S,1493.71,113.07,0.135,0.015,0.018000000000000002,7.75717987,,,,,,1493.71,113.07,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 9558,2005-10-30,1h03m56.388s,0d22m52.82s,SDSS J10356.25+002251.5,12,2,10,754,728,707,WISEA J010356.26+002251.5,01h03m56.263s,+00d22m51.50s,2007SDSS6.C...0000:,G,0.3908,0.0002,2011ApJ...738..162S,1669.05,116.92,0.092,0.01,0.039,18.61932617,,,,,5235953.0,1669.05,116.92,2011ApJ...738..162S,0.9470000000000001
SDSS-II SN 9594,2005-11-07,1h10m51.432s,0d07m18.12s,SDSS J11051.44+000717.9,15,2,13,762,1828,700,WISEA J011051.43+000717.8,01h10m51.447s,+00d07m17.89s,2007SDSS6.C...0000:,G,0.298,0.01,2011ApJ...738..162S,1271.69,98.88,0.069,0.008,0.005,1.9922184840000001,,,,,,1271.69,98.88,2011ApJ...738..162S,0.995
SDSS-II SN 9704,2005-10-25,23h37m18.96s,-0d33m51.1s,SDSS J33719.07-003351.2,12,4,8,742,1037,333,WISEA J233719.15-003351.0,23h37m19.074s,-00d33m51.11s,2007SDSS6.C...0000:,G,0.29435,8e-05,2016SDSSD.C...0000:,1255.39,87.98,0.095,0.01,0.027999999999999997,10.45840987,,,,,,1255.39,87.98,2016SDSSD.C...0000:,0.941
SDSS-II SN 9817,2005-11-11,0h20m09.122s,0d35m53.65s,SDSS J02009.08+003553.3,16,8,8,781,706,308,SDSS-II SN 9817,00h20m09.122s,+00d35m53.65s,2011ApJ...738..162S,G,0.224795,1.2e-05,2018PASP..130f4002S,866.0,110.0,0.068,0.006999999999999999,,,ok,,,,5183328.0,956.91,67.12,2016SDSSD.C...0000:,1.0
SDSS-II SN 986,2005-09-03,23h31m14.88s,1d08m30.408s,SDSS J33114.96+010829.9,10,6,4,739,1106,390,WISEA J233114.93+010829.7,23h31m14.947s,+01d08m29.92s,2007SDSS6.C...0000:,G,0.28063,2.9999999999999997e-05,2016SDSSD.C...0000:,1196.59,83.87,0.10300000000000001,0.011000000000000001,0.018000000000000002,6.514316782000001,,,,,,1196.59,83.87,2016SDSSD.C...0000:,1.0
SDSS-II SN 9895,2005-11-02,2h21m03.83s,0d30m15.71s,SDSS J22103.81+003016.0,4,2,2,709,1087,1087,SDSS J022103.80+003016.2,02h21m03.803s,+00d30m16.20s,2007SDSS6.C...0000:,G,0.32799999999999996,0.027,2010ApJ...713.1026D,1446.63,101.26,0.096,0.011000000000000001,,,ok,,,,,1296.9,90.88,2016SDSSD.C...0000:,1.0
SDSS-II SN 9954,2005-11-05,0h26m20.19s,-0d25m31.6s,SDSS J02620.12-002533.5,8,4,4,762,724,724,SDSS J002620.12-002533.5,00h26m20.190s,-00d25m31.60s,2008AJ....135.1766Z,G,0.22846,5e-05,2016SDSSD.C...0000:,973.47,68.27,0.055999999999999994,0.006,0.0,0.0,,,,,5144519.0,973.47,68.27,2016SDSSD.C...0000:,0.9990000000000001
SN2003im,2003-09-30,0h44m59.28s,-8d53m11.5s,2MASX J00445922-0853228,4,2,2,9,21,21,WISEA J004459.24-085322.8,00h44m59.239s,-08d53m22.99s,2007SDSS6.C...0000:,G,0.01936,1e-05,1999A&AS..140..327M,78.24,6.96,0.08900000000000001,0.01,0.192,4.628547019,,,,,,78.24,6.96,1999A&AS..140..327M,1.0
SN2003jr,2003-10-24,1h11m06.23s,0d13m44.2s,A011106+0013,11,2,9,17,2572,1445,ESSENCE d087 HOST,01h11m06.230s,+00d13m44.20s,2003IAUC.8237B...1C,G,0.34,0.001,2006AJ....131.1648B,1451.57,101.79,0.069,0.008,0.0,0.0,,,,,,1451.57,101.79,2006AJ....131.1648B,2.0
SN2003ju,2003-10-24,23h27m01.71s,-9d24m04.5s,A232701-0924,20,2,18,60,2528,316,SDSS J232701.53-092404.6,23h27m01.710s,-09d24m04.50s,2003IAUC.8237B...1C,G,0.203,0.03,2009AJ....137.3731F ,851.48,73.53,0.095,0.01,0.0,0.0,,,,,,851.48,73.53,2006AJ....131.1648B,2.0
SN2003kk,2003-11-15,23h25m36.06s,-9d31m44.7s,A232536-0931,12,2,10,82,2506,1066,GALEXMSC J232536.10-093143.8  ,23h25m36.12s,-09d31m44.7s,1990MNRAS.243..692M,G,0.16399999999999998,0.001,2006AJ....131.1648B,697.3,49.19,0.094,0.01,0.016,3.0667928289999997,,,,,,697.3,49.19,2006AJ....131.1648B,2.0
SN2003kl,2003-11-17,1h09m48.8s,1d00m05.6s,A010948+0100,12,2,10,41,2507,314,SDSS J010948.93+010005.2,01h09m48.800s,+01d00m05.60s,2003IAUC.8251A...1C,G,0.335,0.001,2006AJ....131.1648B,1430.13,100.29,0.096,0.011000000000000001,0.0,0.0,,,,,,1430.13,100.29,2006AJ....131.1648B,2.0
SN2003lc,2003-12-26,1h23m25.82s,30d47m14.9s,UGC 934,10,2,8,118,1758,1051,UGC 00934,01h23m28.33s,+30d47m04.1s,20032MASX.C.......:,G,0.035,2.9999999999999997e-05,1991RC3.9.C...0000d,145.79,11.07,0.146,0.016,0.568,28.48405445,,,,,,145.79,11.07,1991RC3.9.C...0000d,1.0
SN2003lf,2003-12-13,1h08m49.81s,-0d44m13.5s,A010849-0044,10,2,8,67,2523,1394,ESSENCE f076 HOST,01h08m49.810s,-00d44m13.50s,2004IAUC.8261A...1H,G,0.41,0.01,2006AJ....131.1648B,1751.34,129.93,0.10800000000000001,0.012,0.0,0.0,,,,,,1751.34,129.93,2006AJ....131.1648B,2.0
SN2003lj,2003-12-15,1h12m10.03s,0d19m51.3s,A011210+0019,11,2,9,69,2839,1393,ESSENCE f235 HOST,01h12m10.030s,+00d19m51.30s,2004IAUC.8261A...1H,G,0.41700000000000004,0.001,2006AJ....131.1648B,1781.35,124.84,0.08900000000000001,0.01,0.0,0.0,,,,,,1781.35,124.84,2006AJ....131.1648B,2.0
SN2004at,2004-03-12,10h58m45.18s,59d29m12s,MCG +10-16-37,42,2,40,46,1433,311,ARK 271,10h58m46.889s,+59d29m12.49s,2007SDSS6.C...0000:,G,0.02313,7e-05,1985BICDS..29...87K,101.18,8.28,0.033,0.004,0.217,12.32214626,,,,,33043.0,101.18,8.28,1985BICDS..29...87K,1.0
SN2004bj,2004-04-22,13h16m18.03s,7d02m52.7s,MCG +01-34-13,5,2,3,7,1463,740,CGCG 044-046,13h16m17.022s,+07d02m46.66s,2007SDSS6.C...0000:,G,0.05015,0.00011,1998ApJS..119..277G,219.15,15.94,0.086,0.009000000000000001,0.27,16.96565402,,,,,46187.0,219.15,15.94,1998ApJS..119..277G,1.0
SN2004bk,2004-04-22,13h37m28.72s,4d06m11.3s,NGC 5246,3,1,2,6,2547,2547,NGC 5246,13h37m29.366s,+04d06m16.00s,2007SDSS6.C...0000:,G,0.023119999999999998,0.0001,2004SDSS2.C...0000:,103.21,8.41,0.07,0.008,0.179,5.17355278,,,,,,103.21,8.41,2004SDSS2.C...0000:,1.0
SN2004cn,2004-04-17,12h27m28.109s,42d20m28.6s,A122728+4220,4,2,2,21,1048,1049,WISEA J122728.04+422028.1,12h27m28.110s,+42d20m28.60s,2005SDSS4.C...0000:,G,0.023819999999999997,0.00073,2005SDSS4.C...0000:,105.27,9.08,0.08800000000000001,0.01,0.0,0.007423883,,,,,,105.27,9.08,2005SDSS4.C...0000:,1.0
SN2004co,2004-04-17,13h28m33.99s,41d51m08.3s,PGC 2187969,5,2,3,14,2525,51,WISEA J132834.00+415108.2,13h28m33.989s,+41d51m07.80s,1987AJ.....94..501K,G,0.02756,0.0003,2005SDSS4.C...0000:,120.85,9.57,0.031,0.003,0.008,0.286445922,,,,,2187969.0,120.85,9.57,2005SDSS4.C...0000:,1.0
SN2004ey,2004-10-14,21h49m07.81s,0d26m39.2s,UGC 11816,6,4,2,410,1432,1433,UGC 11816,21h49m07.295s,+00d26m50.38s,2007SDSS6.C...0000:,G,0.015790000000000002,2e-05,2006HIPAS.C...0000:,62.68,6.14,0.37799999999999995,0.042,0.22699999999999998,4.4583695489999995,,63.09573445,4.94e-06,2016AJ....152...50T,67410.0,63.09573445,4.94e-06,2016AJ....152...50T,1.0
SN2004fd,2004-10-21,2h43m15.25s,32d25m25.6s,NGC 1060,3,2,1,363,1056,1057,NGC 1060,02h43m15.05s,+32d25m29.9s,20032MASX.C.......:,G,0.01731,7e-05,1991RC3.9.C...0000d,71.11,6.58,0.532,0.059000000000000004,0.084,1.885743065,,,,,,71.11,6.58,1991RC3.9.C...0000d,1.0
SN2004fh,2004-10-09,23h28m27.2s,-8d36m55.2s,A232827-0836,16,4,12,35,2177,353,WISEA J232826.90-083653.1,23h28m26.903s,-08d36m53.07s,2007SDSS6.C...0000:,G,0.22,0.006,2016ApJS..224....3N,851.46,59.75,0.075,0.008,0.08199999999999999,20.52011943,,,,,,851.46,59.75,2004IAUC.8427A...1F,2.0
SN2004fi,2004-10-09,23h29m45.27s,-8d54m36.1s,A232945-0854,18,4,14,35,2177,353,2MASS J23294527-0854361,23h29m45.30s,-08d54m35.9s,1990MNRAS.243..692M,G,0.265,,2007ApJ...666..674M,1129.85,79.21,0.079,0.009000000000000001,0.006999999999999999,2.697438354,,,,,,1129.85,79.21,2007ApJ...666..674M,2.0
SN2004fj,2004-10-11,1h09m51.07s,0d27m21s,A010951+0027,10,2,8,370,2178,1092,GALEXMSC J010950.95+002724.4  ,01h09m51.070s,+00d27m21.00s,2004IAUC.8427A...1F,G,0.187,,2007ApJ...666..674M,796.29,55.9,0.069,0.008,0.0,0.0,,,,,,796.29,55.9,2007ApJ...666..674M,1.0
SN2004fk,2004-10-11,1h13m35.84s,-0d09m27.6s,A011335-0009,14,2,12,370,2538,1087,ESSENCE g055 HOST,01h13m35.840s,-00d09m27.60s,2004IAUC.8427A...1F,G,0.29600000000000004,,2007ApJ...666..674M,1263.16,88.52,0.077,0.009000000000000001,0.0,0.0,,,,,,1263.16,88.52,2007ApJ...666..674M,2.0
SN2004fm,2004-10-11,23h26m58.14s,-9d37m19.4s,A232658-0937,13,2,11,413,2175,735,ESSENCE g052 HOST,23h26m58.140s,-09d37m19.40s,2004IAUC.8427A...1F,G,0.384,0.006,2009AJ....137.3731F,1708.03,119.64,0.085,0.009000000000000001,0.0,0.0,,,,,,1708.03,119.64,2004IAUC.8427A...1F,2.0
SN2004fu,2004-11-04,20h35m11.54s,64d48m25.7s,NGC 6949,6,2,4,128,1029,982,NGC 6949,20h35m06.92s,+64d48m10.1s,20032MASX.C.......:,G,0.00921,2.9999999999999997e-05,1998A&AS..130..333T,37.13,5.02,1.065,0.11699999999999999,0.557,13.59329931,,38.54783577,3.55e-06,2016AJ....152...50T,65010.0,38.54783577,3.55e-06,2016AJ....152...50T,1.0
SN2004gs,2004-12-12,8h38m23.851s,17d37m52.85s,MCG +03-22-20,8,1,7,279,1171,41,ARK 174,08h38m23.848s,+17d37m52.79s,2007SDSS6.C...0000:,G,0.02743,0.00016999999999999999,2007SDSS6.C...0000:,121.19,9.54,0.085,0.009000000000000001,0.001,0.042744983,,122.4616199,9.59e-06,2016AJ....152...50T,24286.0,122.4616199,9.59e-06,2016AJ....152...50T,1.0
SN2004hd,2004-11-14,2h08m48.21s,-4d26m10.4s,A020848-0426,31,1,30,358,2193,1794,SDSS J020848.26-042611.1,02h08m48.210s,-04d26m10.40s,2005IAUC.8464B...1B,G,0.478,0.002,2009AJ....137.3731F,2094.84,146.7,0.055999999999999994,0.006,0.0,0.0,,,,,,2094.84,146.7,2007ApJ...666..674M,2.0
SN2004hh,2004-11-20,2h06m25.01s,-4d38m04s,A020625-0438,39,1,38,364,2187,1788,WISEA J020624.81-043805.3,02h06m24.77s,-04d38m05.5s,1990MNRAS.243..692M,G,0.21100000000000002,0.005,2009AJ....137.3731F,852.8,59.85,0.068,0.006999999999999999,0.065,16.20662877,,,,,,852.8,59.85,2005IAUC.8464B...1B,2.0
SN2004hk,2004-12-05,23h27m04.38s,-8d38m45.1s,A232704-0838,19,4,15,92,2120,296,ESSENCE J232704.38-083845.1,23h27m04.380s,-08d38m45.10s,2005IAUC.8464B...1B,G,0.271,0.006,2016ApJS..224....3N,1279.73,89.68,0.07200000000000001,0.008,0.0,0.0,,,,,,1279.73,89.68,2005IAUC.8464B...1B,1.5
SN2004hr,2004-12-11,1h08m48.33s,0d00m49.5s,A010848+0000,14,2,12,431,2159,1030,ESSENCE J010848.33+000049.5,01h08m48.330s,+00d00m49.50s,2005IAUC.8464B...1B,G,0.409,,2007ApJ...666..674M,1747.05,122.37,0.08900000000000001,0.01,0.0,0.0,,,,,,1747.05,122.37,2007ApJ...666..674M,2.0
SN2004ia,2004-10-08,2h18m02.3s,-0d33m32.4s,A021802-0033,4,2,2,319,1477,1478,WISEA J021802.07-003334.9,02h18m02.073s,-00d33m34.67s,2007SDSS6.C...0000:,G,0.1437,5e-05,2004SDSS2.C...0000:,611.82,43.04,0.098,0.011000000000000001,0.068,12.21862644,,,,,,611.82,43.04,2004SDSS2.C...0000:,1.0
SN2004id,2004-10-16,0h06m29.64s,-0d28m22.3s,A000629-0028,12,2,10,361,1443,1081,SDSS J000629.64-002822.3,00h06m29.814s,-00d28m25.91s,2007SDSS6.C...0000:,G,0.14400000000000002,,2005IAUC.8481A...1A,611.61,43.02,0.09699999999999999,0.011000000000000001,0.07400000000000001,13.32838016,,,,,,611.61,43.02,2005IAUC.8481A...1A,1.0
SN2004ie,2004-10-16,22h01m46.58s,1d14m12s,A220146+0114,17,4,13,69,1791,667,WISEA J220147.11+011412.5,22h01m47.095s,+01d14m12.72s,2007SDSS6.C...0000:,G,0.052000000000000005,,2005IAUC.8481A...1A,217.67,15.83,0.141,0.015,0.129,8.382587922999999,,,,,,217.67,15.83,2005IAUC.8481A...1A,1.0
SN2004if,2004-10-16,22h39m08.54s,-0d51m54.6s,A223908-0051,13,11,2,66,1432,1433,SDSS J223908.54-005154.6,22h39m08.738s,-00d51m55.27s,2007SDSS6.C...0000:,G,0.322,,2005IAUC.8481A...1A,1373.85,96.27,0.133,0.015,0.05,20.36991118,,,,,,1373.85,96.27,2005IAUC.8481A...1A,1.0
SN2004ig,2004-10-24,0h05m51.79s,-0d59m45.1s,A000551-0059,6,4,2,412,1109,1110,WISEA J000551.96-005946.6,00h05m51.979s,-00d59m46.76s,2007SDSS6.C...0000:,G,0.18300999999999998,1e-05,2016SDSSD.C...0000:,778.69,54.68,0.09300000000000001,0.01,0.054000000000000006,12.49224434,,,,,,778.69,54.68,2016SDSSD.C...0000:,1.0
SN2004ij,2004-11-05,1h21m11.54s,-0d55m09.2s,A012111-0055,13,4,9,40,2548,1420,WISEA J012111.65-005508.7,01h21m11.656s,-00d55m08.97s,2007SDSS6.C...0000:,G,0.218,,2005IAUC.8481A...1A,929.2,65.18,0.10400000000000001,0.011000000000000001,0.028999999999999998,7.94996436,,,,,,929.2,65.18,2005IAUC.8481A...1A,1.0
SN2004ik,2004-11-05,1h44m55.51s,-0d05m58.1s,A014455-0005,10,4,6,32,1454,1066,WISEA J014455.59-000602.5,01h44m55.586s,-00d06m02.17s,2007SDSS6.C...0000:,G,0.16899999999999998,,2005IAUC.8481A...1A,719.65,50.56,0.085,0.009000000000000001,0.07,14.84158279,,,,,,719.65,50.56,2005IAUC.8481A...1A,1.0
SN2004il,2004-11-05,3h07m02.69s,-0d00m40.1s,A030702-0000,19,2,17,343,1853,1080,WISEA J030702.89-000040.5,03h07m02.884s,-00d00m40.64s,2007SDSS6.C...0000:,G,0.10722999999999999,8e-05,2003SDSS1.C...0000:,456.5,32.25,0.195,0.021,0.049,6.594152762,,,,,,456.5,32.25,2003SDSS1.C...0000:,1.0
SN2005A,2005-01-05,2h30m43.25s,-2d56m19.8s,NGC 958,4,2,2,46,304,304,NGC 0958,02h30m42.83s,-02d56m20.4s,20032MASX.C.......:,G,0.01914,2e-05,1991RC3.9.C...0000d,78.6,6.98,0.083,0.009000000000000001,0.106,2.5167569419999998,,71.12135137,4.91e-06,2016AJ....152...50T,9560.0,71.12135137,4.91e-06,2016AJ....152...50T,1.0
SN2005ac,2005-02-04,13h39m55.953s,0d52m17.17s,A133955+0052,5,2,3,294,2260,792,WISEA J133955.94+005217.0,13h39m55.942s,+00d52m16.91s,2007SDSS6.C...0000:,G,0.06999,8e-05,2003SDSS1.C...0000:,303.92,21.71,0.076,0.008,0.005,0.447811767,,,,,,303.92,21.71,2003SDSS1.C...0000:,1.0
SN2005ca,2005-05-12,13h32m38.55s,11d48m33.7s,A133238+1148,2,1,1,6,713,714,WISEA J133238.57+114833.6,13h32m38.591s,+11d48m33.24s,2007SDSS6.C...0000:,G,0.15029,0.00022999999999999998,2006SDSS5.C...0000:,647.75,45.55,0.07200000000000001,0.008,0.012,2.41181436,,,,,,647.75,45.55,2006SDSS5.C...0000:,1.0
SN2005cc,2005-05-19,13h57m04.85s,41d50m41.8s,NGC 5383,3,1,2,347,2119,2119,NGC 5383,13h57m04.973s,+41d50m46.53s,2007SDSS6.C...0000:,G,0.00757,1e-05,2001A&A...378..370V,34.95,4.94,0.018000000000000002,0.002,0.08199999999999999,0.798563609,,,,,49618.0,34.95,4.94,2001A&A...378..370V,1.0
SN2005co,2005-06-20,23h30m53.58s,-2d56m18.4s,IC 1496,12,4,8,250,1172,468,IC 1496,23h30m53.514s,-02d56m03.47s,1987AJ.....94..501K,G,0.01722,7e-05,1993AJ....105.1637H,68.54,6.45,0.15,0.017,0.249,5.35357298,,,,,,68.54,6.45,1993AJ....105.1637H,1.0
SN2005cr,2005-06-24,12h22m17.21s,12d23m49.3s,A122217+1223,6,2,4,450,688,688,VPC 0198,12h22m16.997s,+12d23m48.73s,2007SDSS6.C...0000:,G,0.02141,9e-05,2005SDSS4.C...0000:,96.43,8.01,0.099,0.011000000000000001,0.053,1.44374085,,,,,,96.43,8.01,2005SDSS4.C...0000:,1.0
SN2005dh,2005-08-10,15h54m03.32s,23d08m09.9s,MCG +04-37-55,5,3,2,53,651,338,MRK 0693,15h54m02.877s,+23d07m52.43s,2007SDSS6.C...0000:,G,0.0146,0.0001,2007SDSS6.C...0000:,63.87,6.21,0.16699999999999998,0.018000000000000002,0.309,5.670033377999999,,,,,,63.87,6.21,2007SDSS6.C...0000:,1.0
SN2005ed,2005-09-09,0h02m49.36s,0d45m04.8s,SDSS J00249.43+004506.7,16,2,14,689,789,752,SDSS J000249.36+004504.4,00h02m49.369s,+00d45m04.44s,2016SDSSD.C...0000:,G,0.08645,2.9999999999999997e-05,2016SDSSD.C...0000:,365.1,25.92,0.071,0.008,0.006,0.6906166159999999,,,,,3577012.0,365.1,25.92,2016SDSSD.C...0000:,2.0
